Codigo do Municipio;Municipios;Territorio de Identidade;Ano;total_homens;total_mulheres;Total_urb                                                                          ;Homem_urb;Mulher_urb;Total_rural;Homem_rural;Mulher_rural
2923308;Ouriçangas;Litoral Norte e Agreste Baiano;1991;3571;3472;1932;938;994;5111;2633;2478
2923357;Ourolândia;Piemonte da Diamantina;1991;6305;5930;2356;1146;1210;9879;5159;4720
2923407;Palmas de Monte Alto;Sertão Produtivo;1991;10388;10089;5312;2582;2730;15165;7806;7359
2923506;Palmeiras;Chapada Diamantina;1991;3465;3677;3600;1687;1913;3542;1778;1764
2923605;Paramirim;Bacia do Paramirim;1991;11220;11357;5356;2504;2852;17221;8716;8505
2923704;Paratinga;Velho Chico;1991;12166;12015;7346;3570;3776;16835;8596;8239
2923803;Paripiranga;Semi-Árido Nordeste II;1991;12754;13273;5454;2563;2891;20573;10191;10382
2923902;Pau Brasil;Litoral Sul;1991;8420;7759;9279;4666;4613;6900;3754;3146
2924009;Paulo Afonso;Itaparica;1991;41846;44773;74355;35578;38777;12264;6268;5996
2924058;Pé de Serra;Bacia do Jacuípe;1991;8581;8467;3738;1810;1928;13310;6771;6539
2924108;Pedrão;Litoral Norte e Agreste Baiano;1991;3424;3389;1411;683;728;5402;2741;2661
2924207;Pedro Alexandre;Semi-Árido Nordeste II;1991;7480;7321;1427;686;741;13374;6794;6580
2924306;Piatã;Chapada Diamantina;1991;8771;9537;3306;1581;1725;15002;7190;7812
2924405;Pilão Arcado;Sertão do São Francisco;1991;15909;16040;4268;2055;2213;27681;13854;13827
2924504;Pindaí;Sertão Produtivo;1991;8412;8163;3048;1494;1554;13527;6918;6609
2924603;Pindobaçu;Piemonte Norte do Itapicuru;1991;12192;11855;5703;2760;2943;18344;9432;8912
2924652;Pintadas;Bacia do Jacuípe;1991;5149;5256;2303;1100;1203;8102;4049;4053
2924678;Piraí do Norte;Baixo Sul;1991;7167;6592;1848;926;922;11911;6241;5670
2924702;Piripá;Vitória da Conquista;1991;5217;5199;3478;1673;1805;6938;3544;3394
2924801;Piritiba;Piemonte do Paraguaçu;1991;11996;12180;8987;4333;4654;15189;7663;7526
2924900;Planaltino;Vale de Jequiriçá;1991;5313;5019;2375;1204;1171;7957;4109;3848
2925006;Planalto;Vitória da Conquista;1991;11698;11828;9957;4812;5145;13569;6886;6683
2925105;Poções;Vitória da Conquista;1991;18612;19222;24873;12022;12851;12961;6590;6371
2925204;Pojuca;Litoral Norte e Agreste Baiano;1991;11123;11362;18510;9000;9510;3975;2123;1852
2925253;Ponto Novo;Piemonte Norte do Itapicuru;1991;8741;8430;5542;2791;2751;11629;5950;5679
2925303;Porto Seguro;Costa do Descobrimento;1991;17732;16929;23315;11835;11480;11346;5897;5449
2925402;Potiraguá;Médio Sudoeste da Bahia;1991;5298;5091;5630;2779;2851;4759;2519;2240
2925501;Prado;Extremo Sul;1991;11546;11086;9655;4778;4877;12977;6768;6209
2925600;Presidente Dutra;Irecê;1991;7034;6799;6352;3130;3222;7481;3904;3577
2925709;Presidente Jânio Quadros;Vitória da Conquista;1991;7126;6999;1493;730;763;12632;6396;6236
2925758;Presidente Tancredo Neves;Baixo Sul;1991;9625;8910;2136;1054;1082;16399;8571;7828
2925808;Queimadas;Sisal;1991;11441;11721;8431;3974;4457;14731;7467;7264
2925907;Quijingue;Sisal;1991;12373;11585;3389;1647;1742;20569;10726;9843
2925931;Quixabeira;Bacia do Jacuípe;1991;7029;6898;2710;1331;1379;11217;5698;5519
2925956;Rafael Jambeiro;Piemonte do Paraguaçu;1991;11033;11539;2549;1232;1317;20023;9801;10222
2926004;Remanso;Sertão do São Francisco;1991;17056;17325;17868;8484;9384;16513;8572;7941
2926103;Retirolândia;Sisal;1991;5620;5680;3882;1847;2035;7418;3773;3645
2926202;Riachão das Neves;Bacia do Rio Grande;1991;10445;9837;8921;4465;4456;11361;5980;5381
2926301;Riachão do Jacuípe;Bacia do Jacuípe;1991;18567;19043;14557;6883;7674;23053;11684;11369
2926400;Riacho de Santana;Velho Chico;1991;13706;13553;8373;4114;4259;18886;9592;9294
2926509;Ribeira do Amparo;Semi-Árido Nordeste II;1991;7126;6816;754;369;385;13188;6757;6431
2926608;Ribeira do Pombal;Semi-Árido Nordeste II;1991;20848;21661;20752;9761;10991;21757;11087;10670
2926657;Ribeirão do Largo;Vitória da Conquista;1991;5732;5198;2436;1226;1210;8494;4506;3988
2926707;Rio de Contas;Chapada Diamantina;1991;6787;7281;4539;2120;2419;9529;4667;4862
2926806;Rio do Antônio;Sertão Produtivo;1991;6607;6715;3883;1865;2018;9439;4742;4697
2926905;Rio do Pires;Bacia do Paramirim;1991;5835;6266;3239;1572;1667;8862;4263;4599
2927002;Rio Real;Litoral Norte e Agreste Baiano;1991;13918;13865;13917;6702;7215;13866;7216;6650
2927101;Rodelas;Itaparica;1991;2107;2191;3053;1468;1585;1245;639;606
2927200;Ruy Barbosa;Piemonte do Paraguaçu;1991;14787;15265;17114;8011;9103;12938;6776;6162
2927309;Salinas da Margarida;Metropolitana de Salvador;1991;4404;4487;3902;1870;2032;4989;2534;2455
2927408;Salvador;Metropolitana de Salvador;1991;977259;1098014;2073510;976347;1097163;1763;912;851
2927507;Santa Bárbara;Portal do Sertão;1991;8263;8505;4766;2180;2586;12002;6083;5919
2927606;Santa Brígida;Semi-Árido Nordeste II;1991;6597;6693;2840;1295;1545;10450;5302;5148
2927705;Santa Cruz Cabrália;Costa do Descobrimento;1991;3421;3114;3197;1625;1572;3338;1796;1542
2927804;Santa Cruz da Vitória;Médio Sudoeste da Bahia;1991;3410;3243;4527;2265;2262;2126;1145;981
2927903;Santa Inês;Vale de Jequiriçá;1991;4808;5240;9049;4284;4765;999;524;475
2928059;Santa Luzia;Litoral Sul;1991;8630;7689;7410;3716;3694;8909;4914;3995
2928109;Santa Maria da Vitória;Bacia do Rio Corrente;1991;20674;20854;20774;10228;10546;20754;10446;10308
2928406;Santa Rita de Cássia;Bacia do Rio Grande;1991;11861;11379;10621;5222;5399;12619;6639;5980
2928505;Santa Terezinha;Piemonte do Paraguaçu;1991;4430;4430;1378;665;713;7482;3765;3717
2928000;Santaluz;Sisal;1991;15446;15188;12704;6174;6530;17930;9272;8658
2928208;Santana;Bacia do Rio Corrente;1991;12496;12173;11589;5677;5912;13080;6819;6261
2928307;Santanópolis;Portal do Sertão;1991;4532;4798;785;382;403;8545;4150;4395
2928604;Santo Amaro;Recôncavo;1991;26630;27530;40894;19694;21200;13266;6936;6330
2928703;Santo Antônio de Jesus;Recôncavo;1991;30566;33765;52855;24677;28178;11476;5889;5587
2928802;Santo Estevão;Portal do Sertão;1991;17737;19270;12654;5862;6792;24353;11875;12478
2928901;São Desidério;Bacia do Rio Grande;1991;9696;9281;5539;2757;2782;13438;6939;6499
2928950;São Domingos;Sisal;1991;5182;5094;3442;1691;1751;6834;3491;3343
2929107;São Felipe;Recôncavo;1991;10249;9858;6906;3295;3611;13201;6954;6247
2929008;São Félix;Recôncavo;1991;5995;6187;7420;3540;3880;4762;2455;2307
2929057;São Félix do Coribe;Bacia do Rio Corrente;1991;6029;5887;6764;3357;3407;5152;2672;2480
2929206;São Francisco do Conde;Recôncavo;1991;10196;10042;15734;7838;7896;4504;2358;2146
2929255;São Gabriel;Irecê;1991;9224;8660;6997;3519;3478;10887;5705;5182
2929305;São Gonçalo dos Campos;Portal do Sertão;1991;11809;12479;11372;5304;6068;12916;6505;6411
2929354;São José da Vitória;Litoral Sul;1991;4510;4258;5217;2682;2535;3551;1828;1723
2929370;São José do Jacuípe;Bacia do Jacuípe;1991;7130;6970;3633;1882;1751;10467;5248;5219
2929404;São Miguel das Matas;Vale de Jequiriçá;1991;4694;4617;2040;972;1068;7271;3722;3549
2929503;São Sebastião do Passé;Recôncavo;1991;18365;18460;25806;12600;13206;11019;5765;5254
2929602;Sapeaçu;Recôncavo;1991;7351;7841;6347;2957;3390;8845;4394;4451
2929701;Sátiro Dias;Litoral Norte e Agreste Baiano;1991;6773;6906;2290;1060;1230;11389;5713;5676
2929750;Saubara;Recôncavo;1991;3954;4062;5469;2745;2724;2547;1209;1338
2929800;Saúde;Piemonte da Diamantina;1991;5633;5756;5515;2602;2913;5874;3031;2843
2929909;Seabra;Chapada Diamantina;1991;18839;19020;12432;5970;6462;25427;12869;12558
2930006;Sebastião Laranjeiras;Sertão Produtivo;1991;4662;4428;2529;1251;1278;6561;3411;3150
2930105;Senhor do Bonfim;Piemonte Norte do Itapicuru;1991;40995;42426;49087;23440;25647;34334;17555;16779
2930204;Sento Sé;Sertão do São Francisco;1991;14667;13720;12380;6204;6176;16007;8463;7544
2930154;Serra do Ramalho;Velho Chico;1991;17227;15937;2159;1099;1060;31005;16128;14877
2930303;Serra Dourada;Bacia do Rio Corrente;1991;9025;8448;4242;2093;2149;13231;6932;6299
2930402;Serra Preta;Bacia do Jacuípe;1991;8770;8886;488;242;246;17168;8528;8640
2930501;Serrinha;Sisal;1991;37388;38625;37854;17974;19880;38159;19414;18745
2930600;Serrolândia;Piemonte da Diamantina;1991;5788;6024;4743;2219;2524;7069;3569;3500
2930709;Simões Filho;Metropolitana de Salvador;1991;36461;36065;44419;22245;22174;28107;14216;13891
2930758;Sítio do Mato;Velho Chico;1991;4337;4362;5665;2795;2870;3034;1542;1492
2930766;Sítio do Quinto;Semi-Árido Nordeste II;1991;6016;6034;2147;1044;1103;9903;4972;4931
2930774;Sobradinho;Sertão do São Francisco;1991;10423;10785;19482;9517;9965;1726;906;820
2930808;Souto Soares;Chapada Diamantina;1991;9420;8936;2802;1442;1360;15554;7978;7576
2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;1991;5690;5591;2766;1353;1413;8515;4337;4178
2931004;Tanhaçu;Sertão Produtivo;1991;9169;9141;4969;2397;2572;13341;6772;6569
2931053;Tanque Novo;Bacia do Paramirim;1991;6323;6338;3346;1623;1723;9315;4700;4615
2931103;Tanquinho;Portal do Sertão;1991;5175;5105;5820;2854;2966;4460;2321;2139
2931202;Taperoá;Baixo Sul;1991;8615;8431;7308;3585;3723;9738;5030;4708
2931301;Tapiramutá;Piemonte do Paraguaçu;1991;6904;6787;8795;4334;4461;4896;2570;2326
2931350;Teixeira de Freitas;Extremo Sul;1991;42818;42729;74221;36917;37304;11326;5901;5425
2931400;Teodoro Sampaio;Portal do Sertão;1991;4752;4849;6490;3078;3412;3111;1674;1437
2931509;Teofilândia;Sisal;1991;10975;10595;3779;1859;1920;17791;9116;8675
2931608;Teolândia;Baixo Sul;1991;6412;6021;1759;815;944;10674;5597;5077
2931707;Terra Nova;Portal do Sertão;1991;5948;6290;10003;4800;5203;2235;1148;1087
2931806;Tremedal;Vitória da Conquista;1991;10496;10371;2757;1343;1414;18110;9153;8957
2931905;Tucano;Sisal;1991;23394;23224;10131;4735;5396;36487;18659;17828
2932002;Uauá;Sertão do São Francisco;1991;12084;12259;7251;3382;3869;17092;8702;8390
2932101;Ubaíra;Vale de Jequiriçá;1991;10615;10194;7085;3377;3708;13724;7238;6486
2932200;Ubaitaba;Litoral Sul;1991;10412;10650;12508;5937;6571;8554;4475;4079
2932309;Ubatã;Médio Rio de Contas;1991;12969;12931;19430;9437;9993;6470;3532;2938
2932408;Uibaí;Irecê;1991;6994;6622;6818;3413;3405;6798;3581;3217
2932457;Umburanas;Piemonte da Diamantina;1991;5953;5587;4564;2306;2258;6976;3647;3329
2932507;Una;Litoral Sul;1991;12378;11379;5347;2621;2726;18410;9757;8653
2932606;Urandi;Sertão Produtivo;1991;8044;7930;3472;1654;1818;12502;6390;6112
2932705;Uruçuca;Litoral Sul;1991;16242;14521;9040;4400;4640;21723;11842;9881
2932804;Utinga;Chapada Diamantina;1991;8553;8495;7449;3629;3820;9599;4924;4675
2932903;Valença;Baixo Sul;1991;33135;33796;43699;20965;22734;23232;12170;11062
2933000;Valente;Sisal;1991;8834;8996;6438;3009;3429;11392;5825;5567
2933059;Várzea da Roça;Bacia do Jacuípe;1991;6788;6660;3963;1907;2056;9485;4881;4604
2933109;Várzea do Poço;Bacia do Jacuípe;1991;4770;4863;4276;2008;2268;5357;2762;2595
2933158;Várzea Nova;Piemonte da Diamantina;1991;8747;8397;7117;3549;3568;10027;5198;4829
2933174;Varzedo;Recôncavo;1991;4423;4239;1704;841;863;6958;3582;3376
2933208;Vera Cruz;Metropolitana de Salvador;1991;11246;10890;20308;10311;9997;1828;935;893
2933257;Vereda;Extremo Sul;1991;4635;4279;961;493;468;7953;4142;3811
2933307;Vitória da Conquista;Vitória da Conquista;1991;109007;116084;188351;90084;98267;36740;18923;17817
2933406;Wagner;Chapada Diamantina;1991;3974;3860;4818;2364;2454;3016;1610;1406
2933455;Wanderley;Bacia do Rio Grande;1991;7009;6628;4706;2288;2418;8931;4721;4210
2933505;Wenceslau Guimarães;Baixo Sul;1991;8906;8348;4033;1963;2070;13221;6943;6278
2933604;Xique-Xique;Irecê;1991;19983;20390;26664;12874;13790;13709;7109;6600
2900108;Abaíra;Chapada Diamantina;2000;4498;4569;3559;1749;1810;5508;2749;2759
2900207;Abaré;Itaparica;2000;6805;6843;5528;2637;2891;8120;4168;3952
2900306;Acajutiba;Litoral Norte e Agreste Baiano;2000;7104;7218;12184;6012;6172;2138;1092;1046
2900355;Adustina;Semi-Árido Nordeste II;2000;7255;7047;4484;2171;2313;9818;5084;4734
2900405;Água Fria;Portal do Sertão;2000;7414;7304;4324;2045;2279;10394;5369;5025
2900603;Aiquara;Médio Rio de Contas;2000;2775;2540;2726;1381;1345;2589;1394;1195
2900702;Alagoinhas;Litoral Norte e Agreste Baiano;2000;62068;68027;112440;53033;59407;17655;9035;8620
2900801;Alcobaça;Extremo Sul;2000;10677;10223;7446;3656;3790;13454;7021;6433
2900900;Almadina;Litoral Sul;2000;4014;3848;5416;2657;2759;2446;1357;1089
2901007;Amargosa;Vale de Jequiriçá;2000;15147;15961;20884;9817;11067;10224;5330;4894
2901106;Amélia Rodrigues;Portal do Sertão;2000;11882;12252;19022;9295;9727;5112;2587;2525
2901155;América Dourada;Irecê;2000;8165;7794;10148;5100;5048;5811;3065;2746
2901205;Anagé;Vitória da Conquista;2000;15963;15097;4208;2127;2081;26852;13836;13016
2901304;Andaraí;Chapada Diamantina;2000;7079;6805;7166;3538;3628;6718;3541;3177
2901353;Andorinha;Piemonte Norte do Itapicuru;2000;8183;7591;4335;2159;2176;11439;6024;5415
2901403;Angical;Bacia do Rio Grande;2000;7870;6831;6035;3078;2957;8666;4792;3874
2901502;Anguera;Portal do Sertão;2000;4297;4537;3456;1653;1803;5378;2644;2734
2901601;Antas;Semi-Árido Nordeste II;2000;7007;7052;5014;2429;2585;9045;4578;4467
2901700;Antônio Cardoso;Portal do Sertão;2000;5819;5801;2316;1152;1164;9304;4667;4637
2901809;Antônio Gonçalves;Piemonte Norte do Itapicuru;2000;4905;4811;5260;2561;2699;4456;2344;2112
2901908;Aporá;Litoral Norte e Agreste Baiano;2000;8544;8225;6546;3214;3332;10223;5330;4893
2901957;Apuarema;Médio Rio de Contas;2000;3943;3500;4382;2253;2129;3061;1690;1371
2902054;Araçás;Litoral Norte e Agreste Baiano;2000;5565;5438;5330;2603;2727;5673;2962;2711
2902005;Aracatu;Vitória da Conquista;2000;7911;7580;3187;1522;1665;12304;6389;5915
2902104;Araci;Sisal;2000;24101;23483;16189;7887;8302;31395;16214;15181
2902203;Aramari;Litoral Norte e Agreste Baiano;2000;4617;4641;4291;2098;2193;4967;2519;2448
2902252;Arataca;Litoral Sul;2000;6062;5156;5483;2806;2677;5735;3256;2479
2902302;Aratuípe;Baixo Sul;2000;4308;4073;4787;2380;2407;3594;1928;1666
2902401;Aurelino Leal;Litoral Sul;2000;8681;8468;13940;6908;7032;3209;1773;1436
2902500;Baianópolis;Bacia do Rio Grande;2000;6258;5921;2727;1365;1362;9452;4893;4559
2902609;Baixa Grande;Bacia do Jacuípe;2000;10222;10219;7126;3410;3716;13315;6812;6503
2902658;Banzaê;Semi-Árido Nordeste II;2000;5666;5490;3414;1696;1718;7742;3970;3772
2902708;Barra;Velho Chico;2000;22599;21604;19641;9650;9991;24562;12949;11613
2902807;Barra da Estiva;Chapada Diamantina;2000;12279;12161;8933;4350;4583;15507;7929;7578
2902906;Barra do Choça;Vitória da Conquista;2000;20736;20082;17721;8828;8893;23097;11908;11189
2903003;Barra do Mendes;Irecê;2000;6779;6831;5579;2642;2937;8031;4137;3894
2903102;Barra do Rocha;Médio Rio de Contas;2000;4302;3772;3425;1725;1700;4649;2577;2072
2903201;Barreiras;Bacia do Rio Grande;2000;66177;65672;115784;57563;58221;16065;8614;7451
2903235;Barro Alto;Irecê;2000;6177;5921;5176;2591;2585;6922;3586;3336
2903300;Barro Preto/Lomanto Junior;Litoral Sul;2000;4478;4124;5159;2589;2570;3443;1889;1554
2903276;Barrocas;Sisal;2000;;;;;;;;
2903409;Belmonte;Costa do Descobrimento;2000;10172;9860;10806;5315;5491;9226;4857;4369
2903508;Belo Campo;Vitória da Conquista;2000;9001;8654;8082;3964;4118;9573;5037;4536
2903607;Biritinga;Sisal;2000;7537;7104;2347;1118;1229;12294;6419;5875
2903706;Boa Nova;Médio Rio de Contas;2000;10515;10029;4589;2229;2360;15955;8286;7669
2903805;Boa Vista do Tupim;Piemonte do Paraguaçu;2000;9412;8996;5840;2824;3016;12568;6588;5980
2903904;Bom Jesus da Lapa;Velho Chico;2000;27168;27253;37726;18389;19337;16695;8779;7916
2903953;Bom Jesus da Serra;Vitória da Conquista;2000;5347;5155;1953;960;993;8549;4387;4162
2904001;Boninal;Chapada Diamantina;2000;6105;6356;3821;1872;1949;8640;4233;4407
2904050;Bonito;Chapada Diamantina;2000;6551;6351;5501;2730;2771;7401;3821;3580
2904100;Boquira;Bacia do Paramirim;2000;10893;11228;6600;3107;3493;15521;7786;7735
2904209;Botuporã;Bacia do Paramirim;2000;5756;5766;3251;1575;1676;8271;4181;4090
2904308;Brejões;Vale de Jequiriçá;2000;7655;7689;4568;2187;2381;10776;5468;5308
2904407;Brejolândia;Bacia do Rio Corrente;2000;4539;4223;1832;877;955;6930;3662;3268
2904506;Brotas de Macaúbas;Velho Chico;2000;6579;6424;3050;1510;1540;9953;5069;4884
2904605;Brumado;Sertão Produtivo;2000;30427;31243;40710;19623;21087;20960;10804;10156
2904704;Buerarema;Litoral Sul;2000;9591;9527;16249;8021;8228;2869;1570;1299
2904753;Buritirama;Bacia do Rio Grande;2000;9292;8505;5924;2951;2973;11873;6341;5532
2904803;Caatiba;Médio Sudoeste da Bahia;2000;7877;7631;4428;2207;2221;11080;5670;5410
2904852;Cabaceiras do Paraguaçu;Recôncavo;2000;7703;7844;3305;1596;1709;12242;6107;6135
2904902;Cachoeira;Recôncavo;2000;14885;15531;15831;7432;8399;14585;7453;7132
2905008;Caculé;Sertão Produtivo;2000;10168;10171;11531;5595;5936;8808;4573;4235
2905107;Caém;Piemonte da Diamantina;2000;6339;6224;3377;1652;1725;9186;4687;4499
2905156;Caetanos;Vitória da Conquista;2000;6756;6320;2312;1179;1133;10764;5577;5187
2905206;Caetité;Sertão Produtivo;2000;22269;22821;23459;11157;12302;21631;11112;10519
2905305;Cafarnaum;Irecê;2000;8217;7842;9209;4617;4592;6850;3600;3250
2905404;Cairu;Baixo Sul;2000;5873;5537;6981;3514;3467;4429;2359;2070
2905503;Caldeirão Grande;Piemonte Norte do Itapicuru;2000;5694;5701;4081;1959;2122;7314;3735;3579
2905602;Camacan;Litoral Sul;2000;15620;15435;24282;11972;12310;6773;3648;3125
2905701;Camaçari;Metropolitana de Salvador;2000;80962;80765;154402;77068;77334;7325;3894;3431
2905800;Camamu;Baixo Sul;2000;17452;16209;12107;5928;6179;21554;11524;10030
2905909;Campo Alegre de Lourdes;Sertão do São Francisco;2000;13822;13785;6539;3130;3409;21068;10692;10376
2906006;Campo Formoso;Piemonte Norte do Itapicuru;2000;31370;30572;21003;10142;10861;40939;21228;19711
2906105;Canápolis;Bacia do Rio Corrente;2000;4922;4821;2538;1232;1306;7205;3690;3515
2906204;Canarana;Irecê;2000;11005;10660;9755;4760;4995;11910;6245;5665
2906303;Canavieiras;Litoral Sul;2000;17947;17375;26343;12912;13431;8979;5035;3944
2906402;Candeal;Sisal;2000;5071;5050;3417;1626;1791;6704;3445;3259
2906501;Candeias;Metropolitana de Salvador;2000;38026;38757;69127;33998;35129;7656;4028;3628
2906600;Candiba;Sertão Produtivo;2000;6170;5954;6159;3052;3107;5965;3118;2847
2906709;Cândido Sales;Vitória da Conquista;2000;14377;14139;18924;9456;9468;9592;4921;4671
2906808;Cansanção;Sisal;2000;16049;15898;9221;4450;4771;22726;11599;11127
2906824;Canudos;Sertão do São Francisco;2000;6957;6804;7012;3411;3601;6749;3546;3203
2906857;Capela do Alto Alegre;Bacia do Jacuípe;2000;6014;5884;4533;2190;2343;7365;3824;3541
2906873;Capim Grosso;Piemonte da Diamantina;2000;11793;12115;17861;8705;9156;6047;3088;2959
2906899;Caraíbas;Vitória da Conquista;2000;8728;8436;1424;707;717;15740;8021;7719
2906907;Caravelas;Extremo Sul;2000;10228;9875;10332;5162;5170;9771;5066;4705
2907004;Cardeal da Silva;Litoral Norte e Agreste Baiano;2000;4071;3963;2832;1413;1419;5202;2658;2544
2907103;Carinhanha;Velho Chico;2000;14010;13262;10483;5165;5318;16789;8845;7944
2907202;Casa Nova;Sertão do São Francisco;2000;28473;27257;27266;13465;13801;28464;15008;13456
2907301;Castro Alves;Recôncavo;2000;12437;13124;14647;6913;7734;10914;5524;5390
2907400;Catolândia;Bacia do Rio Grande;2000;1608;1484;848;423;425;2244;1185;1059
2907509;Catu;Litoral Norte e Agreste Baiano;2000;22794;23937;37816;18154;19662;8915;4640;4275
2907558;Caturama;Bacia do Paramirim;2000;4367;4273;1563;744;819;7077;3623;3454
2907608;Central;Irecê;2000;8471;8321;7637;3745;3892;9155;4726;4429
2907707;Chorrochó;Itaparica;2000;5097;5074;2155;1019;1136;8016;4078;3938
2907806;Cícero Dantas;Semi-Árido Nordeste II;2000;15203;15731;15797;7511;8286;15137;7692;7445
2907905;Cipó;Semi-Árido Nordeste II;2000;6969;7316;9527;4566;4961;4758;2403;2355
2908002;Coaraci;Litoral Sul;2000;13832;14020;23269;11404;11865;4583;2428;2155
2908101;Côcos;Bacia do Rio Corrente;2000;9101;8510;6424;3211;3213;11187;5890;5297
2908200;Conceição da Feira;Portal do Sertão;2000;8549;8965;11237;5339;5898;6277;3210;3067
2908309;Conceição do Almeida;Recôncavo;2000;9288;9624;8318;3951;4367;10594;5337;5257
2908408;Conceição do Coité;Sisal;2000;28209;28108;28026;13484;14542;28291;14725;13566
2908507;Conceição do Jacuípe;Portal do Sertão;2000;12851;13343;19466;9467;9999;6728;3384;3344
2908606;Conde;Litoral Norte e Agreste Baiano;2000;10210;10216;10492;5044;5448;9934;5166;4768
2908705;Condeúba;Vitória da Conquista;2000;8997;9050;6331;2964;3367;11716;6033;5683
2908804;Contendas do Sincorá;Sertão Produtivo;2000;2153;2111;2331;1132;1199;1933;1021;912
2908903;Coração de Maria;Portal do Sertão;2000;11809;12009;7528;3565;3963;16290;8244;8046
2909000;Cordeiros;Vitória da Conquista;2000;4066;4127;2100;1018;1082;6093;3048;3045
2909109;Coribe;Bacia do Rio Corrente;2000;7807;7341;5695;2813;2882;9453;4994;4459
2909208;Coronel João Sá;Semi-Árido Nordeste II;2000;9985;9680;5538;2725;2813;14127;7260;6867
2909307;Correntina;Bacia do Rio Corrente;2000;15290;15293;11355;5479;5876;19228;9811;9417
2909406;Cotegipe;Bacia do Rio Grande;2000;6933;6441;6547;3271;3276;6827;3662;3165
2909505;Cravolândia;Vale de Jequiriçá;2000;2525;2476;3000;1481;1519;2001;1044;957
2909604;Crisópolis;Litoral Norte e Agreste Baiano;2000;9780;9257;6855;3415;3440;12182;6365;5817
2909703;Cristópolis;Bacia do Rio Grande;2000;6495;6167;2675;1327;1348;9987;5168;4819
2909802;Cruz das Almas;Recôncavo;2000;25229;27820;39604;18413;21191;13445;6816;6629
2909901;Curaçá;Sertão do São Francisco;2000;14757;14084;10775;5168;5607;18066;9589;8477
2910008;Dário Meira;Médio Rio de Contas;2000;7916;7306;4931;2535;2396;10291;5381;4910
2910057;Dias D'Ávila;Metropolitana de Salvador;2000;22484;22849;42673;21078;21595;2660;1406;1254
2910107;Dom Basílio;Sertão Produtivo;2000;5399;5028;1521;754;767;8906;4645;4261
2910206;Dom Macedo Costa;Recôncavo;2000;1836;1912;1297;607;690;2451;1229;1222
2910305;Elísio Medrado;Vale de Jequiriçá;2000;3925;3935;2514;1183;1331;5346;2742;2604
2910404;Encruzilhada;Vitória da Conquista;2000;17093;15831;4983;2468;2515;27941;14625;13316
2910503;Entre Rios;Litoral Norte e Agreste Baiano;2000;18682;18831;23019;11223;11796;14494;7459;7035
2900504;Érico Cardoso;Bacia do Paramirim;2000;6078;6082;1322;630;692;10838;5448;5390
2910602;Esplanada;Litoral Norte e Agreste Baiano;2000;13597;13633;17538;8535;9003;9692;5062;4630
2910701;Euclides da Cunha;Semi-Árido Nordeste II;2000;27224;26661;24531;11841;12690;29354;15383;13971
2910727;Eunápolis;Costa do Descobrimento;2000;41412;42708;79161;38811;40350;4959;2601;2358
2910750;Fátima;Semi-Árido Nordeste II;2000;9248;9050;6343;3075;3268;11955;6173;5782
2910776;Feira da Mata;Velho Chico;2000;3193;3042;2822;1379;1443;3413;1814;1599
2910800;Feira de Santana;Portal do Sertão;2000;229656;251293;431730;204967;226763;49219;24689;24530
2910859;Filadélfia;Piemonte Norte do Itapicuru;2000;8757;8437;7966;3909;4057;9228;4848;4380
2910909;Firmino Alves;Médio Sudoeste da Bahia;2000;2650;2520;3806;1922;1884;1364;728;636
2911006;Floresta Azul;Litoral Sul;2000;5982;5632;7548;3754;3794;4066;2228;1838
2911105;Formosa do Rio Preto;Bacia do Rio Grande;2000;9417;8871;9381;4625;4756;8907;4792;4115
2911204;Gandu;Baixo Sul;2000;13502;13658;22060;10762;11298;5100;2740;2360
2911253;Gavião;Bacia do Jacuípe;2000;2473;2319;2203;1120;1083;2589;1353;1236
2911303;Gentio do Ouro;Irecê;2000;5223;4950;4902;2446;2456;5271;2777;2494
2911402;Glória;Itaparica;2000;7187;7372;2365;1114;1251;12194;6073;6121
2911501;Gongogi;Médio Rio de Contas;2000;5458;5064;6250;3073;3177;4272;2385;1887
2911600;Governador Mangabeira;Recôncavo;2000;8415;8750;6684;3199;3485;10481;5216;5265
2911659;Guajeru;Vitória da Conquista;2000;6385;6451;1723;818;905;11113;5567;5546
2911709;Guanambi;Sertão Produtivo;2000;35128;36600;54003;25994;28009;17725;9134;8591
2911808;Guaratinga;Costa do Descobrimento;2000;12849;11470;10017;5023;4994;14302;7826;6476
2911857;Heliópolis;Semi-Árido Nordeste II;2000;6694;6414;4232;2060;2172;8876;4634;4242
2911907;Iaçu;Piemonte do Paraguaçu;2000;14282;14219;21636;10616;11020;6865;3666;3199
2912004;Ibiassucê;Sertão Produtivo;2000;6617;6211;4037;2025;2012;8791;4592;4199
2912103;Ibicaraí;Litoral Sul;2000;14393;14468;19333;9426;9907;9528;4967;4561
2912202;Ibicoara;Chapada Diamantina;2000;7382;7071;4016;1965;2051;10437;5417;5020
2912301;Ibicuí;Médio Sudoeste da Bahia;2000;7824;7305;10454;5239;5215;4675;2585;2090
2912400;Ibipeba;Irecê;2000;7944;7418;9282;4718;4564;6080;3226;2854
2912509;Ibipitanga;Bacia do Paramirim;2000;6704;6715;3663;1744;1919;9756;4960;4796
2912608;Ibiquera;Piemonte do Paraguaçu;2000;2286;2209;2493;1216;1277;2002;1070;932
2912707;Ibirapitanga;Baixo Sul;2000;11364;10813;6363;3105;3258;15814;8259;7555
