Codigo do Municipio;Municipios;Territorio de Identidade;Ano;total_homens;total_mulheres;Total_urb                                                                          ;Homem_urb;Mulher_urb;Total_rural;Homem_rural;Mulher_rural
2925402;Potiraguá;Médio Sudoeste da Bahia;2010;5066;4744;6604;3322;3282;3206;1744;1462
2925501;Prado;Extremo Sul;2010;13990;13637;15474;7542;7932;12153;6448;5705
2925600;Presidente Dutra;Irecê;2010;6992;6758;9056;4496;4560;4694;2496;2198
2925709;Presidente Jânio Quadros;Vitória da Conquista;2010;6978;6674;4198;2070;2128;9454;4908;4546
2925758;Presidente Tancredo Neves;Baixo Sul;2010;12212;11634;9569;4675;4894;14277;7537;6740
2925808;Queimadas;Sisal;2010;12285;12317;12492;6066;6426;12110;6219;5891
2925907;Quijingue;Sisal;2010;14011;13217;6377;3068;3309;20851;10943;9908
2925931;Quixabeira;Bacia do Jacuípe;2010;4879;4675;3663;1801;1862;5891;3078;2813
2925956;Rafael Jambeiro;Piemonte do Paraguaçu;2010;11136;11738;6850;3230;3620;16024;7906;8118
2926004;Remanso;Sertão do São Francisco;2010;19451;19506;23470;11297;12173;15487;8154;7333
2926103;Retirolândia;Sisal;2010;6025;6030;6722;3283;3439;5333;2742;2591
2926202;Riachão das Neves;Bacia do Rio Grande;2010;11440;10497;10744;5391;5353;11193;6049;5144
2926301;Riachão do Jacuípe;Bacia do Jacuípe;2010;16169;17003;19860;9317;10543;13312;6852;6460
2926400;Riacho de Santana;Velho Chico;2010;15594;15052;13091;6421;6670;17555;9173;8382
2926509;Ribeira do Amparo;Semi-Árido Nordeste II;2010;7234;7042;1921;938;983;12355;6296;6059
2926608;Ribeira do Pombal;Semi-Árido Nordeste II;2010;23376;24142;29756;14286;15470;17762;9090;8672
2926657;Ribeirão do Largo;Vitória da Conquista;2010;4474;4128;4647;2289;2358;3955;2185;1770
2926707;Rio de Contas;Chapada Diamantina;2010;6233;6774;6309;2948;3361;6698;3285;3413
2926806;Rio do Antônio;Sertão Produtivo;2010;7441;7374;5993;2892;3101;8822;4549;4273
2926905;Rio do Pires;Bacia do Paramirim;2010;5928;5990;5267;2543;2724;6651;3385;3266
2927002;Rio Real;Litoral Norte e Agreste Baiano;2010;18654;18510;23310;11412;11898;13854;7242;6612
2927101;Rodelas;Itaparica;2010;3835;3940;6540;3207;3333;1235;628;607
2927200;Ruy Barbosa;Piemonte do Paraguaçu;2010;14549;15338;22093;10417;11676;7794;4132;3662
2927309;Salinas da Margarida;Metropolitana de Salvador;2010;6554;6902;5960;2894;3066;7496;3660;3836
2927408;Salvador;Metropolitana de Salvador;2010;1248897;1426759;2674923;1248513;1426410;733;384;349
2927507;Santa Bárbara;Portal do Sertão;2010;9300;9764;8669;4066;4603;10395;5234;5161
2927606;Santa Brígida;Semi-Árido Nordeste II;2010;7715;7345;5611;2686;2925;9449;5029;4420
2927705;Santa Cruz Cabrália;Costa do Descobrimento;2010;13331;12933;19002;9463;9539;7262;3868;3394
2927804;Santa Cruz da Vitória;Médio Sudoeste da Bahia;2010;3422;3251;5076;2530;2546;1597;892;705
2927903;Santa Inês;Vale de Jequiriçá;2010;5135;5228;9514;4648;4866;849;487;362
2928059;Santa Luzia;Litoral Sul;2010;7051;6293;8072;4040;4032;5272;3011;2261
2928109;Santa Maria da Vitória;Bacia do Rio Corrente;2010;20337;19972;23816;11709;12107;16493;8628;7865
2928406;Santa Rita de Cássia;Bacia do Rio Grande;2010;13572;12678;14907;7313;7594;11343;6259;5084
2928505;Santa Terezinha;Piemonte do Paraguaçu;2010;4822;4826;2334;1128;1206;7314;3694;3620
2928000;Santaluz;Sisal;2010;16620;17218;20795;9950;10845;13043;6670;6373
2928208;Santana;Bacia do Rio Corrente;2010;12551;12199;13483;6595;6888;11267;5956;5311
2928307;Santanópolis;Portal do Sertão;2010;4246;4530;1684;810;874;7092;3436;3656
2928604;Santo Amaro;Recôncavo;2010;27755;30045;44766;21207;23559;13034;6548;6486
2928703;Santo Antônio de Jesus;Recôncavo;2010;42965;48020;79299;37006;42293;11686;5959;5727
2928802;Santo Estevão;Portal do Sertão;2010;22906;24974;27690;13117;14573;20190;9789;10401
2928901;São Desidério;Bacia do Rio Grande;2010;14530;13129;8633;4318;4315;19026;10212;8814
2928950;São Domingos;Sisal;2010;4591;4635;5916;2872;3044;3310;1719;1591
2929107;São Felipe;Recôncavo;2010;10083;10222;9820;4692;5128;10485;5391;5094
2929008;São Félix;Recôncavo;2010;6882;7216;9265;4397;4868;4833;2485;2348
2929057;São Félix do Coribe;Bacia do Rio Corrente;2010;6536;6512;10587;5189;5398;2461;1347;1114
2929206;São Francisco do Conde;Recôncavo;2010;16203;16980;27391;13340;14051;5792;2863;2929
2929255;São Gabriel;Irecê;2010;9449;8978;10494;5295;5199;7933;4154;3779
2929305;São Gonçalo dos Campos;Portal do Sertão;2010;16019;17264;16505;7750;8755;16778;8269;8509
2929354;São José da Vitória;Litoral Sul;2010;2902;2813;5162;2588;2574;553;314;239
2929370;São José do Jacuípe;Bacia do Jacuípe;2010;5094;5086;6991;3426;3565;3189;1668;1521
2929404;São Miguel das Matas;Vale de Jequiriçá;2010;5278;5136;3360;1599;1761;7054;3679;3375
2929503;São Sebastião do Passé;Recôncavo;2010;20708;21445;33112;15941;17171;9041;4767;4274
2929602;Sapeaçu;Recôncavo;2010;7978;8607;8084;3796;4288;8501;4182;4319
2929701;Sátiro Dias;Litoral Norte e Agreste Baiano;2010;9567;9397;4332;2043;2289;14632;7524;7108
2929750;Saubara;Recôncavo;2010;5482;5719;10948;5356;5592;253;126;127
2929800;Saúde;Piemonte da Diamantina;2010;5933;5912;6646;3219;3427;5199;2714;2485
2929909;Seabra;Chapada Diamantina;2010;20685;21113;20277;9734;10543;21521;10951;10570
2930006;Sebastião Laranjeiras;Sertão Produtivo;2010;5254;5117;4084;2035;2049;6287;3219;3068
2930105;Senhor do Bonfim;Piemonte Norte do Itapicuru;2010;36020;38399;57566;27387;30179;16853;8633;8220
2930204;Sento Sé;Sertão do São Francisco;2010;19277;18148;21676;10868;10808;15749;8409;7340
2930154;Serra do Ramalho;Velho Chico;2010;16377;15261;6274;3168;3106;25364;13209;12155
2930303;Serra Dourada;Bacia do Rio Corrente;2010;9243;8869;6002;2896;3106;12110;6347;5763
2930402;Serra Preta;Bacia do Jacuípe;2010;7587;7814;6920;3318;3602;8481;4269;4212
2930501;Serrinha;Sisal;2010;37680;39082;47188;22379;24809;29574;15301;14273
2930600;Serrolândia;Piemonte da Diamantina;2010;6040;6304;7279;3493;3786;5065;2547;2518
2930709;Simões Filho;Metropolitana de Salvador;2010;58013;60034;105811;51624;54187;12236;6389;5847
2930758;Sítio do Mato;Velho Chico;2010;6265;5785;6866;3502;3364;5184;2763;2421
2930766;Sítio do Quinto;Semi-Árido Nordeste II;2010;6282;6310;5172;2492;2680;7420;3790;3630
2930774;Sobradinho;Sertão do São Francisco;2010;10799;11201;20002;9733;10269;1998;1066;932
2930808;Souto Soares;Chapada Diamantina;2010;8053;7846;6039;3000;3039;9860;5053;4807
2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;2010;5939;5492;3932;1978;1954;7499;3961;3538
2931004;Tanhaçu;Sertão Produtivo;2010;10071;9942;8290;3948;4342;11723;6123;5600
2931053;Tanque Novo;Bacia do Paramirim;2010;8126;8002;7317;3626;3691;8811;4500;4311
2931103;Tanquinho;Portal do Sertão;2010;3977;4031;5711;2744;2967;2297;1233;1064
2931202;Taperoá;Baixo Sul;2010;9586;9162;8725;4196;4529;10023;5390;4633
2931301;Tapiramutá;Piemonte do Paraguaçu;2010;8337;8179;12784;6324;6460;3732;2013;1719
2931350;Teixeira de Freitas;Extremo Sul;2010;68077;70264;129263;63334;65929;9078;4743;4335
2931400;Teodoro Sampaio;Portal do Sertão;2010;3856;4039;6341;3010;3331;1554;846;708
2931509;Teofilândia;Sisal;2010;10801;10681;6692;3220;3472;14790;7581;7209
2931608;Teolândia;Baixo Sul;2010;7725;7111;5068;2523;2545;9768;5202;4566
2931707;Terra Nova;Portal do Sertão;2010;6221;6582;11488;5547;5941;1315;674;641
2931806;Tremedal;Vitória da Conquista;2010;8532;8497;3939;1906;2033;13090;6626;6464
2931905;Tucano;Sisal;2010;26254;26164;21958;10506;11452;30460;15748;14712
2932002;Uauá;Sertão do São Francisco;2010;12218;12076;10761;5162;5599;13533;7056;6477
2932101;Ubaíra;Vale de Jequiriçá;2010;10035;9715;8822;4264;4558;10928;5771;5157
2932200;Ubaitaba;Litoral Sul;2010;10100;10591;17598;8366;9232;3093;1734;1359
2932309;Ubatã;Médio Rio de Contas;2010;12488;12516;17951;8778;9173;7053;3710;3343
2932408;Uibaí;Irecê;2010;6968;6657;8311;4139;4172;5314;2829;2485
2932457;Umburanas;Piemonte da Diamantina;2010;8777;8223;7510;3806;3704;9490;4971;4519
2932507;Una;Litoral Sul;2010;12557;11553;15030;7394;7636;9080;5163;3917
2932606;Urandi;Sertão Produtivo;2010;8331;8135;5939;2935;3004;10527;5396;5131
2932705;Uruçuca;Litoral Sul;2010;9857;9980;15779;7613;8166;4058;2244;1814
2932804;Utinga;Chapada Diamantina;2010;8936;9237;12810;6158;6652;5363;2778;2585
2932903;Valença;Baixo Sul;2010;43531;45142;64368;30582;33786;24305;12949;11356
2933000;Valente;Sisal;2010;12152;12408;13487;6422;7065;11073;5730;5343
2933059;Várzea da Roça;Bacia do Jacuípe;2010;6984;6802;6481;3181;3300;7305;3803;3502
2933109;Várzea do Poço;Bacia do Jacuípe;2010;4355;4306;5789;2857;2932;2872;1498;1374
2933158;Várzea Nova;Piemonte da Diamantina;2010;6622;6451;8553;4163;4390;4520;2459;2061
2933174;Varzedo;Recôncavo;2010;4534;4575;3364;1609;1755;5745;2925;2820
2933208;Vera Cruz;Metropolitana de Salvador;2010;18722;18845;35244;17522;17722;2323;1200;1123
2933257;Vereda;Extremo Sul;2010;3564;3236;1379;697;682;5421;2867;2554
2933307;Vitória da Conquista;Vitória da Conquista;2010;147879;158987;274739;131262;143477;32127;16617;15510
2933406;Wagner;Chapada Diamantina;2010;4498;4485;6482;3181;3301;2501;1317;1184
2933455;Wanderley;Bacia do Rio Grande;2010;6496;5989;5878;2893;2985;6607;3603;3004
2933505;Wenceslau Guimarães;Baixo Sul;2010;11475;10714;7511;3673;3838;14678;7802;6876
2933604;Xique-Xique;Irecê;2010;22509;23027;32541;15655;16886;12995;6854;6141
