;Codigo.do.Municipio;Municipios;Territorios.de.Identidade;Ano;genero;total_genero
1005;2914307;Iramaia;Chapada Diamantina;2010;total_homens;6167
1006;2914406;Iraquara;Chapada Diamantina;2010;total_homens;11244
1007;2914505;Irará;Portal do Sertão;2010;total_homens;13297
1008;2914604;Irecê;Irecê;2010;total_homens;32018
1009;2914653;Itabela;Costa do Descobrimento;2010;total_homens;14481
1010;2914703;Itaberaba;Piemonte do Paraguaçu;2010;total_homens;29935
1011;2914802;Itabuna;Litoral Sul;2010;total_homens;96936
1012;2914901;Itacaré;Litoral Sul;2010;total_homens;12697
1013;2915007;Itaeté;Chapada Diamantina;2010;total_homens;7513
1014;2915106;Itagi;Médio Rio de Contas;2010;total_homens;6588
1015;2915205;Itagibá;Médio Rio de Contas;2010;total_homens;7804
1016;2915304;Itagimirim;Costa do Descobrimento;2010;total_homens;3556
1017;2915353;Itaguaçu da Bahia;Irecê;2010;total_homens;6959
1018;2915403;Itaju do Colônia;Litoral Sul;2010;total_homens;3699
1019;2915502;Itajuípe;Litoral Sul;2010;total_homens;10452
1020;2915601;Itamaraju;Extremo Sul;2010;total_homens;31460
1021;2915700;Itamari;Médio Rio de Contas;2010;total_homens;4036
1022;2915809;Itambé;Médio Sudoeste da Bahia;2010;total_homens;11583
1023;2915908;Itanagra;Litoral Norte e Agreste Baiano;2010;total_homens;3885
1024;2916005;Itanhém;Extremo Sul;2010;total_homens;10295
1025;2916104;Itaparica;Metropolitano de Salvador;2010;total_homens;10166
1026;2916203;Itapé;Litoral Sul;2010;total_homens;5608
1027;2916302;Itapebi;Costa do Descobrimento;2010;total_homens;5260
1028;2916401;Itapetinga;Médio Sudoeste da Bahia;2010;total_homens;33449
1029;2916500;Itapicuru;Litoral Norte e Agreste Baiano;2010;total_homens;16467
1030;2916609;Itapitanga;Litoral Sul;2010;total_homens;5178
1031;2916708;Itaquara;Vale do Jiquiriçá;2010;total_homens;3842
1032;2916807;Itarantim;Médio Sudoeste da Bahia;2010;total_homens;9523
1033;2916856;Itatim;Piemonte do Paraguaçu;2010;total_homens;7252
1034;2916906;Itiruçu;Vale do Jiquiriçá;2010;total_homens;6241
1035;2917003;Itiúba;Sisal;2010;total_homens;18317
1036;2917102;Itororó;Médio Sudoeste da Bahia;2010;total_homens;9990
1037;2917201;Ituaçu;Sertão Produtivo;2010;total_homens;9031
1038;2917300;Ituberá;Baixo Sul;2010;total_homens;13388
1039;2917334;Iuiu;Sertão Produtivo;2010;total_homens;5646
1040;2917359;Jaborandi;Bacia do Rio Corrente;2010;total_homens;4660
1041;2917409;Jacaraci;Sudoeste Baiano;2010;total_homens;6926
1042;2917508;Jacobina;Piemonte da Diamantina;2010;total_homens;38328
1043;2917607;Jaguaquara;Vale do Jiquiriçá;2010;total_homens;25042
1044;2917706;Jaguarari;Piemonte Norte do Itapicuru;2010;total_homens;15438
1045;2917805;Jaguaripe;Baixo Sul;2010;total_homens;8449
1046;2917904;Jandaíra;Litoral Norte e Agreste Baiano;2010;total_homens;5309
1047;2918001;Jequié;Médio Rio de Contas;2010;total_homens;73612
1048;2918100;Jeremoabo;Semiárido Nordeste II;2010;total_homens;19018
1049;2918209;Jiquiriçá;Vale do Jiquiriçá;2010;total_homens;7155
1050;2918308;Jitaúna;Médio Rio de Contas;2010;total_homens;7124
1051;2918357;João Dourado;Irecê;2010;total_homens;11383
1052;2918407;Juazeiro;Sertão do São Francisco;2010;total_homens;97085
1053;2918456;Jucuruçu;Extremo Sul;2010;total_homens;5399
1054;2918506;Jussara;Irecê;2010;total_homens;7812
1055;2918555;Jussari;Litoral Sul;2010;total_homens;3280
1056;2918605;Jussiape;Chapada Diamantina;2010;total_homens;3907
1057;2918704;Lafayette Coutinho;Vale do Jiquiriçá;2010;total_homens;2030
1058;2919058;Lagedo do Tabocal;Vale do Jiquiriçá;2010;total_homens;4187
1059;2918753;Lagoa Real;Sertão Produtivo;2010;total_homens;7200
1060;2918803;Laje;Vale do Jiquiriçá;2010;total_homens;11286
1061;2918902;Lajedão;Extremo Sul;2010;total_homens;1837
1062;2919009;Lajedinho;Piemonte do Paraguaçu;2010;total_homens;2045
1063;2919108;Lamarão;Sisal;2010;total_homens;4761
1064;2919157;Lapão;Irecê;2010;total_homens;13083
1065;2919207;Lauro de Freitas;Metropolitano de Salvador;2010;total_homens;79276
1066;2919306;Lençóis;Chapada Diamantina;2010;total_homens;5210
1067;2919405;Licínio de Almeida;Sudoeste Baiano;2010;total_homens;6276
1068;2919504;Livramento de N. Senhora;Sertão Produtivo;2010;total_homens;21492
1069;2919553;Luís Eduardo Magalhães;Bacia do Rio Grande;2010;total_homens;31056
1070;2919603;Macajuba;Piemonte do Paraguaçu;2010;total_homens;5520
1071;2919702;Macarani;Médio Sudoeste da Bahia;2010;total_homens;8583
1072;2919801;Macaúbas;Bacia do Paramirim;2010;total_homens;23541
1073;2919900;Macururé;Itaparica;2010;total_homens;4001
1074;2919926;Madre de Deus;Metropolitano de Salvador;2010;total_homens;8377
1075;2919959;Maetinga;Sudoeste Baiano;2010;total_homens;3581
1076;2920007;Maiquinique;Médio Sudoeste da Bahia;2010;total_homens;4544
1077;2920106;Mairi;Bacia do Jacuípe;2010;total_homens;9555
1078;2920205;Malhada;Velho Chico;2010;total_homens;8285
1079;2920304;Malhada de Pedras;Sertão Produtivo;2010;total_homens;4322
1080;2920403;Manoel Vitorino;Médio Rio de Contas;2010;total_homens;7338
1081;2920452;Mansidão;Bacia do Rio Grande;2010;total_homens;6585
1082;2920502;Maracás;Vale do Jiquiriçá;2010;total_homens;12204
1083;2920601;Maragogipe;Recôncavo;2010;total_homens;21516
1084;2920700;Maraú;Litoral Sul;2010;total_homens;10076
1085;2920809;Marcionílio Souza;Chapada Diamantina;2010;total_homens;5298
1086;2920908;Mascote;Litoral Sul;2010;total_homens;7551
1087;2921005;Mata de São João;Litoral Norte e Agreste Baiano;2010;total_homens;19879
1088;2921054;Matina;Velho Chico;2010;total_homens;5674
1089;2921104;Medeiros Neto;Extremo Sul;2010;total_homens;11049
1090;2921203;Miguel Calmon;Piemonte da Diamantina;2010;total_homens;13197
1091;2921302;Milagres;Vale do Jiquiriçá;2010;total_homens;5003
1092;2921401;Mirangaba;Piemonte da Diamantina;2010;total_homens;8176
1093;2921450;Mirante;Sudoeste Baiano;2010;total_homens;5393
1094;2921500;Monte Santo;Sisal;2010;total_homens;26586
1095;2921609;Morpará;Velho Chico;2010;total_homens;4241
1096;2921708;Morro do Chapéu;Chapada Diamantina;2010;total_homens;17688
1097;2921807;Mortugaba;Sudoeste Baiano;2010;total_homens;6227
1098;2921906;Mucugê;Chapada Diamantina;2010;total_homens;5228
1099;2922003;Mucuri;Extremo Sul;2010;total_homens;18186
1100;2922052;Mulungu do Morro;Irecê;2010;total_homens;6175
1101;2922102;Mundo Novo;Piemonte do Paraguaçu;2010;total_homens;12365
1102;2922201;Muniz Ferreira;Recôncavo;2010;total_homens;3681
1103;2922250;Muquém do São Francisco;Velho Chico;2010;total_homens;5449
1104;2922300;Muritiba;Recôncavo;2010;total_homens;13726
1105;2922409;Mutuípe;Vale do Jiquiriçá;2010;total_homens;10597
1106;2922508;Nazaré;Recôncavo;2010;total_homens;13225
1107;2922607;Nilo Peçanha;Baixo Sul;2010;total_homens;6464
1108;2922656;Nordestina;Sisal;2010;total_homens;6407
1109;2922706;Nova Canaã;Médio Sudoeste da Bahia;2010;total_homens;8571
1110;2922730;Nova Fátima;Bacia do Jacuípe;2010;total_homens;3793
1111;2922755;Nova Ibiá;Médio Rio de Contas;2010;total_homens;3492
1112;2922805;Nova Itarana;Vale do Jiquiriçá;2010;total_homens;3771
1113;2922854;Nova Redenção;Chapada Diamantina;2010;total_homens;4069
1114;2922904;Nova Soure;Semiárido Nordeste II;2010;total_homens;12130
1115;2923001;Nova Viçosa;Extremo Sul;2010;total_homens;19418
1116;2923035;Novo Horizonte;Chapada Diamantina;2010;total_homens;5502
1117;2923050;Novo Triunfo;Semiárido Nordeste II;2010;total_homens;7533
1118;2923100;Olindina;Litoral Norte e Agreste Baiano;2010;total_homens;12290
1119;2923209;Oliveira dos Brejinhos;Velho Chico;2010;total_homens;11131
1120;2923308;Ouriçangas;Litoral Norte e Agreste Baiano;2010;total_homens;4217
1121;2923357;Ourolândia;Piemonte da Diamantina;2010;total_homens;8362
1122;2923407;Palmas de Monte Alto;Sertão Produtivo;2010;total_homens;10599
1123;2923506;Palmeiras;Chapada Diamantina;2010;total_homens;4174
1124;2923605;Paramirim;Bacia do Paramirim;2010;total_homens;10565
1125;2923704;Paratinga;Velho Chico;2010;total_homens;14930
1126;2923803;Paripiranga;Semiárido Nordeste II;2010;total_homens;13670
1127;2923902;Pau Brasil;Litoral Sul;2010;total_homens;5495
1128;2924009;Paulo Afonso;Itaparica;2010;total_homens;51970
1129;2924058;Pé de Serra;Bacia do Jacuípe;2010;total_homens;6817
1130;2924108;Pedrão;Litoral Norte e Agreste Baiano;2010;total_homens;3394
1131;2924207;Pedro Alexandre;Semiárido Nordeste II;2010;total_homens;8683
1132;2924306;Piatã;Chapada Diamantina;2010;total_homens;8734
1133;2924405;Pilão Arcado;Sertão do São Francisco;2010;total_homens;16683
1134;2924504;Pindaí;Sertão Produtivo;2010;total_homens;8017
1135;2924603;Pindobaçu;Piemonte Norte do Itapicuru;2010;total_homens;10329
1136;2924652;Pintadas;Bacia do Jacuípe;2010;total_homens;5198
1137;2924678;Piraí do Norte;Baixo Sul;2010;total_homens;5194
1138;2924702;Piripá;Sudoeste Baiano;2010;total_homens;6440
1139;2924801;Piritiba;Piemonte do Paraguaçu;2010;total_homens;11287
1140;2924900;Planaltino;Vale do Jiquiriçá;2010;total_homens;4574
1141;2925006;Planalto;Sudoeste Baiano;2010;total_homens;12092
1142;2925105;Poções;Sudoeste Baiano;2010;total_homens;21762
1143;2925204;Pojuca;Litoral Norte e Agreste Baiano;2010;total_homens;16078
1144;2925253;Ponto Novo;Piemonte Norte do Itapicuru;2010;total_homens;7924
1145;2925303;Porto Seguro;Costa do Descobrimento;2010;total_homens;63489
1146;2925402;Potiraguá;Médio Sudoeste da Bahia;2010;total_homens;5066
1147;2925501;Prado;Extremo Sul;2010;total_homens;13990
1148;2925600;Presidente Dutra;Irecê;2010;total_homens;6992
1149;2925709;Presidente Jânio Quadros;Sudoeste Baiano;2010;total_homens;6978
1150;2925758;Presidente Tancredo Neves;Baixo Sul;2010;total_homens;12212
1151;2925808;Queimadas;Sisal;2010;total_homens;12285
1152;2925907;Quijingue;Sisal;2010;total_homens;14011
1153;2925931;Quixabeira;Bacia do Jacuípe;2010;total_homens;4879
1154;2925956;Rafael Jambeiro;Piemonte do Paraguaçu;2010;total_homens;11136
1155;2926004;Remanso;Sertão do São Francisco;2010;total_homens;19451
1156;2926103;Retirolândia;Sisal;2010;total_homens;6025
1157;2926202;Riachão das Neves;Bacia do Rio Grande;2010;total_homens;11440
1158;2926301;Riachão do Jacuípe;Bacia do Jacuípe;2010;total_homens;16169
1159;2926400;Riacho de Santana;Velho Chico;2010;total_homens;15594
1160;2926509;Ribeira do Amparo;Semiárido Nordeste II;2010;total_homens;7234
1161;2926608;Ribeira do Pombal;Semiárido Nordeste II;2010;total_homens;23376
1162;2926657;Ribeirão do Largo;Sudoeste Baiano;2010;total_homens;4474
1163;2926707;Rio de Contas;Chapada Diamantina;2010;total_homens;6233
1164;2926806;Rio do Antônio;Sertão Produtivo;2010;total_homens;7441
1165;2926905;Rio do Pires;Bacia do Paramirim;2010;total_homens;5928
1166;2927002;Rio Real;Litoral Norte e Agreste Baiano;2010;total_homens;18654
1167;2927101;Rodelas;Itaparica;2010;total_homens;3835
1168;2927200;Ruy Barbosa;Piemonte do Paraguaçu;2010;total_homens;14549
1169;2927309;Salinas da Margarida;Metropolitano de Salvador;2010;total_homens;6554
1170;2927408;Salvador;Metropolitano de Salvador;2010;total_homens;1248897
1171;2927507;Santa Bárbara;Portal do Sertão;2010;total_homens;9300
1172;2927606;Santa Brígida;Semiárido Nordeste II;2010;total_homens;7715
1173;2927705;Santa Cruz Cabrália;Costa do Descobrimento;2010;total_homens;13331
1174;2927804;Santa Cruz da Vitória;Médio Sudoeste da Bahia;2010;total_homens;3422
1175;2927903;Santa Inês;Vale do Jiquiriçá;2010;total_homens;5135
1176;2928059;Santa Luzia;Litoral Sul;2010;total_homens;7051
1177;2928109;Santa Maria da Vitória;Bacia do Rio Corrente;2010;total_homens;20337
1178;2928406;Santa Rita de Cássia;Bacia do Rio Grande;2010;total_homens;13572
1179;2928505;Santa Terezinha;Piemonte do Paraguaçu;2010;total_homens;4822
1180;2928000;Santaluz;Sisal;2010;total_homens;16620
1181;2928208;Santana;Bacia do Rio Corrente;2010;total_homens;12551
1182;2928307;Santanópolis;Portal do Sertão;2010;total_homens;4246
1183;2928604;Santo Amaro;Recôncavo;2010;total_homens;27755
1184;2928703;Santo Antônio de Jesus;Recôncavo;2010;total_homens;42965
1185;2928802;Santo Estevão;Portal do Sertão;2010;total_homens;22906
1186;2928901;São Desidério;Bacia do Rio Grande;2010;total_homens;14530
1187;2928950;São Domingos;Sisal;2010;total_homens;4591
1188;2929107;São Felipe;Recôncavo;2010;total_homens;10083
1189;2929008;São Félix;Recôncavo;2010;total_homens;6882
1190;2929057;São Félix do Coribe;Bacia do Rio Corrente;2010;total_homens;6536
1191;2929206;São Francisco do Conde;Recôncavo;2010;total_homens;16203
1192;2929255;São Gabriel;Irecê;2010;total_homens;9449
1193;2929305;São Gonçalo dos Campos;Portal do Sertão;2010;total_homens;16019
1194;2929354;São José da Vitória;Litoral Sul;2010;total_homens;2902
1195;2929370;São José do Jacuípe;Bacia do Jacuípe;2010;total_homens;5094
1196;2929404;São Miguel das Matas;Vale do Jiquiriçá;2010;total_homens;5278
1197;2929503;São Sebastião do Passé;Recôncavo;2010;total_homens;20708
1198;2929602;Sapeaçu;Recôncavo;2010;total_homens;7978
1199;2929701;Sátiro Dias;Litoral Norte e Agreste Baiano;2010;total_homens;9567
1200;2929750;Saubara;Recôncavo;2010;total_homens;5482
1201;2929800;Saúde;Piemonte da Diamantina;2010;total_homens;5933
1202;2929909;Seabra;Chapada Diamantina;2010;total_homens;20685
1203;2930006;Sebastião Laranjeiras;Sertão Produtivo;2010;total_homens;5254
1204;2930105;Senhor do Bonfim;Piemonte Norte do Itapicuru;2010;total_homens;36020
1205;2930204;Sento Sé;Sertão do São Francisco;2010;total_homens;19277
1206;2930154;Serra do Ramalho;Velho Chico;2010;total_homens;16377
1207;2930303;Serra Dourada;Bacia do Rio Corrente;2010;total_homens;9243
1208;2930402;Serra Preta;Bacia do Jacuípe;2010;total_homens;7587
1209;2930501;Serrinha;Sisal;2010;total_homens;37680
1210;2930600;Serrolândia;Piemonte da Diamantina;2010;total_homens;6040
1211;2930709;Simões Filho;Metropolitano de Salvador;2010;total_homens;58013
1212;2930758;Sítio do Mato;Velho Chico;2010;total_homens;6265
1213;2930766;Sítio do Quinto;Semiárido Nordeste II;2010;total_homens;6282
1214;2930774;Sobradinho;Sertão do São Francisco;2010;total_homens;10799
1215;2930808;Souto Soares;Chapada Diamantina;2010;total_homens;8053
1216;2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;2010;total_homens;5939
1217;2931004;Tanhaçu;Sertão Produtivo;2010;total_homens;10071
1218;2931053;Tanque Novo;Bacia do Paramirim;2010;total_homens;8126
1219;2931103;Tanquinho;Portal do Sertão;2010;total_homens;3977
1220;2931202;Taperoá;Baixo Sul;2010;total_homens;9586
1221;2931301;Tapiramutá;Piemonte do Paraguaçu;2010;total_homens;8337
1222;2931350;Teixeira de Freitas;Extremo Sul;2010;total_homens;68077
1223;2931400;Teodoro Sampaio;Portal do Sertão;2010;total_homens;3856
1224;2931509;Teofilândia;Sisal;2010;total_homens;10801
1225;2931608;Teolândia;Baixo Sul;2010;total_homens;7725
1226;2931707;Terra Nova;Portal do Sertão;2010;total_homens;6221
1227;2931806;Tremedal;Sudoeste Baiano;2010;total_homens;8532
1228;2931905;Tucano;Sisal;2010;total_homens;26254
1229;2932002;Uauá;Sertão do São Francisco;2010;total_homens;12218
1230;2932101;Ubaíra;Vale do Jiquiriçá;2010;total_homens;10035
1231;2932200;Ubaitaba;Litoral Sul;2010;total_homens;10100
1232;2932309;Ubatã;Médio Rio de Contas;2010;total_homens;12488
1233;2932408;Uibaí;Irecê;2010;total_homens;6968
1234;2932457;Umburanas;Piemonte da Diamantina;2010;total_homens;8777
1235;2932507;Una;Litoral Sul;2010;total_homens;12557
1236;2932606;Urandi;Sertão Produtivo;2010;total_homens;8331
1237;2932705;Uruçuca;Litoral Sul;2010;total_homens;9857
1238;2932804;Utinga;Chapada Diamantina;2010;total_homens;8936
1239;2932903;Valença;Baixo Sul;2010;total_homens;43531
1240;2933000;Valente;Sisal;2010;total_homens;12152
1241;2933059;Várzea da Roça;Bacia do Jacuípe;2010;total_homens;6984
1242;2933109;Várzea do Poço;Bacia do Jacuípe;2010;total_homens;4355
1243;2933158;Várzea Nova;Piemonte da Diamantina;2010;total_homens;6622
1244;2933174;Varzedo;Recôncavo;2010;total_homens;4534
1245;2933208;Vera Cruz;Metropolitano de Salvador;2010;total_homens;18722
1246;2933257;Vereda;Extremo Sul;2010;total_homens;3564
1247;2933307;Vitória da Conquista;Sudoeste Baiano;2010;total_homens;147879
1248;2933406;Wagner;Chapada Diamantina;2010;total_homens;4498
1249;2933455;Wanderley;Bacia do Rio Grande;2010;total_homens;6496
1250;2933505;Wenceslau Guimarães;Baixo Sul;2010;total_homens;11475
1251;2933604;Xique-Xique;Irecê;2010;total_homens;22509
1252;2900108;Abaíra;Chapada Diamantina;1991;total_mulheres;4499
1253;2900207;Abaré;Itaparica;1991;total_mulheres;5860
1254;2900306;Acajutiba;Litoral Norte e Agreste Baiano;1991;total_mulheres;6514
1255;2900355;Adustina;Semiárido Nordeste II;1991;total_mulheres;6805
1256;2900405;Água Fria;Portal do Sertão;1991;total_mulheres;7094
1257;2900603;Aiquara;Médio Rio de Contas;1991;total_mulheres;3091
1258;2900702;Alagoinhas;Litoral Norte e Agreste Baiano;1991;total_mulheres;61018
1259;2900801;Alcobaça;Extremo Sul;1991;total_mulheres;7451
1260;2900900;Almadina;Litoral Sul;1991;total_mulheres;4839
1261;2901007;Amargosa;Vale do Jiquiriçá;1991;total_mulheres;14421
1262;2901106;Amélia Rodrigues;Portal do Sertão;1991;total_mulheres;11544
1263;2901155;América Dourada;Irecê;1991;total_mulheres;7881
1264;2901205;Anagé;Sudoeste Baiano;1991;total_mulheres;20692
1265;2901304;Andaraí;Chapada Diamantina;1991;total_mulheres;7075
1266;2901353;Andorinha;Piemonte Norte do Itapicuru;1991;total_mulheres;8215
1267;2901403;Angical;Bacia do Rio Grande;1991;total_mulheres;7620
1268;2901502;Anguera;Portal do Sertão;1991;total_mulheres;4092
1269;2901601;Antas;Semiárido Nordeste II;1991;total_mulheres;8551
1270;2901700;Antônio Cardoso;Portal do Sertão;1991;total_mulheres;5690
1271;2901809;Antônio Gonçalves;Piemonte Norte do Itapicuru;1991;total_mulheres;7065
1272;2901908;Aporá;Litoral Norte e Agreste Baiano;1991;total_mulheres;7761
1273;2901957;Apuarema;Médio Rio de Contas;1991;total_mulheres;3687
1274;2902054;Araçás;Litoral Norte e Agreste Baiano;1991;total_mulheres;4340
1275;2902005;Aracatu;Sudoeste Baiano;1991;total_mulheres;7619
1276;2902104;Araci;Sisal;1991;total_mulheres;22471
1277;2902203;Aramari;Litoral Norte e Agreste Baiano;1991;total_mulheres;3862
1278;2902252;Arataca;Litoral Sul;1991;total_mulheres;6503
1279;2902302;Aratuípe;Baixo Sul;1991;total_mulheres;3814
1280;2902401;Aurelino Leal;Litoral Sul;1991;total_mulheres;7636
1281;2902500;Baianópolis;Bacia do Rio Grande;1991;total_mulheres;6791
1282;2902609;Baixa Grande;Bacia do Jacuípe;1991;total_mulheres;10827
1283;2902658;Banzaê;Semiárido Nordeste II;1991;total_mulheres;5743
1284;2902708;Barra;Velho Chico;1991;total_mulheres;19627
1285;2902807;Barra da Estiva;Chapada Diamantina;1991;total_mulheres;8677
1286;2902906;Barra do Choça;Sudoeste Baiano;1991;total_mulheres;12308
1287;2903003;Barra do Mendes;Irecê;1991;total_mulheres;7218
1288;2903102;Barra do Rocha;Médio Rio de Contas;1991;total_mulheres;4570
1289;2903201;Barreiras;Bacia do Rio Grande;1991;total_mulheres;45862
1290;2903235;Barro Alto;Irecê;1991;total_mulheres;5986
1291;2903300;Barro Preto/Lomanto Junior;Litoral Sul;1991;total_mulheres;5135
1292;2903276;Barrocas;Sisal;1991;total_mulheres;
1293;2903409;Belmonte;Costa do Descobrimento;1991;total_mulheres;10879
1294;2903508;Belo Campo;Sudoeste Baiano;1991;total_mulheres;7101
1295;2903607;Biritinga;Sisal;1991;total_mulheres;7196
1296;2903706;Boa Nova;Médio Rio de Contas;1991;total_mulheres;6713
1297;2903805;Boa Vista do Tupim;Piemonte do Paraguaçu;1991;total_mulheres;8433
1298;2903904;Bom Jesus da Lapa;Velho Chico;1991;total_mulheres;24841
1299;2903953;Bom Jesus da Serra;Sudoeste Baiano;1991;total_mulheres;5127
1300;2904001;Boninal;Chapada Diamantina;1991;total_mulheres;6877
1301;2904050;Bonito;Chapada Diamantina;1991;total_mulheres;5536
1302;2904100;Boquira;Bacia do Paramirim;1991;total_mulheres;10001
1303;2904209;Botuporã;Bacia do Paramirim;1991;total_mulheres;5229
1304;2904308;Brejões;Vale do Jiquiriçá;1991;total_mulheres;6532
1305;2904407;Brejolândia;Bacia do Rio Corrente;1991;total_mulheres;5450
1306;2904506;Brotas de Macaúbas;Velho Chico;1991;total_mulheres;7146
1307;2904605;Brumado;Sertão Produtivo;1991;total_mulheres;29114
1308;2904704;Buerarema;Litoral Sul;1991;total_mulheres;10169
1309;2904753;Buritirama;Bacia do Rio Grande;1991;total_mulheres;6125
1310;2904803;Caatiba;Médio Sudoeste da Bahia;1991;total_mulheres;4738
1311;2904852;Cabaceiras do Paraguaçu;Recôncavo;1991;total_mulheres;7437
1312;2904902;Cachoeira;Recôncavo;1991;total_mulheres;14550
1313;2905008;Caculé;Sertão Produtivo;1991;total_mulheres;9116
1314;2905107;Caém;Piemonte da Diamantina;1991;total_mulheres;8539
1315;2905156;Caetanos;Sudoeste Baiano;1991;total_mulheres;5261
1316;2905206;Caetité;Sertão Produtivo;1991;total_mulheres;20515
1317;2905305;Cafarnaum;Irecê;1991;total_mulheres;6796
1318;2905404;Cairu;Baixo Sul;1991;total_mulheres;7141
1319;2905503;Caldeirão Grande;Piemonte Norte do Itapicuru;1991;total_mulheres;8037
1320;2905602;Camacan;Litoral Sul;1991;total_mulheres;18342
1321;2905701;Camaçari;Metropolitano de Salvador;1991;total_mulheres;56544
1322;2905800;Camamu;Baixo Sul;1991;total_mulheres;15733
1323;2905909;Campo Alegre de Lourdes;Sertão do São Francisco;1991;total_mulheres;13077
1324;2906006;Campo Formoso;Piemonte Norte do Itapicuru;1991;total_mulheres;31002
1325;2906105;Canápolis;Bacia do Rio Corrente;1991;total_mulheres;4637
1326;2906204;Canarana;Irecê;1991;total_mulheres;11103
1327;2906303;Canavieiras;Litoral Sul;1991;total_mulheres;16159
1328;2906402;Candeal;Sisal;1991;total_mulheres;5452
1329;2906501;Candeias;Metropolitano de Salvador;1991;total_mulheres;33988
1330;2906600;Candiba;Sertão Produtivo;1991;total_mulheres;6250
1331;2906709;Cândido Sales;Sudoeste Baiano;1991;total_mulheres;11695
1332;2906808;Cansanção;Sisal;1991;total_mulheres;15395
1333;2906824;Canudos;Sertão do São Francisco;1991;total_mulheres;6942
1334;2906857;Capela do Alto Alegre;Bacia do Jacuípe;1991;total_mulheres;8592
1335;2906873;Capim Grosso;Piemonte da Diamantina;1991;total_mulheres;9929
1336;2906899;Caraíbas;Sudoeste Baiano;1991;total_mulheres;8479
1337;2906907;Caravelas;Extremo Sul;1991;total_mulheres;9721
1338;2907004;Cardeal da Silva;Litoral Norte e Agreste Baiano;1991;total_mulheres;3137
1339;2907103;Carinhanha;Velho Chico;1991;total_mulheres;12518
1340;2907202;Casa Nova;Sertão do São Francisco;1991;total_mulheres;23100
1341;2907301;Castro Alves;Recôncavo;1991;total_mulheres;13932
1342;2907400;Catolândia;Bacia do Rio Grande;1991;total_mulheres;1599
1343;2907509;Catu;Litoral Norte e Agreste Baiano;1991;total_mulheres;21975
1344;2907558;Caturama;Bacia do Paramirim;1991;total_mulheres;4928
1345;2907608;Central;Irecê;1991;total_mulheres;7361
1346;2907707;Chorrochó;Itaparica;1991;total_mulheres;4987
1347;2907806;Cícero Dantas;Semiárido Nordeste II;1991;total_mulheres;14040
1348;2907905;Cipó;Semiárido Nordeste II;1991;total_mulheres;6366
1349;2908002;Coaraci;Litoral Sul;1991;total_mulheres;15470
1350;2908101;Côcos;Bacia do Rio Corrente;1991;total_mulheres;7897
1351;2908200;Conceição da Feira;Portal do Sertão;1991;total_mulheres;8308
1352;2908309;Conceição do Almeida;Recôncavo;1991;total_mulheres;9360
1353;2908408;Conceição do Coité;Sisal;1991;total_mulheres;26286
1354;2908507;Conceição do Jacuípe;Portal do Sertão;1991;total_mulheres;11680
1355;2908606;Conde;Litoral Norte e Agreste Baiano;1991;total_mulheres;8057
1356;2908705;Condeúba;Sudoeste Baiano;1991;total_mulheres;9168
1357;2908804;Contendas do Sincorá;Sertão Produtivo;1991;total_mulheres;2417
1358;2908903;Coração de Maria;Portal do Sertão;1991;total_mulheres;11172
1359;2909000;Cordeiros;Sudoeste Baiano;1991;total_mulheres;5313
1360;2909109;Coribe;Bacia do Rio Corrente;1991;total_mulheres;6936
1361;2909208;Coronel João Sá;Semiárido Nordeste II;1991;total_mulheres;8392
1362;2909307;Correntina;Bacia do Rio Corrente;1991;total_mulheres;14101
1363;2909406;Cotegipe;Bacia do Rio Grande;1991;total_mulheres;6105
1364;2909505;Cravolândia;Vale do Jiquiriçá;1991;total_mulheres;2382
1365;2909604;Crisópolis;Litoral Norte e Agreste Baiano;1991;total_mulheres;8343
1366;2909703;Cristópolis;Bacia do Rio Grande;1991;total_mulheres;6273
1367;2909802;Cruz das Almas;Recôncavo;1991;total_mulheres;24133
1368;2909901;Curaçá;Sertão do São Francisco;1991;total_mulheres;12199
1369;2910008;Dário Meira;Médio Rio de Contas;1991;total_mulheres;6515
1370;2910057;Dias D'Ávila;Metropolitano de Salvador;1991;total_mulheres;15376
1371;2910107;Dom Basílio;Sertão Produtivo;1991;total_mulheres;4814
1372;2910206;Dom Macedo Costa;Recôncavo;1991;total_mulheres;1979
1373;2910305;Elísio Medrado;Vale do Jiquiriçá;1991;total_mulheres;4000
1374;2910404;Encruzilhada;Sudoeste Baiano;1991;total_mulheres;10268
1375;2910503;Entre Rios;Litoral Norte e Agreste Baiano;1991;total_mulheres;14024
1376;2900504;Érico Cardoso;Bacia do Paramirim;1991;total_mulheres;3681
1377;2910602;Esplanada;Litoral Norte e Agreste Baiano;1991;total_mulheres;11725
1378;2910701;Euclides da Cunha;Semiárido Nordeste II;1991;total_mulheres;25953
1379;2910727;Eunápolis;Costa do Descobrimento;1991;total_mulheres;35739
1380;2910750;Fátima;Semiárido Nordeste II;1991;total_mulheres;8813
1381;2910776;Feira da Mata;Velho Chico;1991;total_mulheres;3129
1382;2910800;Feira de Santana;Portal do Sertão;1991;total_mulheres;212552
1383;2910859;Filadélfia;Piemonte Norte do Itapicuru;1991;total_mulheres;8423
1384;2910909;Firmino Alves;Médio Sudoeste da Bahia;1991;total_mulheres;2759
1385;2911006;Floresta Azul;Litoral Sul;1991;total_mulheres;6878
1386;2911105;Formosa do Rio Preto;Bacia do Rio Grande;1991;total_mulheres;7590
