;Codigo.do.Municipio;Municipios;Territorios.de.Identidade;Ano;genero;total_genero
123;2910404;Encruzilhada;Sudoeste Baiano;1991;total_homens;11094
124;2910503;Entre Rios;Litoral Norte e Agreste Baiano;1991;total_homens;13694
125;2900504;Érico Cardoso;Bacia do Paramirim;1991;total_homens;3626
126;2910602;Esplanada;Litoral Norte e Agreste Baiano;1991;total_homens;11480
127;2910701;Euclides da Cunha;Semiárido Nordeste II;1991;total_homens;25859
128;2910727;Eunápolis;Costa do Descobrimento;1991;total_homens;34806
129;2910750;Fátima;Semiárido Nordeste II;1991;total_homens;8870
130;2910776;Feira da Mata;Velho Chico;1991;total_homens;3214
131;2910800;Feira de Santana;Portal do Sertão;1991;total_homens;193895
132;2910859;Filadélfia;Piemonte Norte do Itapicuru;1991;total_homens;8571
133;2910909;Firmino Alves;Médio Sudoeste da Bahia;1991;total_homens;2764
134;2911006;Floresta Azul;Litoral Sul;1991;total_homens;7062
135;2911105;Formosa do Rio Preto;Bacia do Rio Grande;1991;total_homens;7828
136;2911204;Gandu;Baixo Sul;1991;total_homens;13143
137;2911253;Gavião;Bacia do Jacuípe;1991;total_homens;3580
138;2911303;Gentio do Ouro;Irecê;1991;total_homens;5731
139;2911402;Glória;Itaparica;1991;total_homens;6268
140;2911501;Gongogi;Médio Rio de Contas;1991;total_homens;4617
141;2911600;Governador Mangabeira;Recôncavo;1991;total_homens;8644
142;2911659;Guajeru;Sudoeste Baiano;1991;total_homens;4167
143;2911709;Guanambi;Sertão Produtivo;1991;total_homens;32138
144;2911808;Guaratinga;Costa do Descobrimento;1991;total_homens;13101
145;2911857;Heliópolis;Semiárido Nordeste II;1991;total_homens;5729
146;2911907;Iaçu;Piemonte do Paraguaçu;1991;total_homens;12942
147;2912004;Ibiassucê;Sertão Produtivo;1991;total_homens;6023
148;2912103;Ibicaraí;Litoral Sul;1991;total_homens;15150
149;2912202;Ibicoara;Chapada Diamantina;1991;total_homens;4333
150;2912301;Ibicuí;Médio Sudoeste da Bahia;1991;total_homens;8125
151;2912400;Ibipeba;Irecê;1991;total_homens;8974
152;2912509;Ibipitanga;Bacia do Paramirim;1991;total_homens;6485
153;2912608;Ibiquera;Piemonte do Paraguaçu;1991;total_homens;2891
154;2912707;Ibirapitanga;Baixo Sul;1991;total_homens;13746
155;2912806;Ibirapoã;Extremo Sul;1991;total_homens;4221
156;2912905;Ibirataia;Médio Rio de Contas;1991;total_homens;11356
157;2913002;Ibitiara;Chapada Diamantina;1991;total_homens;8360
158;2913101;Ibititá;Irecê;1991;total_homens;8838
159;2913200;Ibotirama;Velho Chico;1991;total_homens;11771
160;2913309;Ichu;Sisal;1991;total_homens;4313
161;2913408;Igaporã;Velho Chico;1991;total_homens;7021
162;2913457;Igrapiúna;Baixo Sul;1991;total_homens;6722
163;2913507;Iguaí;Médio Sudoeste da Bahia;1991;total_homens;11849
164;2913606;Ilhéus;Litoral Sul;1991;total_homens;112891
165;2913705;Inhambupe;Litoral Norte e Agreste Baiano;1991;total_homens;12854
166;2913804;Ipecaetá;Portal do Sertão;1991;total_homens;7978
167;2913903;Ipiaú;Médio Rio de Contas;1991;total_homens;22415
168;2914000;Ipirá;Bacia do Jacuípe;1991;total_homens;31003
169;2914109;Ipupiara;Irecê;1991;total_homens;4059
170;2914208;Irajuba;Vale do Jiquiriçá;1991;total_homens;3282
171;2914307;Iramaia;Chapada Diamantina;1991;total_homens;8731
172;2914406;Iraquara;Chapada Diamantina;1991;total_homens;8442
173;2914505;Irará;Portal do Sertão;1991;total_homens;11710
174;2914604;Irecê;Irecê;1991;total_homens;24876
175;2914653;Itabela;Costa do Descobrimento;1991;total_homens;10670
176;2914703;Itaberaba;Piemonte do Paraguaçu;1991;total_homens;25899
177;2914802;Itabuna;Litoral Sul;1991;total_homens;88661
178;2914901;Itacaré;Litoral Sul;1991;total_homens;9815
179;2915007;Itaeté;Chapada Diamantina;1991;total_homens;7142
180;2915106;Itagi;Médio Rio de Contas;1991;total_homens;7330
181;2915205;Itagibá;Médio Rio de Contas;1991;total_homens;10318
182;2915304;Itagimirim;Costa do Descobrimento;1991;total_homens;4008
183;2915353;Itaguaçu da Bahia;Irecê;1991;total_homens;8998
184;2915403;Itaju do Colônia;Litoral Sul;1991;total_homens;5038
185;2915502;Itajuípe;Litoral Sul;1991;total_homens;12639
186;2915601;Itamaraju;Extremo Sul;1991;total_homens;32346
187;2915700;Itamari;Médio Rio de Contas;1991;total_homens;4639
188;2915809;Itambé;Médio Sudoeste da Bahia;1991;total_homens;11986
189;2915908;Itanagra;Litoral Norte e Agreste Baiano;1991;total_homens;2868
190;2916005;Itanhém;Extremo Sul;1991;total_homens;11846
191;2916104;Itaparica;Metropolitano de Salvador;1991;total_homens;7392
192;2916203;Itapé;Litoral Sul;1991;total_homens;7806
193;2916302;Itapebi;Costa do Descobrimento;1991;total_homens;5783
194;2916401;Itapetinga;Médio Sudoeste da Bahia;1991;total_homens;26067
195;2916500;Itapicuru;Litoral Norte e Agreste Baiano;1991;total_homens;12577
196;2916609;Itapitanga;Litoral Sul;1991;total_homens;5361
197;2916708;Itaquara;Vale do Jiquiriçá;1991;total_homens;3662
198;2916807;Itarantim;Médio Sudoeste da Bahia;1991;total_homens;8832
199;2916856;Itatim;Piemonte do Paraguaçu;1991;total_homens;4963
200;2916906;Itiruçu;Vale do Jiquiriçá;1991;total_homens;6236
201;2917003;Itiúba;Sisal;1991;total_homens;17199
202;2917102;Itororó;Médio Sudoeste da Bahia;1991;total_homens;10316
203;2917201;Ituaçu;Sertão Produtivo;1991;total_homens;7801
204;2917300;Ituberá;Baixo Sul;1991;total_homens;10332
205;2917334;Iuiu;Sertão Produtivo;1991;total_homens;5541
206;2917359;Jaborandi;Bacia do Rio Corrente;1991;total_homens;5951
207;2917409;Jacaraci;Sudoeste Baiano;1991;total_homens;6972
208;2917508;Jacobina;Piemonte da Diamantina;1991;total_homens;37113
209;2917607;Jaguaquara;Vale do Jiquiriçá;1991;total_homens;19371
210;2917706;Jaguarari;Piemonte Norte do Itapicuru;1991;total_homens;15632
211;2917805;Jaguaripe;Baixo Sul;1991;total_homens;7058
212;2917904;Jandaíra;Litoral Norte e Agreste Baiano;1991;total_homens;4242
213;2918001;Jequié;Médio Rio de Contas;1991;total_homens;70092
214;2918100;Jeremoabo;Semiárido Nordeste II;1991;total_homens;19350
215;2918209;Jiquiriçá;Vale do Jiquiriçá;1991;total_homens;5950
216;2918308;Jitaúna;Médio Rio de Contas;1991;total_homens;10569
217;2918357;João Dourado;Irecê;1991;total_homens;9703
218;2918407;Juazeiro;Sertão do São Francisco;1991;total_homens;63223
219;2918456;Jucuruçu;Extremo Sul;1991;total_homens;8434
220;2918506;Jussara;Irecê;1991;total_homens;7150
221;2918555;Jussari;Litoral Sul;1991;total_homens;4489
222;2918605;Jussiape;Chapada Diamantina;1991;total_homens;4960
223;2918704;Lafayette Coutinho;Vale do Jiquiriçá;1991;total_homens;2636
224;2919058;Lagedo do Tabocal;Vale do Jiquiriçá;1991;total_homens;3356
225;2918753;Lagoa Real;Sertão Produtivo;1991;total_homens;5657
226;2918803;Laje;Vale do Jiquiriçá;1991;total_homens;9284
227;2918902;Lajedão;Extremo Sul;1991;total_homens;1995
228;2919009;Lajedinho;Piemonte do Paraguaçu;1991;total_homens;3233
229;2919108;Lamarão;Sisal;1991;total_homens;5115
230;2919157;Lapão;Irecê;1991;total_homens;10636
231;2919207;Lauro de Freitas;Metropolitano de Salvador;1991;total_homens;34330
232;2919306;Lençóis;Chapada Diamantina;1991;total_homens;3763
233;2919405;Licínio de Almeida;Sudoeste Baiano;1991;total_homens;7120
234;2919504;Livramento de N. Senhora;Sertão Produtivo;1991;total_homens;17208
235;2919553;Luís Eduardo Magalhães;Bacia do Rio Grande;1991;total_homens;
236;2919603;Macajuba;Piemonte do Paraguaçu;1991;total_homens;5209
237;2919702;Macarani;Médio Sudoeste da Bahia;1991;total_homens;7092
238;2919801;Macaúbas;Bacia do Paramirim;1991;total_homens;16920
239;2919900;Macururé;Itaparica;1991;total_homens;3269
240;2919926;Madre de Deus;Metropolitano de Salvador;1991;total_homens;4656
241;2919959;Maetinga;Sudoeste Baiano;1991;total_homens;5225
242;2920007;Maiquinique;Médio Sudoeste da Bahia;1991;total_homens;4052
243;2920106;Mairi;Bacia do Jacuípe;1991;total_homens;10109
244;2920205;Malhada;Velho Chico;1991;total_homens;7753
245;2920304;Malhada de Pedras;Sertão Produtivo;1991;total_homens;3760
246;2920403;Manoel Vitorino;Médio Rio de Contas;1991;total_homens;8494
247;2920452;Mansidão;Bacia do Rio Grande;1991;total_homens;5351
248;2920502;Maracás;Vale do Jiquiriçá;1991;total_homens;13665
249;2920601;Maragogipe;Recôncavo;1991;total_homens;19412
250;2920700;Maraú;Litoral Sul;1991;total_homens;9314
251;2920809;Marcionílio Souza;Chapada Diamantina;1991;total_homens;7116
252;2920908;Mascote;Litoral Sul;1991;total_homens;10421
253;2921005;Mata de São João;Litoral Norte e Agreste Baiano;1991;total_homens;15340
254;2921054;Matina;Velho Chico;1991;total_homens;4558
255;2921104;Medeiros Neto;Extremo Sul;1991;total_homens;11620
256;2921203;Miguel Calmon;Piemonte da Diamantina;1991;total_homens;12583
257;2921302;Milagres;Vale do Jiquiriçá;1991;total_homens;4572
258;2921401;Mirangaba;Piemonte da Diamantina;1991;total_homens;7227
259;2921450;Mirante;Sudoeste Baiano;1991;total_homens;4172
260;2921500;Monte Santo;Sisal;1991;total_homens;25788
261;2921609;Morpará;Velho Chico;1991;total_homens;3808
262;2921708;Morro do Chapéu;Chapada Diamantina;1991;total_homens;15915
263;2921807;Mortugaba;Sudoeste Baiano;1991;total_homens;6340
264;2921906;Mucugê;Chapada Diamantina;1991;total_homens;5020
265;2922003;Mucuri;Extremo Sul;1991;total_homens;9181
266;2922052;Mulungu do Morro;Irecê;1991;total_homens;6800
267;2922102;Mundo Novo;Piemonte do Paraguaçu;1991;total_homens;15072
268;2922201;Muniz Ferreira;Recôncavo;1991;total_homens;3209
269;2922250;Muquém do São Francisco;Velho Chico;1991;total_homens;4309
270;2922300;Muritiba;Recôncavo;1991;total_homens;11740
271;2922409;Mutuípe;Vale do Jiquiriçá;1991;total_homens;10138
272;2922508;Nazaré;Recôncavo;1991;total_homens;12537
273;2922607;Nilo Peçanha;Baixo Sul;1991;total_homens;6345
274;2922656;Nordestina;Sisal;1991;total_homens;4815
275;2922706;Nova Canaã;Médio Sudoeste da Bahia;1991;total_homens;7181
276;2922730;Nova Fátima;Bacia do Jacuípe;1991;total_homens;5186
277;2922755;Nova Ibiá;Médio Rio de Contas;1991;total_homens;5424
278;2922805;Nova Itarana;Vale do Jiquiriçá;1991;total_homens;3317
279;2922854;Nova Redenção;Chapada Diamantina;1991;total_homens;5123
280;2922904;Nova Soure;Semiárido Nordeste II;1991;total_homens;12249
281;2923001;Nova Viçosa;Extremo Sul;1991;total_homens;12969
282;2923035;Novo Horizonte;Chapada Diamantina;1991;total_homens;5059
283;2923050;Novo Triunfo;Semiárido Nordeste II;1991;total_homens;5464
284;2923100;Olindina;Litoral Norte e Agreste Baiano;1991;total_homens;10681
285;2923209;Oliveira dos Brejinhos;Velho Chico;1991;total_homens;10674
286;2923308;Ouriçangas;Litoral Norte e Agreste Baiano;1991;total_homens;3571
287;2923357;Ourolândia;Piemonte da Diamantina;1991;total_homens;6305
288;2923407;Palmas de Monte Alto;Sertão Produtivo;1991;total_homens;10388
289;2923506;Palmeiras;Chapada Diamantina;1991;total_homens;3465
290;2923605;Paramirim;Bacia do Paramirim;1991;total_homens;11220
291;2923704;Paratinga;Velho Chico;1991;total_homens;12166
292;2923803;Paripiranga;Semiárido Nordeste II;1991;total_homens;12754
293;2923902;Pau Brasil;Litoral Sul;1991;total_homens;8420
294;2924009;Paulo Afonso;Itaparica;1991;total_homens;41846
295;2924058;Pé de Serra;Bacia do Jacuípe;1991;total_homens;8581
296;2924108;Pedrão;Litoral Norte e Agreste Baiano;1991;total_homens;3424
297;2924207;Pedro Alexandre;Semiárido Nordeste II;1991;total_homens;7480
298;2924306;Piatã;Chapada Diamantina;1991;total_homens;8771
299;2924405;Pilão Arcado;Sertão do São Francisco;1991;total_homens;15909
300;2924504;Pindaí;Sertão Produtivo;1991;total_homens;8412
301;2924603;Pindobaçu;Piemonte Norte do Itapicuru;1991;total_homens;12192
302;2924652;Pintadas;Bacia do Jacuípe;1991;total_homens;5149
303;2924678;Piraí do Norte;Baixo Sul;1991;total_homens;7167
304;2924702;Piripá;Sudoeste Baiano;1991;total_homens;5217
305;2924801;Piritiba;Piemonte do Paraguaçu;1991;total_homens;11996
306;2924900;Planaltino;Vale do Jiquiriçá;1991;total_homens;5313
307;2925006;Planalto;Sudoeste Baiano;1991;total_homens;11698
308;2925105;Poções;Sudoeste Baiano;1991;total_homens;18612
309;2925204;Pojuca;Litoral Norte e Agreste Baiano;1991;total_homens;11123
310;2925253;Ponto Novo;Piemonte Norte do Itapicuru;1991;total_homens;8741
311;2925303;Porto Seguro;Costa do Descobrimento;1991;total_homens;17732
312;2925402;Potiraguá;Médio Sudoeste da Bahia;1991;total_homens;5298
313;2925501;Prado;Extremo Sul;1991;total_homens;11546
314;2925600;Presidente Dutra;Irecê;1991;total_homens;7034
315;2925709;Presidente Jânio Quadros;Sudoeste Baiano;1991;total_homens;7126
316;2925758;Presidente Tancredo Neves;Baixo Sul;1991;total_homens;9625
317;2925808;Queimadas;Sisal;1991;total_homens;11441
318;2925907;Quijingue;Sisal;1991;total_homens;12373
319;2925931;Quixabeira;Bacia do Jacuípe;1991;total_homens;7029
320;2925956;Rafael Jambeiro;Piemonte do Paraguaçu;1991;total_homens;11033
321;2926004;Remanso;Sertão do São Francisco;1991;total_homens;17056
322;2926103;Retirolândia;Sisal;1991;total_homens;5620
323;2926202;Riachão das Neves;Bacia do Rio Grande;1991;total_homens;10445
324;2926301;Riachão do Jacuípe;Bacia do Jacuípe;1991;total_homens;18567
325;2926400;Riacho de Santana;Velho Chico;1991;total_homens;13706
326;2926509;Ribeira do Amparo;Semiárido Nordeste II;1991;total_homens;7126
327;2926608;Ribeira do Pombal;Semiárido Nordeste II;1991;total_homens;20848
328;2926657;Ribeirão do Largo;Sudoeste Baiano;1991;total_homens;5732
329;2926707;Rio de Contas;Chapada Diamantina;1991;total_homens;6787
330;2926806;Rio do Antônio;Sertão Produtivo;1991;total_homens;6607
331;2926905;Rio do Pires;Bacia do Paramirim;1991;total_homens;5835
332;2927002;Rio Real;Litoral Norte e Agreste Baiano;1991;total_homens;13918
333;2927101;Rodelas;Itaparica;1991;total_homens;2107
334;2927200;Ruy Barbosa;Piemonte do Paraguaçu;1991;total_homens;14787
335;2927309;Salinas da Margarida;Metropolitano de Salvador;1991;total_homens;4404
336;2927408;Salvador;Metropolitano de Salvador;1991;total_homens;977259
337;2927507;Santa Bárbara;Portal do Sertão;1991;total_homens;8263
338;2927606;Santa Brígida;Semiárido Nordeste II;1991;total_homens;6597
339;2927705;Santa Cruz Cabrália;Costa do Descobrimento;1991;total_homens;3421
340;2927804;Santa Cruz da Vitória;Médio Sudoeste da Bahia;1991;total_homens;3410
341;2927903;Santa Inês;Vale do Jiquiriçá;1991;total_homens;4808
342;2928059;Santa Luzia;Litoral Sul;1991;total_homens;8630
343;2928109;Santa Maria da Vitória;Bacia do Rio Corrente;1991;total_homens;20674
344;2928406;Santa Rita de Cássia;Bacia do Rio Grande;1991;total_homens;11861
345;2928505;Santa Terezinha;Piemonte do Paraguaçu;1991;total_homens;4430
346;2928000;Santaluz;Sisal;1991;total_homens;15446
347;2928208;Santana;Bacia do Rio Corrente;1991;total_homens;12496
348;2928307;Santanópolis;Portal do Sertão;1991;total_homens;4532
349;2928604;Santo Amaro;Recôncavo;1991;total_homens;26630
350;2928703;Santo Antônio de Jesus;Recôncavo;1991;total_homens;30566
351;2928802;Santo Estevão;Portal do Sertão;1991;total_homens;17737
352;2928901;São Desidério;Bacia do Rio Grande;1991;total_homens;9696
353;2928950;São Domingos;Sisal;1991;total_homens;5182
354;2929107;São Felipe;Recôncavo;1991;total_homens;10249
355;2929008;São Félix;Recôncavo;1991;total_homens;5995
356;2929057;São Félix do Coribe;Bacia do Rio Corrente;1991;total_homens;6029
357;2929206;São Francisco do Conde;Recôncavo;1991;total_homens;10196
358;2929255;São Gabriel;Irecê;1991;total_homens;9224
359;2929305;São Gonçalo dos Campos;Portal do Sertão;1991;total_homens;11809
360;2929354;São José da Vitória;Litoral Sul;1991;total_homens;4510
361;2929370;São José do Jacuípe;Bacia do Jacuípe;1991;total_homens;7130
362;2929404;São Miguel das Matas;Vale do Jiquiriçá;1991;total_homens;4694
363;2929503;São Sebastião do Passé;Recôncavo;1991;total_homens;18365
364;2929602;Sapeaçu;Recôncavo;1991;total_homens;7351
365;2929701;Sátiro Dias;Litoral Norte e Agreste Baiano;1991;total_homens;6773
366;2929750;Saubara;Recôncavo;1991;total_homens;3954
367;2929800;Saúde;Piemonte da Diamantina;1991;total_homens;5633
368;2929909;Seabra;Chapada Diamantina;1991;total_homens;18839
369;2930006;Sebastião Laranjeiras;Sertão Produtivo;1991;total_homens;4662
370;2930105;Senhor do Bonfim;Piemonte Norte do Itapicuru;1991;total_homens;40995
371;2930204;Sento Sé;Sertão do São Francisco;1991;total_homens;14667
372;2930154;Serra do Ramalho;Velho Chico;1991;total_homens;17227
373;2930303;Serra Dourada;Bacia do Rio Corrente;1991;total_homens;9025
374;2930402;Serra Preta;Bacia do Jacuípe;1991;total_homens;8770
375;2930501;Serrinha;Sisal;1991;total_homens;37388
376;2930600;Serrolândia;Piemonte da Diamantina;1991;total_homens;5788
377;2930709;Simões Filho;Metropolitano de Salvador;1991;total_homens;36461
378;2930758;Sítio do Mato;Velho Chico;1991;total_homens;4337
379;2930766;Sítio do Quinto;Semiárido Nordeste II;1991;total_homens;6016
380;2930774;Sobradinho;Sertão do São Francisco;1991;total_homens;10423
381;2930808;Souto Soares;Chapada Diamantina;1991;total_homens;9420
382;2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;1991;total_homens;5690
383;2931004;Tanhaçu;Sertão Produtivo;1991;total_homens;9169
384;2931053;Tanque Novo;Bacia do Paramirim;1991;total_homens;6323
385;2931103;Tanquinho;Portal do Sertão;1991;total_homens;5175
386;2931202;Taperoá;Baixo Sul;1991;total_homens;8615
387;2931301;Tapiramutá;Piemonte do Paraguaçu;1991;total_homens;6904
388;2931350;Teixeira de Freitas;Extremo Sul;1991;total_homens;42818
389;2931400;Teodoro Sampaio;Portal do Sertão;1991;total_homens;4752
390;2931509;Teofilândia;Sisal;1991;total_homens;10975
391;2931608;Teolândia;Baixo Sul;1991;total_homens;6412
392;2931707;Terra Nova;Portal do Sertão;1991;total_homens;5948
393;2931806;Tremedal;Sudoeste Baiano;1991;total_homens;10496
394;2931905;Tucano;Sisal;1991;total_homens;23394
395;2932002;Uauá;Sertão do São Francisco;1991;total_homens;12084
396;2932101;Ubaíra;Vale do Jiquiriçá;1991;total_homens;10615
397;2932200;Ubaitaba;Litoral Sul;1991;total_homens;10412
398;2932309;Ubatã;Médio Rio de Contas;1991;total_homens;12969
399;2932408;Uibaí;Irecê;1991;total_homens;6994
400;2932457;Umburanas;Piemonte da Diamantina;1991;total_homens;5953
401;2932507;Una;Litoral Sul;1991;total_homens;12378
402;2932606;Urandi;Sertão Produtivo;1991;total_homens;8044
403;2932705;Uruçuca;Litoral Sul;1991;total_homens;16242
404;2932804;Utinga;Chapada Diamantina;1991;total_homens;8553
405;2932903;Valença;Baixo Sul;1991;total_homens;33135
406;2933000;Valente;Sisal;1991;total_homens;8834
407;2933059;Várzea da Roça;Bacia do Jacuípe;1991;total_homens;6788
408;2933109;Várzea do Poço;Bacia do Jacuípe;1991;total_homens;4770
409;2933158;Várzea Nova;Piemonte da Diamantina;1991;total_homens;8747
410;2933174;Varzedo;Recôncavo;1991;total_homens;4423
411;2933208;Vera Cruz;Metropolitano de Salvador;1991;total_homens;11246
412;2933257;Vereda;Extremo Sul;1991;total_homens;4635
413;2933307;Vitória da Conquista;Sudoeste Baiano;1991;total_homens;109007
414;2933406;Wagner;Chapada Diamantina;1991;total_homens;3974
415;2933455;Wanderley;Bacia do Rio Grande;1991;total_homens;7009
416;2933505;Wenceslau Guimarães;Baixo Sul;1991;total_homens;8906
417;2933604;Xique-Xique;Irecê;1991;total_homens;19983
418;2900108;Abaíra;Chapada Diamantina;2000;total_homens;4498
419;2900207;Abaré;Itaparica;2000;total_homens;6805
420;2900306;Acajutiba;Litoral Norte e Agreste Baiano;2000;total_homens;7104
421;2900355;Adustina;Semiárido Nordeste II;2000;total_homens;7255
422;2900405;Água Fria;Portal do Sertão;2000;total_homens;7414
423;2900603;Aiquara;Médio Rio de Contas;2000;total_homens;2775
424;2900702;Alagoinhas;Litoral Norte e Agreste Baiano;2000;total_homens;62068
425;2900801;Alcobaça;Extremo Sul;2000;total_homens;10677
426;2900900;Almadina;Litoral Sul;2000;total_homens;4014
427;2901007;Amargosa;Vale do Jiquiriçá;2000;total_homens;15147
428;2901106;Amélia Rodrigues;Portal do Sertão;2000;total_homens;11882
429;2901155;América Dourada;Irecê;2000;total_homens;8165
430;2901205;Anagé;Sudoeste Baiano;2000;total_homens;15963
431;2901304;Andaraí;Chapada Diamantina;2000;total_homens;7079
432;2901353;Andorinha;Piemonte Norte do Itapicuru;2000;total_homens;8183
433;2901403;Angical;Bacia do Rio Grande;2000;total_homens;7870
434;2901502;Anguera;Portal do Sertão;2000;total_homens;4297
435;2901601;Antas;Semiárido Nordeste II;2000;total_homens;7007
436;2901700;Antônio Cardoso;Portal do Sertão;2000;total_homens;5819
437;2901809;Antônio Gonçalves;Piemonte Norte do Itapicuru;2000;total_homens;4905
438;2901908;Aporá;Litoral Norte e Agreste Baiano;2000;total_homens;8544
439;2901957;Apuarema;Médio Rio de Contas;2000;total_homens;3943
440;2902054;Araçás;Litoral Norte e Agreste Baiano;2000;total_homens;5565
441;2902005;Aracatu;Sudoeste Baiano;2000;total_homens;7911
442;2902104;Araci;Sisal;2000;total_homens;24101
443;2902203;Aramari;Litoral Norte e Agreste Baiano;2000;total_homens;4617
444;2902252;Arataca;Litoral Sul;2000;total_homens;6062
445;2902302;Aratuípe;Baixo Sul;2000;total_homens;4308
446;2902401;Aurelino Leal;Litoral Sul;2000;total_homens;8681
447;2902500;Baianópolis;Bacia do Rio Grande;2000;total_homens;6258
448;2902609;Baixa Grande;Bacia do Jacuípe;2000;total_homens;10222
449;2902658;Banzaê;Semiárido Nordeste II;2000;total_homens;5666
450;2902708;Barra;Velho Chico;2000;total_homens;22599
451;2902807;Barra da Estiva;Chapada Diamantina;2000;total_homens;12279
452;2902906;Barra do Choça;Sudoeste Baiano;2000;total_homens;20736
453;2903003;Barra do Mendes;Irecê;2000;total_homens;6779
454;2903102;Barra do Rocha;Médio Rio de Contas;2000;total_homens;4302
455;2903201;Barreiras;Bacia do Rio Grande;2000;total_homens;66177
456;2903235;Barro Alto;Irecê;2000;total_homens;6177
457;2903300;Barro Preto/Lomanto Junior;Litoral Sul;2000;total_homens;4478
458;2903276;Barrocas;Sisal;2000;total_homens;
459;2903409;Belmonte;Costa do Descobrimento;2000;total_homens;10172
460;2903508;Belo Campo;Sudoeste Baiano;2000;total_homens;9001
461;2903607;Biritinga;Sisal;2000;total_homens;7537
462;2903706;Boa Nova;Médio Rio de Contas;2000;total_homens;10515
463;2903805;Boa Vista do Tupim;Piemonte do Paraguaçu;2000;total_homens;9412
464;2903904;Bom Jesus da Lapa;Velho Chico;2000;total_homens;27168
465;2903953;Bom Jesus da Serra;Sudoeste Baiano;2000;total_homens;5347
466;2904001;Boninal;Chapada Diamantina;2000;total_homens;6105
467;2904050;Bonito;Chapada Diamantina;2000;total_homens;6551
468;2904100;Boquira;Bacia do Paramirim;2000;total_homens;10893
469;2904209;Botuporã;Bacia do Paramirim;2000;total_homens;5756
470;2904308;Brejões;Vale do Jiquiriçá;2000;total_homens;7655
471;2904407;Brejolândia;Bacia do Rio Corrente;2000;total_homens;4539
472;2904506;Brotas de Macaúbas;Velho Chico;2000;total_homens;6579
473;2904605;Brumado;Sertão Produtivo;2000;total_homens;30427
474;2904704;Buerarema;Litoral Sul;2000;total_homens;9591
475;2904753;Buritirama;Bacia do Rio Grande;2000;total_homens;9292
476;2904803;Caatiba;Médio Sudoeste da Bahia;2000;total_homens;7877
477;2904852;Cabaceiras do Paraguaçu;Recôncavo;2000;total_homens;7703
478;2904902;Cachoeira;Recôncavo;2000;total_homens;14885
479;2905008;Caculé;Sertão Produtivo;2000;total_homens;10168
480;2905107;Caém;Piemonte da Diamantina;2000;total_homens;6339
481;2905156;Caetanos;Sudoeste Baiano;2000;total_homens;6756
482;2905206;Caetité;Sertão Produtivo;2000;total_homens;22269
483;2905305;Cafarnaum;Irecê;2000;total_homens;8217
484;2905404;Cairu;Baixo Sul;2000;total_homens;5873
485;2905503;Caldeirão Grande;Piemonte Norte do Itapicuru;2000;total_homens;5694
486;2905602;Camacan;Litoral Sul;2000;total_homens;15620
487;2905701;Camaçari;Metropolitano de Salvador;2000;total_homens;80962
488;2905800;Camamu;Baixo Sul;2000;total_homens;17452
489;2905909;Campo Alegre de Lourdes;Sertão do São Francisco;2000;total_homens;13822
490;2906006;Campo Formoso;Piemonte Norte do Itapicuru;2000;total_homens;31370
491;2906105;Canápolis;Bacia do Rio Corrente;2000;total_homens;4922
492;2906204;Canarana;Irecê;2000;total_homens;11005
493;2906303;Canavieiras;Litoral Sul;2000;total_homens;17947
494;2906402;Candeal;Sisal;2000;total_homens;5071
495;2906501;Candeias;Metropolitano de Salvador;2000;total_homens;38026
496;2906600;Candiba;Sertão Produtivo;2000;total_homens;6170
497;2906709;Cândido Sales;Sudoeste Baiano;2000;total_homens;14377
498;2906808;Cansanção;Sisal;2000;total_homens;16049
499;2906824;Canudos;Sertão do São Francisco;2000;total_homens;6957
500;2906857;Capela do Alto Alegre;Bacia do Jacuípe;2000;total_homens;6014
501;2906873;Capim Grosso;Piemonte da Diamantina;2000;total_homens;11793
502;2906899;Caraíbas;Sudoeste Baiano;2000;total_homens;8728
503;2906907;Caravelas;Extremo Sul;2000;total_homens;10228
504;2907004;Cardeal da Silva;Litoral Norte e Agreste Baiano;2000;total_homens;4071
505;2907103;Carinhanha;Velho Chico;2000;total_homens;14010
506;2907202;Casa Nova;Sertão do São Francisco;2000;total_homens;28473
507;2907301;Castro Alves;Recôncavo;2000;total_homens;12437
508;2907400;Catolândia;Bacia do Rio Grande;2000;total_homens;1608
509;2907509;Catu;Litoral Norte e Agreste Baiano;2000;total_homens;22794
510;2907558;Caturama;Bacia do Paramirim;2000;total_homens;4367
511;2907608;Central;Irecê;2000;total_homens;8471
512;2907707;Chorrochó;Itaparica;2000;total_homens;5097
513;2907806;Cícero Dantas;Semiárido Nordeste II;2000;total_homens;15203
514;2907905;Cipó;Semiárido Nordeste II;2000;total_homens;6969
515;2908002;Coaraci;Litoral Sul;2000;total_homens;13832
516;2908101;Côcos;Bacia do Rio Corrente;2000;total_homens;9101
517;2908200;Conceição da Feira;Portal do Sertão;2000;total_homens;8549
518;2908309;Conceição do Almeida;Recôncavo;2000;total_homens;9288
519;2908408;Conceição do Coité;Sisal;2000;total_homens;28209
520;2908507;Conceição do Jacuípe;Portal do Sertão;2000;total_homens;12851
521;2908606;Conde;Litoral Norte e Agreste Baiano;2000;total_homens;10210
522;2908705;Condeúba;Sudoeste Baiano;2000;total_homens;8997
523;2908804;Contendas do Sincorá;Sertão Produtivo;2000;total_homens;2153
524;2908903;Coração de Maria;Portal do Sertão;2000;total_homens;11809
