;codigo_municipio;Municipios;Territorios.de.Identidade;sexo;Ano;faixa_etarias;total_faixa
23480;2910727;Eunápolis;Costa do Descobrimento;Masculino;2010;Entre.45.a.49;-2671
23481;2910750;Fátima;Semiárido Nordeste II;Masculino;2010;Entre.45.a.49;-476
23482;2910776;Feira da Mata;Velho Chico;Masculino;2010;Entre.45.a.49;-178
23483;2910800;Feira de Santana;Portal do Sertão;Masculino;2010;Entre.45.a.49;-14758
23484;2910859;Filadélfia;Piemonte Norte do Itapicuru;Masculino;2010;Entre.45.a.49;-381
23485;2910909;Firmino Alves;Médio Sudoeste da Bahia;Masculino;2010;Entre.45.a.49;-139
23486;2911006;Floresta Azul;Litoral Sul;Masculino;2010;Entre.45.a.49;-293
23487;2911105;Formosa do Rio Preto;Bacia do Rio Grande;Masculino;2010;Entre.45.a.49;-497
23488;2911204;Gandu;Baixo Sul;Masculino;2010;Entre.45.a.49;-797
23489;2911253;Gavião;Bacia do Jacuípe;Masculino;2010;Entre.45.a.49;-142
23490;2911303;Gentio do Ouro;Irecê;Masculino;2010;Entre.45.a.49;-317
23491;2911402;Glória;Itaparica;Masculino;2010;Entre.45.a.49;-419
23492;2911501;Gongogi;Médio Rio de Contas;Masculino;2010;Entre.45.a.49;-235
23493;2911600;Governador Mangabeira;Recôncavo;Masculino;2010;Entre.45.a.49;-501
23494;2911659;Guajeru;Sudoeste Baiano;Masculino;2010;Entre.45.a.49;-294
23495;2911709;Guanambi;Sertão Produtivo;Masculino;2010;Entre.45.a.49;-2338
23496;2911808;Guaratinga;Costa do Descobrimento;Masculino;2010;Entre.45.a.49;-587
23497;2911857;Heliópolis;Semiárido Nordeste II;Masculino;2010;Entre.45.a.49;-353
23498;2911907;Iaçu;Piemonte do Paraguaçu;Masculino;2010;Entre.45.a.49;-598
23499;2912004;Ibiassucê;Sertão Produtivo;Masculino;2010;Entre.45.a.49;-334
23500;2912103;Ibicaraí;Litoral Sul;Masculino;2010;Entre.45.a.49;-628
23501;2912202;Ibicoara;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-356
23502;2912301;Ibicuí;Médio Sudoeste da Bahia;Masculino;2010;Entre.45.a.49;-489
23503;2912400;Ibipeba;Irecê;Masculino;2010;Entre.45.a.49;-520
23504;2912509;Ibipitanga;Bacia do Paramirim;Masculino;2010;Entre.45.a.49;-347
23505;2912608;Ibiquera;Piemonte do Paraguaçu;Masculino;2010;Entre.45.a.49;-120
23506;2912707;Ibirapitanga;Baixo Sul;Masculino;2010;Entre.45.a.49;-575
23507;2912806;Ibirapuã;Extremo Sul;Masculino;2010;Entre.45.a.49;-252
23508;2912905;Ibirataia;Médio Rio de Contas;Masculino;2010;Entre.45.a.49;-502
23509;2913002;Ibitiara;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-385
23510;2913101;Ibititá;Irecê;Masculino;2010;Entre.45.a.49;-512
23511;2913200;Ibotirama;Velho Chico;Masculino;2010;Entre.45.a.49;-691
23512;2913309;Ichu;Sisal;Masculino;2010;Entre.45.a.49;-134
23513;2913408;Igaporã;Velho Chico;Masculino;2010;Entre.45.a.49;-409
23514;2913457;Igrapiúna;Baixo Sul;Masculino;2010;Entre.45.a.49;-334
23515;2913507;Iguaí;Médio Sudoeste da Bahia;Masculino;2010;Entre.45.a.49;-711
23516;2913606;Ilhéus;Litoral Sul;Masculino;2010;Entre.45.a.49;-5420
23517;2913705;Inhambupe;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.45.a.49;-793
23518;2913804;Ipecaetá;Portal do Sertão;Masculino;2010;Entre.45.a.49;-361
23519;2913903;Ipiaú;Médio Rio de Contas;Masculino;2010;Entre.45.a.49;-1235
23520;2914000;Ipirá;Bacia do Jacuípe;Masculino;2010;Entre.45.a.49;-1382
23521;2914109;Ipupiara;Irecê;Masculino;2010;Entre.45.a.49;-299
23522;2914208;Irajuba;Vale do Jiquiriçá;Masculino;2010;Entre.45.a.49;-179
23523;2914307;Iramaia;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-260
23524;2914406;Iraquara;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-554
23525;2914505;Irará;Portal do Sertão;Masculino;2010;Entre.45.a.49;-658
23526;2914604;Irecê;Irecê;Masculino;2010;Entre.45.a.49;-1748
23527;2914653;Itabela;Costa do Descobrimento;Masculino;2010;Entre.45.a.49;-681
23528;2914703;Itaberaba;Piemonte do Paraguaçu;Masculino;2010;Entre.45.a.49;-1558
23529;2914802;Itabuna;Litoral Sul;Masculino;2010;Entre.45.a.49;-5887
23530;2914901;Itacaré;Litoral Sul;Masculino;2010;Entre.45.a.49;-587
23531;2915007;Itaeté;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-337
23532;2915106;Itagi;Médio Rio de Contas;Masculino;2010;Entre.45.a.49;-373
23533;2915205;Itagibá;Médio Rio de Contas;Masculino;2010;Entre.45.a.49;-426
23534;2915304;Itagimirim;Costa do Descobrimento;Masculino;2010;Entre.45.a.49;-179
23535;2915353;Itaguaçu da Bahia;Irecê;Masculino;2010;Entre.45.a.49;-344
23536;2915403;Itaju do Colônia;Litoral Sul;Masculino;2010;Entre.45.a.49;-188
23537;2915502;Itajuípe;Litoral Sul;Masculino;2010;Entre.45.a.49;-573
23538;2915601;Itamaraju;Extremo Sul;Masculino;2010;Entre.45.a.49;-1703
23539;2915700;Itamari;Médio Rio de Contas;Masculino;2010;Entre.45.a.49;-217
23540;2915809;Itambé;Médio Sudoeste da Bahia;Masculino;2010;Entre.45.a.49;-574
23541;2915908;Itanagra;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.45.a.49;-167
23542;2916005;Itanhém;Extremo Sul;Masculino;2010;Entre.45.a.49;-661
23543;2916104;Itaparica;Metropolitano de Salvador;Masculino;2010;Entre.45.a.49;-544
23544;2916203;Itapé;Litoral Sul;Masculino;2010;Entre.45.a.49;-308
23545;2916302;Itapebi;Costa do Descobrimento;Masculino;2010;Entre.45.a.49;-304
23546;2916401;Itapetinga;Médio Sudoeste da Bahia;Masculino;2010;Entre.45.a.49;-1694
23547;2916500;Itapicuru;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.45.a.49;-785
23548;2916609;Itapitanga;Litoral Sul;Masculino;2010;Entre.45.a.49;-295
23549;2916708;Itaquara;Vale do Jiquiriçá;Masculino;2010;Entre.45.a.49;-212
23550;2916807;Itarantim;Médio Sudoeste da Bahia;Masculino;2010;Entre.45.a.49;-576
23551;2916856;Itatim;Piemonte do Paraguaçu;Masculino;2010;Entre.45.a.49;-365
23552;2916906;Itiruçu;Vale do Jiquiriçá;Masculino;2010;Entre.45.a.49;-355
23553;2917003;Itiúba;Sisal;Masculino;2010;Entre.45.a.49;-875
23554;2917102;Itororó;Médio Sudoeste da Bahia;Masculino;2010;Entre.45.a.49;-525
23555;2917201;Ituaçu;Sertão Produtivo;Masculino;2010;Entre.45.a.49;-452
23556;2917300;Ituberá;Baixo Sul;Masculino;2010;Entre.45.a.49;-609
23557;2917334;Iuiú;Sertão Produtivo;Masculino;2010;Entre.45.a.49;-271
23558;2917359;Jaborandi;Bacia do Rio Corrente;Masculino;2010;Entre.45.a.49;-241
23559;2917409;Jacaraci;Sudoeste Baiano;Masculino;2010;Entre.45.a.49;-398
23560;2917508;Jacobina;Piemonte da Diamantina;Masculino;2010;Entre.45.a.49;-2066
23561;2917607;Jaguaquara;Vale do Jiquiriçá;Masculino;2010;Entre.45.a.49;-1267
23562;2917706;Jaguarari;Piemonte Norte do Itapicuru;Masculino;2010;Entre.45.a.49;-886
23563;2917805;Jaguaripe;Baixo Sul;Masculino;2010;Entre.45.a.49;-424
23564;2917904;Jandaíra;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.45.a.49;-256
23565;2918001;Jequié;Médio Rio de Contas;Masculino;2010;Entre.45.a.49;-4147
23566;2918100;Jeremoabo;Semiárido Nordeste II;Masculino;2010;Entre.45.a.49;-948
23567;2918209;Jiquiriçá;Vale do Jiquiriçá;Masculino;2010;Entre.45.a.49;-432
23568;2918308;Jitaúna;Médio Rio de Contas;Masculino;2010;Entre.45.a.49;-389
23569;2918357;João Dourado;Irecê;Masculino;2010;Entre.45.a.49;-511
23570;2918407;Juazeiro;Sertão do São Francisco;Masculino;2010;Entre.45.a.49;-5187
23571;2918456;Jucuruçu;Extremo Sul;Masculino;2010;Entre.45.a.49;-298
23572;2918506;Jussara;Irecê;Masculino;2010;Entre.45.a.49;-376
23573;2918555;Jussari;Litoral Sul;Masculino;2010;Entre.45.a.49;-157
23574;2918605;Jussiape;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-219
23575;2918704;Lafaiete Coutinho;Vale do Jiquiriçá;Masculino;2010;Entre.45.a.49;-109
23576;2919058;Lagoa Real;Vale do Jiquiriçá;Masculino;2010;Entre.45.a.49;-337
23577;2918753;Laje;Sertão Produtivo;Masculino;2010;Entre.45.a.49;-635
23578;2918803;Lajedão;Vale do Jiquiriçá;Masculino;2010;Entre.45.a.49;-114
23579;2918902;Lajedinho;Extremo Sul;Masculino;2010;Entre.45.a.49;-116
23580;2919009;Lajedo do Tabocal;Piemonte do Paraguaçu;Masculino;2010;Entre.45.a.49;-213
23581;2919108;Lamarão;Sisal;Masculino;2010;Entre.45.a.49;-189
23582;2919157;Lapão;Irecê;Masculino;2010;Entre.45.a.49;-645
23583;2919207;Lauro de Freitas;Metropolitano de Salvador;Masculino;2010;Entre.45.a.49;-4699
23584;2919306;Lençóis;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-281
23585;2919405;Licínio de Almeida;Sudoeste Baiano;Masculino;2010;Entre.45.a.49;-366
23586;2919504;Livramento de Nossa Senhora;Sertão Produtivo;Masculino;2010;Entre.45.a.49;-1175
23587;2919553;Luís Eduardo Magalhães;Bacia do Rio Grande;Masculino;2010;Entre.45.a.49;-1672
23588;2919603;Macajuba;Piemonte do Paraguaçu;Masculino;2010;Entre.45.a.49;-291
23589;2919702;Macarani;Médio Sudoeste da Bahia;Masculino;2010;Entre.45.a.49;-451
23590;2919801;Macaúbas;Bacia do Paramirim;Masculino;2010;Entre.45.a.49;-1269
23591;2919900;Macururé;Itaparica;Masculino;2010;Entre.45.a.49;-181
23592;2919926;Madre de Deus;Metropolitano de Salvador;Masculino;2010;Entre.45.a.49;-545
23593;2919959;Maetinga;Sudoeste Baiano;Masculino;2010;Entre.45.a.49;-202
23594;2920007;Maiquinique;Médio Sudoeste da Bahia;Masculino;2010;Entre.45.a.49;-276
23595;2920106;Mairi;Bacia do Jacuípe;Masculino;2010;Entre.45.a.49;-483
23596;2920205;Malhada;Velho Chico;Masculino;2010;Entre.45.a.49;-439
23597;2920304;Malhada de Pedras;Sertão Produtivo;Masculino;2010;Entre.45.a.49;-260
23598;2920403;Manoel Vitorino;Médio Rio de Contas;Masculino;2010;Entre.45.a.49;-348
23599;2920452;Mansidão;Bacia do Rio Grande;Masculino;2010;Entre.45.a.49;-326
23600;2920502;Maracás;Vale do Jiquiriçá;Masculino;2010;Entre.45.a.49;-732
23601;2920601;Maragogipe;Recôncavo;Masculino;2010;Entre.45.a.49;-1121
23602;2920700;Maraú;Litoral Sul;Masculino;2010;Entre.45.a.49;-550
23603;2920809;Marcionílio Souza;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-245
23604;2920908;Mascote;Litoral Sul;Masculino;2010;Entre.45.a.49;-393
23605;2921005;Mata de São João;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.45.a.49;-1008
23606;2921054;Matina;Velho Chico;Masculino;2010;Entre.45.a.49;-272
23607;2921104;Medeiros Neto;Extremo Sul;Masculino;2010;Entre.45.a.49;-653
23608;2921203;Miguel Calmon;Piemonte da Diamantina;Masculino;2010;Entre.45.a.49;-693
23609;2921302;Milagres;Vale do Jiquiriçá;Masculino;2010;Entre.45.a.49;-249
23610;2921401;Mirangaba;Piemonte da Diamantina;Masculino;2010;Entre.45.a.49;-370
23611;2921450;Mirante;Sudoeste Baiano;Masculino;2010;Entre.45.a.49;-283
23612;2921500;Monte Santo;Sisal;Masculino;2010;Entre.45.a.49;-1284
23613;2921609;Morpará;Velho Chico;Masculino;2010;Entre.45.a.49;-257
23614;2921708;Morro do Chapéu;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-898
23615;2921807;Mortugaba;Sudoeste Baiano;Masculino;2010;Entre.45.a.49;-370
23616;2921906;Mucugê;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-275
23617;2922003;Mucuri;Extremo Sul;Masculino;2010;Entre.45.a.49;-976
23618;2922052;Mulungu do Morro;Irecê;Masculino;2010;Entre.45.a.49;-289
23619;2922102;Mundo Novo;Piemonte do Paraguaçu;Masculino;2010;Entre.45.a.49;-640
23620;2922201;Muniz Ferreira;Recôncavo;Masculino;2010;Entre.45.a.49;-218
23621;2922250;Muquém de São Francisco;Velho Chico;Masculino;2010;Entre.45.a.49;-241
23622;2922300;Muritiba;Recôncavo;Masculino;2010;Entre.45.a.49;-771
23623;2922409;Mutuípe;Vale do Jiquiriçá;Masculino;2010;Entre.45.a.49;-631
23624;2922508;Nazaré;Recôncavo;Masculino;2010;Entre.45.a.49;-800
23625;2922607;Nilo Peçanha;Baixo Sul;Masculino;2010;Entre.45.a.49;-312
23626;2922656;Nordestina;Sisal;Masculino;2010;Entre.45.a.49;-292
23627;2922706;Nova Canaã;Médio Sudoeste da Bahia;Masculino;2010;Entre.45.a.49;-520
23628;2922730;Nova Fátima;Bacia do Jacuípe;Masculino;2010;Entre.45.a.49;-232
23629;2922755;Nova Ibiá;Médio Rio de Contas;Masculino;2010;Entre.45.a.49;-200
23630;2922805;Nova Itarana;Vale do Jiquiriçá;Masculino;2010;Entre.45.a.49;-171
23631;2922854;Nova Redenção;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-199
23632;2922904;Nova Soure;Semiárido Nordeste II;Masculino;2010;Entre.45.a.49;-595
23633;2923001;Nova Viçosa;Extremo Sul;Masculino;2010;Entre.45.a.49;-1006
23634;2923035;Novo Horizonte;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-318
23635;2923050;Novo Triunfo;Semiárido Nordeste II;Masculino;2010;Entre.45.a.49;-408
23636;2923100;Olindina;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.45.a.49;-593
23637;2923209;Oliveira dos Brejinhos;Velho Chico;Masculino;2010;Entre.45.a.49;-632
23638;2923308;Ouriçangas;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.45.a.49;-227
23639;2923357;Ourolândia;Piemonte da Diamantina;Masculino;2010;Entre.45.a.49;-372
23640;2923407;Palmas de Monte Alto;Sertão Produtivo;Masculino;2010;Entre.45.a.49;-620
23641;2923506;Palmeiras;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-202
23642;2923605;Paramirim;Bacia do Paramirim;Masculino;2010;Entre.45.a.49;-593
23643;2923704;Paratinga;Velho Chico;Masculino;2010;Entre.45.a.49;-719
23644;2923803;Paripiranga;Semiárido Nordeste II;Masculino;2010;Entre.45.a.49;-774
23645;2923902;Pau Brasil;Litoral Sul;Masculino;2010;Entre.45.a.49;-265
23646;2924009;Paulo Afonso;Itaparica;Masculino;2010;Entre.45.a.49;-2809
23647;2924058;Pé de Serra;Bacia do Jacuípe;Masculino;2010;Entre.45.a.49;-347
23648;2924108;Pedrão;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.45.a.49;-176
23649;2924207;Pedro Alexandre;Semiárido Nordeste II;Masculino;2010;Entre.45.a.49;-367
23650;2924306;Piatã;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-428
23651;2924405;Pilão Arcado;Sertão do São Francisco;Masculino;2010;Entre.45.a.49;-774
23652;2924504;Pindaí;Sertão Produtivo;Masculino;2010;Entre.45.a.49;-453
23653;2924603;Pindobaçu;Piemonte Norte do Itapicuru;Masculino;2010;Entre.45.a.49;-535
23654;2924652;Pintadas;Bacia do Jacuípe;Masculino;2010;Entre.45.a.49;-267
23655;2924678;Piraí do Norte;Baixo Sul;Masculino;2010;Entre.45.a.49;-267
23656;2924702;Piripá;Sudoeste Baiano;Masculino;2010;Entre.45.a.49;-356
23657;2924801;Piritiba;Piemonte do Paraguaçu;Masculino;2010;Entre.45.a.49;-591
23658;2924900;Planaltino;Vale do Jiquiriçá;Masculino;2010;Entre.45.a.49;-240
23659;2925006;Planalto;Sudoeste Baiano;Masculino;2010;Entre.45.a.49;-681
23660;2925105;Poções;Sudoeste Baiano;Masculino;2010;Entre.45.a.49;-1086
23661;2925204;Pojuca;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.45.a.49;-877
23662;2925253;Ponto Novo;Piemonte Norte do Itapicuru;Masculino;2010;Entre.45.a.49;-337
23663;2925303;Porto Seguro;Costa do Descobrimento;Masculino;2010;Entre.45.a.49;-3163
23664;2925402;Potiraguá;Médio Sudoeste da Bahia;Masculino;2010;Entre.45.a.49;-297
23665;2925501;Prado;Extremo Sul;Masculino;2010;Entre.45.a.49;-713
23666;2925600;Presidente Dutra;Irecê;Masculino;2010;Entre.45.a.49;-402
23667;2925709;Presidente Jânio Quadros;Sudoeste Baiano;Masculino;2010;Entre.45.a.49;-378
23668;2925758;Presidente Tancredo Neves;Baixo Sul;Masculino;2010;Entre.45.a.49;-580
23669;2925808;Queimadas;Sisal;Masculino;2010;Entre.45.a.49;-646
23670;2925907;Quijingue;Sisal;Masculino;2010;Entre.45.a.49;-700
23671;2925931;Quixabeira;Bacia do Jacuípe;Masculino;2010;Entre.45.a.49;-243
23672;2925956;Rafael Jambeiro;Piemonte do Paraguaçu;Masculino;2010;Entre.45.a.49;-524
23673;2926004;Remanso;Sertão do São Francisco;Masculino;2010;Entre.45.a.49;-1091
23674;2926103;Retirolândia;Sisal;Masculino;2010;Entre.45.a.49;-304
23675;2926202;Riachão das Neves;Bacia do Rio Grande;Masculino;2010;Entre.45.a.49;-606
23676;2926301;Riachão do Jacuípe;Bacia do Jacuípe;Masculino;2010;Entre.45.a.49;-844
23677;2926400;Riacho de Santana;Velho Chico;Masculino;2010;Entre.45.a.49;-891
23678;2926509;Ribeira do Amparo;Semiárido Nordeste II;Masculino;2010;Entre.45.a.49;-311
23679;2926608;Ribeira do Pombal;Semiárido Nordeste II;Masculino;2010;Entre.45.a.49;-1203
23680;2926657;Ribeirão do Largo;Sudoeste Baiano;Masculino;2010;Entre.45.a.49;-259
23681;2926707;Rio de Contas;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-406
23682;2926806;Rio do Antônio;Sertão Produtivo;Masculino;2010;Entre.45.a.49;-438
23683;2926905;Rio do Pires;Bacia do Paramirim;Masculino;2010;Entre.45.a.49;-280
23684;2927002;Rio Real;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.45.a.49;-954
23685;2927101;Rodelas;Itaparica;Masculino;2010;Entre.45.a.49;-181
23686;2927200;Ruy Barbosa;Piemonte do Paraguaçu;Masculino;2010;Entre.45.a.49;-722
23687;2927309;Salinas da Margarida;Metropolitano de Salvador;Masculino;2010;Entre.45.a.49;-327
23688;2927408;Salvador;Metropolitano de Salvador;Masculino;2010;Entre.45.a.49;-79946
23689;2927507;Santa Bárbara;Portal do Sertão;Masculino;2010;Entre.45.a.49;-455
23690;2927606;Santa Brígida;Semiárido Nordeste II;Masculino;2010;Entre.45.a.49;-361
23691;2927705;Santa Cruz Cabrália;Costa do Descobrimento;Masculino;2010;Entre.45.a.49;-694
23692;2927804;Santa Cruz da Vitória;Médio Sudoeste da Bahia;Masculino;2010;Entre.45.a.49;-180
23693;2927903;Santa Inês;Vale do Jiquiriçá;Masculino;2010;Entre.45.a.49;-244
23694;2928059;Santaluz;Litoral Sul;Masculino;2010;Entre.45.a.49;-839
23695;2928109;Santa Luzia;Bacia do Rio Corrente;Masculino;2010;Entre.45.a.49;-446
23696;2928406;Santa Maria da Vitória;Bacia do Rio Grande;Masculino;2010;Entre.45.a.49;-1124
23697;2928505;Santana;Piemonte do Paraguaçu;Masculino;2010;Entre.45.a.49;-719
23698;2928000;Santanópolis;Sisal;Masculino;2010;Entre.45.a.49;-193
23699;2928208;Santa Rita de Cássia;Bacia do Rio Corrente;Masculino;2010;Entre.45.a.49;-717
23700;2928307;Santa Teresinha;Portal do Sertão;Masculino;2010;Entre.45.a.49;-231
23701;2928604;Santo Amaro;Recôncavo;Masculino;2010;Entre.45.a.49;-1639
23702;2928703;Santo Antônio de Jesus;Recôncavo;Masculino;2010;Entre.45.a.49;-2451
23703;2928802;Santo Estêvão;Portal do Sertão;Masculino;2010;Entre.45.a.49;-1078
23704;2928901;São Desidério;Bacia do Rio Grande;Masculino;2010;Entre.45.a.49;-704
23705;2928950;São Domingos;Sisal;Masculino;2010;Entre.45.a.49;-259
23706;2929107;São Félix;Recôncavo;Masculino;2010;Entre.45.a.49;-389
23707;2929008;São Félix do Coribe;Recôncavo;Masculino;2010;Entre.45.a.49;-337
23708;2929057;São Felipe;Bacia do Rio Corrente;Masculino;2010;Entre.45.a.49;-554
23709;2929206;São Francisco do Conde;Recôncavo;Masculino;2010;Entre.45.a.49;-793
23710;2929255;São Gabriel;Irecê;Masculino;2010;Entre.45.a.49;-483
23711;2929305;São Gonçalo dos Campos;Portal do Sertão;Masculino;2010;Entre.45.a.49;-780
23712;2929354;São José da Vitória;Litoral Sul;Masculino;2010;Entre.45.a.49;-111
23713;2929370;São José do Jacuípe;Bacia do Jacuípe;Masculino;2010;Entre.45.a.49;-245
23714;2929404;São Miguel das Matas;Vale do Jiquiriçá;Masculino;2010;Entre.45.a.49;-318
23715;2929503;São Sebastião do Passé;Recôncavo;Masculino;2010;Entre.45.a.49;-1141
23716;2929602;Sapeaçu;Recôncavo;Masculino;2010;Entre.45.a.49;-430
23717;2929701;Sátiro Dias;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.45.a.49;-450
23718;2929750;Saubara;Recôncavo;Masculino;2010;Entre.45.a.49;-334
23719;2929800;Saúde;Piemonte da Diamantina;Masculino;2010;Entre.45.a.49;-280
23720;2929909;Seabra;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-1043
23721;2930006;Sebastião Laranjeiras;Sertão Produtivo;Masculino;2010;Entre.45.a.49;-306
23722;2930105;Senhor do Bonfim;Piemonte Norte do Itapicuru;Masculino;2010;Entre.45.a.49;-1861
23723;2930204;Serra do Ramalho;Sertão do São Francisco;Masculino;2010;Entre.45.a.49;-734
23724;2930154;Sento Sé;Velho Chico;Masculino;2010;Entre.45.a.49;-884
23725;2930303;Serra Dourada;Bacia do Rio Corrente;Masculino;2010;Entre.45.a.49;-532
23726;2930402;Serra Preta;Bacia do Jacuípe;Masculino;2010;Entre.45.a.49;-357
23727;2930501;Serrinha;Sisal;Masculino;2010;Entre.45.a.49;-1798
23728;2930600;Serrolândia;Piemonte da Diamantina;Masculino;2010;Entre.45.a.49;-315
23729;2930709;Simões Filho;Metropolitano de Salvador;Masculino;2010;Entre.45.a.49;-2954
23730;2930758;Sítio do Mato;Velho Chico;Masculino;2010;Entre.45.a.49;-288
23731;2930766;Sítio do Quinto;Semiárido Nordeste II;Masculino;2010;Entre.45.a.49;-329
23732;2930774;Sobradinho;Sertão do São Francisco;Masculino;2010;Entre.45.a.49;-504
23733;2930808;Souto Soares;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-365
23734;2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;Masculino;2010;Entre.45.a.49;-325
23735;2931004;Tanhaçu;Sertão Produtivo;Masculino;2010;Entre.45.a.49;-555
23736;2931053;Tanque Novo;Bacia do Paramirim;Masculino;2010;Entre.45.a.49;-413
23737;2931103;Tanquinho;Portal do Sertão;Masculino;2010;Entre.45.a.49;-210
23738;2931202;Taperoá;Baixo Sul;Masculino;2010;Entre.45.a.49;-479
23739;2931301;Tapiramutá;Piemonte do Paraguaçu;Masculino;2010;Entre.45.a.49;-360
23740;2931350;Teixeira de Freitas;Extremo Sul;Masculino;2010;Entre.45.a.49;-3939
23741;2931400;Teodoro Sampaio;Portal do Sertão;Masculino;2010;Entre.45.a.49;-252
23742;2931509;Teofilândia;Sisal;Masculino;2010;Entre.45.a.49;-481
23743;2931608;Teolândia;Baixo Sul;Masculino;2010;Entre.45.a.49;-371
23744;2931707;Terra Nova;Portal do Sertão;Masculino;2010;Entre.45.a.49;-301
23745;2931806;Tremedal;Sudoeste Baiano;Masculino;2010;Entre.45.a.49;-481
23746;2931905;Tucano;Sisal;Masculino;2010;Entre.45.a.49;-1307
23747;2932002;Uauá;Sertão do São Francisco;Masculino;2010;Entre.45.a.49;-719
23748;2932101;Ubaíra;Vale do Jiquiriçá;Masculino;2010;Entre.45.a.49;-523
23749;2932200;Ubaitaba;Litoral Sul;Masculino;2010;Entre.45.a.49;-478
23750;2932309;Ubatã;Médio Rio de Contas;Masculino;2010;Entre.45.a.49;-691
23751;2932408;Uibaí;Irecê;Masculino;2010;Entre.45.a.49;-435
23752;2932457;Umburanas;Piemonte da Diamantina;Masculino;2010;Entre.45.a.49;-455
23753;2932507;Una;Litoral Sul;Masculino;2010;Entre.45.a.49;-728
23754;2932606;Urandi;Sertão Produtivo;Masculino;2010;Entre.45.a.49;-469
23755;2932705;Uruçuca;Litoral Sul;Masculino;2010;Entre.45.a.49;-525
23756;2932804;Utinga;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-433
23757;2932903;Valença;Baixo Sul;Masculino;2010;Entre.45.a.49;-2365
23758;2933000;Valente;Sisal;Masculino;2010;Entre.45.a.49;-726
23759;2933059;Várzea da Roça;Bacia do Jacuípe;Masculino;2010;Entre.45.a.49;-379
23760;2933109;Várzea do Poço;Bacia do Jacuípe;Masculino;2010;Entre.45.a.49;-243
23761;2933158;Várzea Nova;Piemonte da Diamantina;Masculino;2010;Entre.45.a.49;-360
23762;2933174;Varzedo;Recôncavo;Masculino;2010;Entre.45.a.49;-246
23763;2933208;Vera Cruz;Metropolitano de Salvador;Masculino;2010;Entre.45.a.49;-1104
23764;2933257;Vereda;Extremo Sul;Masculino;2010;Entre.45.a.49;-226
23765;2933307;Vitória da Conquista;Sudoeste Baiano;Masculino;2010;Entre.45.a.49;-8445
23766;2933406;Wagner;Chapada Diamantina;Masculino;2010;Entre.45.a.49;-210
23767;2933455;Wanderley;Bacia do Rio Grande;Masculino;2010;Entre.45.a.49;-352
23768;2933505;Wenceslau Guimarães;Baixo Sul;Masculino;2010;Entre.45.a.49;-527
23769;2933604;Xique-Xique;Irecê;Masculino;2010;Entre.45.a.49;-1049
23770;2900108;Abaíra;Chapada Diamantina;Feminino;2010;Entre.45.a.49;267
23771;2900207;Abaré;Itaparica;Feminino;2010;Entre.45.a.49;387
23772;2900306;Acajutiba;Litoral Norte e Agreste Baiano;Feminino;2010;Entre.45.a.49;361
23773;2900355;Adustina;Semiárido Nordeste II;Feminino;2010;Entre.45.a.49;399
23774;2900405;Água Fria;Portal do Sertão;Feminino;2010;Entre.45.a.49;332
23775;2900603;Érico Cardoso;Médio Rio de Contas;Feminino;2010;Entre.45.a.49;259
23776;2900702;Aiquara;Litoral Norte e Agreste Baiano;Feminino;2010;Entre.45.a.49;132
23777;2900801;Alagoinhas;Extremo Sul;Feminino;2010;Entre.45.a.49;4597
23778;2900900;Alcobaça;Litoral Sul;Feminino;2010;Entre.45.a.49;491
23779;2901007;Almadina;Vale do Jiquiriçá;Feminino;2010;Entre.45.a.49;197
23780;2901106;Amargosa;Portal do Sertão;Feminino;2010;Entre.45.a.49;934
23781;2901155;Amélia Rodrigues;Irecê;Feminino;2010;Entre.45.a.49;729
23782;2901205;América Dourada;Sudoeste Baiano;Feminino;2010;Entre.45.a.49;389
23783;2901304;Anagé;Chapada Diamantina;Feminino;2010;Entre.45.a.49;642
