codigo_municipio;Territorios.de.Identidade;Ano;faixa_etarias;total_faixa;sexo_num
2924207;Semiárido Nordeste II;2000;Entre.55.a.59;-189;1
2924306;Chapada Diamantina;2000;Entre.55.a.59;-329;1
2924405;Sertão do São Francisco;2000;Entre.55.a.59;-423;1
2924504;Sertão Produtivo;2000;Entre.55.a.59;-231;1
2924603;Piemonte Norte do Itapicuru;2000;Entre.55.a.59;-328;1
2924652;Bacia do Jacuípe;2000;Entre.55.a.59;-214;1
2924678;Baixo Sul;2000;Entre.55.a.59;-89;1
2924702;Vitória da Conquista;2000;Entre.55.a.59;-235;1
2924801;Piemonte do Paraguaçu;2000;Entre.55.a.59;-208;1
2924900;Vale do Jiquiriçá;2000;Entre.55.a.59;-135;1
2925006;Vitória da Conquista;2000;Entre.55.a.59;-391;1
2925105;Vitória da Conquista;2000;Entre.55.a.59;-681;1
2925204;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;-281;1
2925253;Piemonte Norte do Itapicuru;2000;Entre.55.a.59;-340;1
2925303;Costa do Descobrimento;2000;Entre.55.a.59;-886;1
2925402;Médio Sudoeste da Bahia;2000;Entre.55.a.59;-239;1
2925501;Extremo Sul;2000;Entre.55.a.59;-372;1
2925600;Irecê;2000;Entre.55.a.59;-214;1
2925709;Vitória da Conquista;2000;Entre.55.a.59;-322;1
2925758;Baixo Sul;2000;Entre.55.a.59;-203;1
2925808;Sisal;2000;Entre.55.a.59;-326;1
2925907;Sisal;2000;Entre.55.a.59;-478;1
2925931;Bacia do Jacuípe;2000;Entre.55.a.59;-156;1
2925956;Piemonte do Paraguaçu;2000;Entre.55.a.59;-409;1
2926004;Sertão do São Francisco;2000;Entre.55.a.59;-595;1
2926103;Sisal;2000;Entre.55.a.59;-185;1
2926202;Bacia do Rio Grande;2000;Entre.55.a.59;-254;1
2926301;Bacia do Jacuípe;2000;Entre.55.a.59;-603;1
2926400;Velho Chico;2000;Entre.55.a.59;-503;1
2926509;Semiárido Nordeste II;2000;Entre.55.a.59;-229;1
2926608;Semiárido Nordeste II;2000;Entre.55.a.59;-706;1
2926657;Vitória da Conquista;2000;Entre.55.a.59;-182;1
2926707;Chapada Diamantina;2000;Entre.55.a.59;-283;1
2926806;Sertão Produtivo;2000;Entre.55.a.59;-221;1
2926905;Bacia do Paramirim;2000;Entre.55.a.59;-224;1
2927002;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;-487;1
2927101;Itaparica;2000;Entre.55.a.59;-108;1
2927200;Piemonte do Paraguaçu;2000;Entre.55.a.59;-470;1
2927309;Metropolitano de Salvador;2000;Entre.55.a.59;-123;1
2927408;Metropolitano de Salvador;2000;Entre.55.a.59;-28767;1
2927507;Portal do Sertão;2000;Entre.55.a.59;-313;1
2927606;Semiárido Nordeste II;2000;Entre.55.a.59;-271;1
2927705;Costa do Descobrimento;2000;Entre.55.a.59;-386;1
2927804;Médio Sudoeste da Bahia;2000;Entre.55.a.59;-127;1
2927903;Vale do Jiquiriçá;2000;Entre.55.a.59;-121;1
2928059;Litoral Sul;2000;Entre.55.a.59;-564;1
2928109;Bacia do Rio Corrente;2000;Entre.55.a.59;-224;1
2928406;Bacia do Rio Grande;2000;Entre.55.a.59;-708;1
2928505;Piemonte do Paraguaçu;2000;Entre.55.a.59;-413;1
2928000;Sisal;2000;Entre.55.a.59;-138;1
2928208;Bacia do Rio Corrente;2000;Entre.55.a.59;-420;1
2928307;Portal do Sertão;2000;Entre.55.a.59;-150;1
2928604;Recôncavo;2000;Entre.55.a.59;-804;1
2928703;Recôncavo;2000;Entre.55.a.59;-915;1
2928802;Portal do Sertão;2000;Entre.55.a.59;-503;1
2928901;Bacia do Rio Grande;2000;Entre.55.a.59;-205;1
2928950;Sisal;2000;Entre.55.a.59;-133;1
2929107;Recôncavo;2000;Entre.55.a.59;-174;1
2929008;Recôncavo;2000;Entre.55.a.59;-143;1
2929057;Bacia do Rio Corrente;2000;Entre.55.a.59;-280;1
2929206;Recôncavo;2000;Entre.55.a.59;-303;1
2929255;Irecê;2000;Entre.55.a.59;-315;1
2929305;Portal do Sertão;2000;Entre.55.a.59;-408;1
2929354;Litoral Sul;2000;Entre.55.a.59;-97;1
2929370;Bacia do Jacuípe;2000;Entre.55.a.59;-173;1
2929404;Vale do Jiquiriçá;2000;Entre.55.a.59;-122;1
2929503;Recôncavo;2000;Entre.55.a.59;-606;1
2929602;Recôncavo;2000;Entre.55.a.59;-129;1
2929701;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;-278;1
2929750;Recôncavo;2000;Entre.55.a.59;-140;1
2929800;Piemonte da Diamantina;2000;Entre.55.a.59;-206;1
2929909;Chapada Diamantina;2000;Entre.55.a.59;-553;1
2930006;Sertão Produtivo;2000;Entre.55.a.59;-125;1
2930105;Piemonte Norte do Itapicuru;2000;Entre.55.a.59;-1109;1
2930204;Sertão do São Francisco;2000;Entre.55.a.59;-474;1
2930154;Velho Chico;2000;Entre.55.a.59;-443;1
2930303;Bacia do Rio Corrente;2000;Entre.55.a.59;-300;1
2930402;Bacia do Jacuípe;2000;Entre.55.a.59;-330;1
2930501;Sisal;2000;Entre.55.a.59;-1086;1
2930600;Piemonte da Diamantina;2000;Entre.55.a.59;-300;1
2930709;Metropolitano de Salvador;2000;Entre.55.a.59;-1034;1
2930758;Velho Chico;2000;Entre.55.a.59;-162;1
2930766;Semiárido Nordeste II;2000;Entre.55.a.59;-307;1
2930774;Sertão do São Francisco;2000;Entre.55.a.59;-411;1
2930808;Chapada Diamantina;2000;Entre.55.a.59;-324;1
2930907;Bacia do Rio Corrente;2000;Entre.55.a.59;-200;1
2931004;Sertão Produtivo;2000;Entre.55.a.59;-397;1
2931053;Bacia do Paramirim;2000;Entre.55.a.59;-210;1
2931103;Portal do Sertão;2000;Entre.55.a.59;-98;1
2931202;Baixo Sul;2000;Entre.55.a.59;-203;1
2931301;Piemonte do Paraguaçu;2000;Entre.55.a.59;-207;1
2931350;Extremo Sul;2000;Entre.55.a.59;-1457;1
2931400;Portal do Sertão;2000;Entre.55.a.59;-104;1
2931509;Sisal;2000;Entre.55.a.59;-295;1
2931608;Baixo Sul;2000;Entre.55.a.59;-162;1
2931707;Portal do Sertão;2000;Entre.55.a.59;-145;1
2931806;Vitória da Conquista;2000;Entre.55.a.59;-456;1
2931905;Sisal;2000;Entre.55.a.59;-722;1
2932002;Sertão do São Francisco;2000;Entre.55.a.59;-509;1
2932101;Vale do Jiquiriçá;2000;Entre.55.a.59;-232;1
2932200;Litoral Sul;2000;Entre.55.a.59;-361;1
2932309;Médio Rio de Contas;2000;Entre.55.a.59;-310;1
2932408;Irecê;2000;Entre.55.a.59;-207;1
2932457;Piemonte da Diamantina;2000;Entre.55.a.59;-156;1
2932507;Litoral Sul;2000;Entre.55.a.59;-558;1
2932606;Sertão Produtivo;2000;Entre.55.a.59;-302;1
2932705;Litoral Sul;2000;Entre.55.a.59;-343;1
2932804;Chapada Diamantina;2000;Entre.55.a.59;-178;1
2932903;Baixo Sul;2000;Entre.55.a.59;-1063;1
2933000;Sisal;2000;Entre.55.a.59;-287;1
2933059;Bacia do Jacuípe;2000;Entre.55.a.59;-230;1
2933109;Bacia do Jacuípe;2000;Entre.55.a.59;-148;1
2933158;Piemonte da Diamantina;2000;Entre.55.a.59;-248;1
2933174;Recôncavo;2000;Entre.55.a.59;-158;1
2933208;Metropolitano de Salvador;2000;Entre.55.a.59;-427;1
2933257;Extremo Sul;2000;Entre.55.a.59;-121;1
2933307;Vitória da Conquista;2000;Entre.55.a.59;-3631;1
2933406;Chapada Diamantina;2000;Entre.55.a.59;-105;1
2933455;Bacia do Rio Grande;2000;Entre.55.a.59;-202;1
2933505;Baixo Sul;2000;Entre.55.a.59;-202;1
2933604;Irecê;2000;Entre.55.a.59;-632;1
2900108;Chapada Diamantina;2000;Entre.55.a.59;184;0
2900207;Itaparica;2000;Entre.55.a.59;186;0
2900306;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;195;0
2900355;Semiárido Nordeste II;2000;Entre.55.a.59;193;0
2900405;Portal do Sertão;2000;Entre.55.a.59;291;0
2900603;Médio Rio de Contas;2000;Entre.55.a.59;262;0
2900702;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;72;0
2900801;Extremo Sul;2000;Entre.55.a.59;2050;0
2900900;Litoral Sul;2000;Entre.55.a.59;310;0
2901007;Vale do Jiquiriçá;2000;Entre.55.a.59;131;0
2901106;Portal do Sertão;2000;Entre.55.a.59;518;0
2901155;Irecê;2000;Entre.55.a.59;387;0
2901205;Vitória da Conquista;2000;Entre.55.a.59;207;0
2901304;Chapada Diamantina;2000;Entre.55.a.59;562;0
2901353;Piemonte Norte do Itapicuru;2000;Entre.55.a.59;188;0
2901403;Bacia do Rio Grande;2000;Entre.55.a.59;248;0
2901502;Portal do Sertão;2000;Entre.55.a.59;237;0
2901601;Semiárido Nordeste II;2000;Entre.55.a.59;177;0
2901700;Portal do Sertão;2000;Entre.55.a.59;294;0
2901809;Piemonte Norte do Itapicuru;2000;Entre.55.a.59;217;0
2901908;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;132;0
2901957;Médio Rio de Contas;2000;Entre.55.a.59;322;0
2902054;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;79;0
2902005;Vitória da Conquista;2000;Entre.55.a.59;348;0
2902104;Sisal;2000;Entre.55.a.59;122;0
2902203;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;631;0
2902252;Litoral Sul;2000;Entre.55.a.59;185;0
2902302;Baixo Sul;2000;Entre.55.a.59;114;0
2902401;Litoral Sul;2000;Entre.55.a.59;134;0
2902500;Bacia do Rio Grande;2000;Entre.55.a.59;200;0
2902609;Bacia do Jacuípe;2000;Entre.55.a.59;212;0
2902658;Semiárido Nordeste II;2000;Entre.55.a.59;397;0
2902708;Velho Chico;2000;Entre.55.a.59;264;0
2902807;Chapada Diamantina;2000;Entre.55.a.59;625;0
2902906;Vitória da Conquista;2000;Entre.55.a.59;422;0
2903003;Irecê;2000;Entre.55.a.59;656;0
2903102;Médio Rio de Contas;2000;Entre.55.a.59;243;0
2903201;Bacia do Rio Grande;2000;Entre.55.a.59;122;0
2903235;Irecê;2000;Entre.55.a.59;1367;0
2903300;Litoral Sul;2000;Entre.55.a.59;250;0
2903276;Sisal;2000;Entre.55.a.59;114;0
2903409;Costa do Descobrimento;NA;Entre.55.a.59;NA;0
2903508;Vitória da Conquista;2000;Entre.55.a.59;309;0
2903607;Sisal;2000;Entre.55.a.59;309;0
2903706;Médio Rio de Contas;2000;Entre.55.a.59;242;0
2903805;Piemonte do Paraguaçu;2000;Entre.55.a.59;352;0
2903904;Velho Chico;2000;Entre.55.a.59;220;0
2903953;Vitória da Conquista;2000;Entre.55.a.59;785;0
2904001;Chapada Diamantina;2000;Entre.55.a.59;173;0
2904050;Chapada Diamantina;2000;Entre.55.a.59;236;0
2904100;Bacia do Paramirim;2000;Entre.55.a.59;178;0
2904209;Bacia do Paramirim;2000;Entre.55.a.59;421;0
2904308;Vale do Jiquiriçá;2000;Entre.55.a.59;214;0
2904407;Bacia do Rio Corrente;2000;Entre.55.a.59;169;0
2904506;Velho Chico;2000;Entre.55.a.59;164;0
2904605;Sertão Produtivo;2000;Entre.55.a.59;205;0
2904704;Litoral Sul;2000;Entre.55.a.59;1099;0
2904753;Bacia do Rio Grande;2000;Entre.55.a.59;240;0
2904803;Médio Sudoeste da Bahia;2000;Entre.55.a.59;173;0
2904852;Recôncavo;2000;Entre.55.a.59;269;0
2904902;Recôncavo;2000;Entre.55.a.59;288;0
2905008;Sertão Produtivo;2000;Entre.55.a.59;565;0
2905107;Piemonte da Diamantina;2000;Entre.55.a.59;403;0
2905156;Vitória da Conquista;2000;Entre.55.a.59;278;0
2905206;Sertão Produtivo;2000;Entre.55.a.59;213;0
2905305;Irecê;2000;Entre.55.a.59;570;0
2905404;Baixo Sul;2000;Entre.55.a.59;282;0
2905503;Piemonte Norte do Itapicuru;2000;Entre.55.a.59;137;0
2905602;Litoral Sul;2000;Entre.55.a.59;265;0
2905701;Metropolitano de Salvador;2000;Entre.55.a.59;375;0
2905800;Baixo Sul;2000;Entre.55.a.59;1617;0
2905909;Sertão do São Francisco;2000;Entre.55.a.59;298;0
2906006;Piemonte Norte do Itapicuru;2000;Entre.55.a.59;443;0
2906105;Bacia do Rio Corrente;2000;Entre.55.a.59;897;0
2906204;Irecê;2000;Entre.55.a.59;177;0
2906303;Litoral Sul;2000;Entre.55.a.59;346;0
2906402;Sisal;2000;Entre.55.a.59;567;0
2906501;Metropolitano de Salvador;2000;Entre.55.a.59;239;0
2906600;Sertão Produtivo;2000;Entre.55.a.59;880;0
2906709;Vitória da Conquista;2000;Entre.55.a.59;153;0
2906808;Sisal;2000;Entre.55.a.59;430;0
2906824;Sertão do São Francisco;2000;Entre.55.a.59;495;0
2906857;Bacia do Jacuípe;2000;Entre.55.a.59;230;0
2906873;Piemonte da Diamantina;2000;Entre.55.a.59;237;0
2906899;Vitória da Conquista;2000;Entre.55.a.59;412;0
2906907;Extremo Sul;2000;Entre.55.a.59;346;0
2907004;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;268;0
2907103;Velho Chico;2000;Entre.55.a.59;114;0
2907202;Sertão do São Francisco;2000;Entre.55.a.59;341;0
2907301;Recôncavo;2000;Entre.55.a.59;909;0
2907400;Bacia do Rio Grande;2000;Entre.55.a.59;440;0
2907509;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;74;0
2907558;Bacia do Paramirim;2000;Entre.55.a.59;712;0
2907608;Irecê;2000;Entre.55.a.59;150;0
2907707;Itaparica;2000;Entre.55.a.59;302;0
2907806;Semiárido Nordeste II;2000;Entre.55.a.59;201;0
2907905;Semiárido Nordeste II;2000;Entre.55.a.59;640;0
2908002;Litoral Sul;2000;Entre.55.a.59;268;0
2908101;Bacia do Rio Corrente;2000;Entre.55.a.59;571;0
2908200;Portal do Sertão;2000;Entre.55.a.59;292;0
2908309;Recôncavo;2000;Entre.55.a.59;361;0
2908408;Sisal;2000;Entre.55.a.59;335;0
2908507;Portal do Sertão;2000;Entre.55.a.59;870;0
2908606;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;495;0
2908705;Vitória da Conquista;2000;Entre.55.a.59;244;0
2908804;Sertão Produtivo;2000;Entre.55.a.59;355;0
2908903;Portal do Sertão;2000;Entre.55.a.59;108;0
2909000;Vitória da Conquista;2000;Entre.55.a.59;363;0
2909109;Bacia do Rio Corrente;2000;Entre.55.a.59;179;0
2909208;Semiárido Nordeste II;2000;Entre.55.a.59;268;0
2909307;Bacia do Rio Corrente;2000;Entre.55.a.59;269;0
2909406;Bacia do Rio Grande;2000;Entre.55.a.59;534;0
2909505;Vale do Jiquiriçá;2000;Entre.55.a.59;150;0
2909604;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;73;0
2909703;Bacia do Rio Grande;2000;Entre.55.a.59;329;0
2909802;Recôncavo;2000;Entre.55.a.59;264;0
2909901;Sertão do São Francisco;2000;Entre.55.a.59;777;0
2910008;Médio Rio de Contas;2000;Entre.55.a.59;571;0
2910057;Metropolitano de Salvador;2000;Entre.55.a.59;151;0
2910107;Sertão Produtivo;2000;Entre.55.a.59;472;0
2910206;Recôncavo;2000;Entre.55.a.59;193;0
2910305;Vale do Jiquiriçá;2000;Entre.55.a.59;69;0
2910404;Vitória da Conquista;2000;Entre.55.a.59;162;0
2910503;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;516;0
2900504;Bacia do Paramirim;2000;Entre.55.a.59;452;0
2910602;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;329;0
2910701;Semiárido Nordeste II;2000;Entre.55.a.59;1035;0
2910727;Costa do Descobrimento;2000;Entre.55.a.59;1118;0
2910750;Semiárido Nordeste II;2000;Entre.55.a.59;275;0
2910776;Velho Chico;2000;Entre.55.a.59;132;0
2910800;Portal do Sertão;2000;Entre.55.a.59;7148;0
2910859;Piemonte Norte do Itapicuru;2000;Entre.55.a.59;228;0
2910909;Médio Sudoeste da Bahia;2000;Entre.55.a.59;93;0
2911006;Litoral Sul;2000;Entre.55.a.59;215;0
2911105;Bacia do Rio Grande;2000;Entre.55.a.59;200;0
2911204;Baixo Sul;2000;Entre.55.a.59;327;0
2911253;Bacia do Jacuípe;2000;Entre.55.a.59;108;0
2911303;Irecê;2000;Entre.55.a.59;150;0
2911402;Itaparica;2000;Entre.55.a.59;240;0
2911501;Médio Rio de Contas;2000;Entre.55.a.59;218;0
2911600;Recôncavo;2000;Entre.55.a.59;305;0
2911659;Vitória da Conquista;2000;Entre.55.a.59;243;0
2911709;Sertão Produtivo;2000;Entre.55.a.59;1059;0
2911808;Costa do Descobrimento;2000;Entre.55.a.59;422;0
2911857;Semiárido Nordeste II;2000;Entre.55.a.59;221;0
2911907;Piemonte do Paraguaçu;2000;Entre.55.a.59;414;0
2912004;Sertão Produtivo;2000;Entre.55.a.59;263;0
2912103;Litoral Sul;2000;Entre.55.a.59;599;0
2912202;Chapada Diamantina;2000;Entre.55.a.59;168;0
2912301;Médio Sudoeste da Bahia;2000;Entre.55.a.59;264;0
2912400;Irecê;2000;Entre.55.a.59;248;0
2912509;Bacia do Paramirim;2000;Entre.55.a.59;243;0
2912608;Piemonte do Paraguaçu;2000;Entre.55.a.59;82;0
2912707;Baixo Sul;2000;Entre.55.a.59;306;0
2912806;Extremo Sul;2000;Entre.55.a.59;147;0
2912905;Médio Rio de Contas;2000;Entre.55.a.59;400;0
2913002;Chapada Diamantina;2000;Entre.55.a.59;337;0
2913101;Irecê;2000;Entre.55.a.59;283;0
2913200;Velho Chico;2000;Entre.55.a.59;317;0
2913309;Sisal;2000;Entre.55.a.59;96;0
2913408;Velho Chico;2000;Entre.55.a.59;296;0
2913457;Baixo Sul;2000;Entre.55.a.59;151;0
2913507;Médio Sudoeste da Bahia;2000;Entre.55.a.59;450;0
2913606;Litoral Sul;2000;Entre.55.a.59;2969;0
2913705;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;531;0
2913804;Portal do Sertão;2000;Entre.55.a.59;398;0
2913903;Médio Rio de Contas;2000;Entre.55.a.59;656;0
2914000;Bacia do Jacuípe;2000;Entre.55.a.59;1179;0
2914109;Irecê;2000;Entre.55.a.59;186;0
2914208;Vale do Jiquiriçá;2000;Entre.55.a.59;119;0
2914307;Chapada Diamantina;2000;Entre.55.a.59;402;0
2914406;Chapada Diamantina;2000;Entre.55.a.59;272;0
2914505;Portal do Sertão;2000;Entre.55.a.59;350;0
2914604;Irecê;2000;Entre.55.a.59;678;0
2914653;Costa do Descobrimento;2000;Entre.55.a.59;385;0
2914703;Piemonte do Paraguaçu;2000;Entre.55.a.59;877;0
2914802;Litoral Sul;2000;Entre.55.a.59;3449;0
2914901;Litoral Sul;2000;Entre.55.a.59;230;0
2915007;Chapada Diamantina;2000;Entre.55.a.59;230;0
2915106;Médio Rio de Contas;2000;Entre.55.a.59;337;0
2915205;Médio Rio de Contas;2000;Entre.55.a.59;283;0
2915304;Costa do Descobrimento;2000;Entre.55.a.59;103;0
2915353;Irecê;2000;Entre.55.a.59;164;0
2915403;Litoral Sul;2000;Entre.55.a.59;115;0
2915502;Litoral Sul;2000;Entre.55.a.59;327;0
2915601;Extremo Sul;2000;Entre.55.a.59;876;0
2915700;Médio Rio de Contas;2000;Entre.55.a.59;118;0
2915809;Médio Sudoeste da Bahia;2000;Entre.55.a.59;526;0
2915908;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;65;0
2916005;Extremo Sul;2000;Entre.55.a.59;490;0
2916104;Metropolitano de Salvador;2000;Entre.55.a.59;266;0
2916203;Litoral Sul;2000;Entre.55.a.59;235;0
2916302;Costa do Descobrimento;2000;Entre.55.a.59;160;0
2916401;Médio Sudoeste da Bahia;2000;Entre.55.a.59;964;0
2916500;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;493;0
2916609;Litoral Sul;2000;Entre.55.a.59;138;0
2916708;Vale do Jiquiriçá;2000;Entre.55.a.59;121;0
2916807;Médio Sudoeste da Bahia;2000;Entre.55.a.59;279;0
2916856;Piemonte do Paraguaçu;2000;Entre.55.a.59;209;0
2916906;Vale do Jiquiriçá;2000;Entre.55.a.59;251;0
2917003;Sisal;2000;Entre.55.a.59;570;0
2917102;Médio Sudoeste da Bahia;2000;Entre.55.a.59;365;0
2917201;Sertão Produtivo;2000;Entre.55.a.59;328;0
2917300;Baixo Sul;2000;Entre.55.a.59;366;0
2917334;Sertão Produtivo;2000;Entre.55.a.59;151;0
2917359;Bacia do Rio Corrente;2000;Entre.55.a.59;165;0
2917409;Vitória da Conquista;2000;Entre.55.a.59;264;0
2917508;Piemonte da Diamantina;2000;Entre.55.a.59;1530;0
2917607;Vale do Jiquiriçá;2000;Entre.55.a.59;644;0
2917706;Piemonte Norte do Itapicuru;2000;Entre.55.a.59;561;0
2917805;Baixo Sul;2000;Entre.55.a.59;206;0
2917904;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;134;0
2918001;Médio Rio de Contas;2000;Entre.55.a.59;2370;0
2918100;Semiárido Nordeste II;2000;Entre.55.a.59;592;0
2918209;Vale do Jiquiriçá;2000;Entre.55.a.59;222;0
2918308;Médio Rio de Contas;2000;Entre.55.a.59;327;0
2918357;Irecê;2000;Entre.55.a.59;335;0
2918407;Sertão do São Francisco;2000;Entre.55.a.59;2269;0
2918456;Extremo Sul;2000;Entre.55.a.59;221;0
2918506;Irecê;2000;Entre.55.a.59;250;0
2918555;Litoral Sul;2000;Entre.55.a.59;91;0
2918605;Chapada Diamantina;2000;Entre.55.a.59;211;0
2918704;Vale do Jiquiriçá;2000;Entre.55.a.59;87;0
2919058;Vale do Jiquiriçá;2000;Entre.55.a.59;155;0
2918753;Sertão Produtivo;2000;Entre.55.a.59;274;0
2918803;Vale do Jiquiriçá;2000;Entre.55.a.59;68;0
2918902;Extremo Sul;2000;Entre.55.a.59;51;0
2919009;Piemonte do Paraguaçu;2000;Entre.55.a.59;146;0
2919108;Sisal;2000;Entre.55.a.59;224;0
2919157;Irecê;2000;Entre.55.a.59;312;0
2919207;Metropolitano de Salvador;2000;Entre.55.a.59;1416;0
2919306;Chapada Diamantina;2000;Entre.55.a.59;140;0
2919405;Vitória da Conquista;2000;Entre.55.a.59;242;0
2919504;Sertão Produtivo;2000;Entre.55.a.59;654;0
2919553;Bacia do Rio Grande;NA;Entre.55.a.59;NA;0
2919603;Piemonte do Paraguaçu;2000;Entre.55.a.59;170;0
2919702;Médio Sudoeste da Bahia;2000;Entre.55.a.59;246;0
2919801;Bacia do Paramirim;2000;Entre.55.a.59;739;0
2919900;Itaparica;2000;Entre.55.a.59;130;0
2919926;Metropolitano de Salvador;2000;Entre.55.a.59;153;0
2919959;Vitória da Conquista;2000;Entre.55.a.59;273;0
2920007;Médio Sudoeste da Bahia;2000;Entre.55.a.59;109;0
2920106;Bacia do Jacuípe;2000;Entre.55.a.59;458;0
2920205;Velho Chico;2000;Entre.55.a.59;209;0
2920304;Sertão Produtivo;2000;Entre.55.a.59;146;0
2920403;Médio Rio de Contas;2000;Entre.55.a.59;290;0
2920452;Bacia do Rio Grande;2000;Entre.55.a.59;153;0
2920502;Vale do Jiquiriçá;2000;Entre.55.a.59;574;0
2920601;Recôncavo;2000;Entre.55.a.59;739;0
2920700;Litoral Sul;2000;Entre.55.a.59;184;0
2920809;Chapada Diamantina;2000;Entre.55.a.59;143;0
2920908;Litoral Sul;2000;Entre.55.a.59;279;0
2921005;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;425;0
2921054;Velho Chico;2000;Entre.55.a.59;136;0
2921104;Extremo Sul;2000;Entre.55.a.59;473;0
2921203;Piemonte da Diamantina;2000;Entre.55.a.59;480;0
2921302;Vale do Jiquiriçá;2000;Entre.55.a.59;156;0
2921401;Piemonte da Diamantina;2000;Entre.55.a.59;205;0
2921450;Vitória da Conquista;2000;Entre.55.a.59;275;0
2921500;Sisal;2000;Entre.55.a.59;1105;0
2921609;Velho Chico;2000;Entre.55.a.59;136;0
2921708;Chapada Diamantina;2000;Entre.55.a.59;504;0
2921807;Vitória da Conquista;2000;Entre.55.a.59;247;0
2921906;Chapada Diamantina;2000;Entre.55.a.59;204;0
2922003;Extremo Sul;2000;Entre.55.a.59;262;0
2922052;Irecê;2000;Entre.55.a.59;154;0
2922102;Piemonte do Paraguaçu;2000;Entre.55.a.59;422;0
2922201;Recôncavo;2000;Entre.55.a.59;128;0
2922250;Velho Chico;2000;Entre.55.a.59;130;0
2922300;Recôncavo;2000;Entre.55.a.59;556;0
2922409;Vale do Jiquiriçá;2000;Entre.55.a.59;255;0
2922508;Recôncavo;2000;Entre.55.a.59;469;0
2922607;Baixo Sul;2000;Entre.55.a.59;173;0
2922656;Sisal;2000;Entre.55.a.59;153;0
2922706;Médio Sudoeste da Bahia;2000;Entre.55.a.59;273;0
2922730;Bacia do Jacuípe;2000;Entre.55.a.59;111;0
2922755;Médio Rio de Contas;2000;Entre.55.a.59;108;0
2922805;Vale do Jiquiriçá;2000;Entre.55.a.59;106;0
2922854;Chapada Diamantina;2000;Entre.55.a.59;141;0
2922904;Semiárido Nordeste II;2000;Entre.55.a.59;437;0
2923001;Extremo Sul;2000;Entre.55.a.59;413;0
2923035;Chapada Diamantina;2000;Entre.55.a.59;171;0
2923050;Semiárido Nordeste II;2000;Entre.55.a.59;253;0
2923100;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;381;0
2923209;Velho Chico;2000;Entre.55.a.59;434;0
2923308;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;141;0
2923357;Piemonte da Diamantina;2000;Entre.55.a.59;113;0
2923407;Sertão Produtivo;2000;Entre.55.a.59;323;0
2923506;Chapada Diamantina;2000;Entre.55.a.59;142;0
2923605;Bacia do Paramirim;2000;Entre.55.a.59;402;0
2923704;Velho Chico;2000;Entre.55.a.59;472;0
2923803;Semiárido Nordeste II;2000;Entre.55.a.59;574;0
2923902;Litoral Sul;2000;Entre.55.a.59;174;0
2924009;Itaparica;2000;Entre.55.a.59;1659;0
2924058;Bacia do Jacuípe;2000;Entre.55.a.59;205;0
2924108;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;141;0
2924207;Semiárido Nordeste II;2000;Entre.55.a.59;152;0
2924306;Chapada Diamantina;2000;Entre.55.a.59;451;0
2924405;Sertão do São Francisco;2000;Entre.55.a.59;416;0
2924504;Sertão Produtivo;2000;Entre.55.a.59;245;0
2924603;Piemonte Norte do Itapicuru;2000;Entre.55.a.59;305;0
2924652;Bacia do Jacuípe;2000;Entre.55.a.59;215;0
2924678;Baixo Sul;2000;Entre.55.a.59;113;0
2924702;Vitória da Conquista;2000;Entre.55.a.59;297;0
2924801;Piemonte do Paraguaçu;2000;Entre.55.a.59;352;0
2924900;Vale do Jiquiriçá;2000;Entre.55.a.59;172;0
2925006;Vitória da Conquista;2000;Entre.55.a.59;372;0
2925105;Vitória da Conquista;2000;Entre.55.a.59;764;0
2925204;Litoral Norte e Agreste Baiano;2000;Entre.55.a.59;305;0
2925253;Piemonte Norte do Itapicuru;2000;Entre.55.a.59;360;0
2925303;Costa do Descobrimento;2000;Entre.55.a.59;676;0
2925402;Médio Sudoeste da Bahia;2000;Entre.55.a.59;159;0
2925501;Extremo Sul;2000;Entre.55.a.59;367;0
2925600;Irecê;2000;Entre.55.a.59;225;0
2925709;Vitória da Conquista;2000;Entre.55.a.59;354;0
2925758;Baixo Sul;2000;Entre.55.a.59;263;0
2925808;Sisal;2000;Entre.55.a.59;370;0
2925907;Sisal;2000;Entre.55.a.59;516;0
2925931;Bacia do Jacuípe;2000;Entre.55.a.59;205;0
