"";"Codigo.do.Municipio";"Municipios";"Territorios.de.Identidade";"Ano";"Cor";"PercentCor"
"1316";2905206;"Caetité";"Sertão Produtivo";1991;"Preta";9,3
"1317";2905305;"Cafarnaum";"Irecê";1991;"Preta";9,4
"1318";2905404;"Cairu";"Baixo Sul";1991;"Preta";8,5
"1319";2905503;"Caldeirão Grande";"Piemonte Norte do Itapicuru";1991;"Preta";5,5
"1320";2905602;"Camacan";"Litoral Sul";1991;"Preta";8,9
"1321";2905701;"Camaçari";"Metropolitano de Salvador";1991;"Preta";11,3
"1322";2905800;"Camamu";"Baixo Sul";1991;"Preta";19,7
"1323";2905909;"Campo Alegre de Lourdes";"Sertão do São Francisco";1991;"Preta";6,8
"1324";2906006;"Campo Formoso";"Piemonte Norte do Itapicuru";1991;"Preta";5,4
"1325";2906105;"Canápolis";"Bacia do Rio Corrente";1991;"Preta";4,4
"1326";2906204;"Canarana";"Irecê";1991;"Preta";7,3
"1327";2906303;"Canavieiras";"Litoral Sul";1991;"Preta";11,6
"1328";2906402;"Candeal";"Sisal";1991;"Preta";12,4
"1329";2906501;"Candeias";"Metropolitano de Salvador";1991;"Preta";13,3
"1330";2906600;"Candiba";"Sertão Produtivo";1991;"Preta";14
"1331";2906709;"Cândido Sales";"Sudoeste Baiano";1991;"Preta";6,9
"1332";2906808;"Cansanção";"Sisal";1991;"Preta";2,6
"1333";2906824;"Canudos";"Sertão do São Francisco";1991;"Preta";1,4
"1334";2906857;"Capela do Alto Alegre";"Bacia do Jacuípe";1991;"Preta";6,8
"1335";2906873;"Capim Grosso";"Bacia do Jacuípe";1991;"Preta";7,1
"1336";2906899;"Caraíbas";"Sudoeste Baiano";1991;"Preta";2
"1337";2906907;"Caravelas";"Extremo Sul";1991;"Preta";11,2
"1338";2907004;"Cardeal da Silva";"Litoral Norte e Agreste Baiano";1991;"Preta";18,1
"1339";2907103;"Carinhanha";"Velho Chico";1991;"Preta";9,1
"1340";2907202;"Casa Nova";"Sertão do São Francisco";1991;"Preta";8,1
"1341";2907301;"Castro Alves";"Recôncavo";1991;"Preta";17,8
"1342";2907400;"Catolândia";"Bacia do Rio Grande";1991;"Preta";7,1
"1343";2907509;"Catu";"Litoral Norte e Agreste Baiano";1991;"Preta";17,2
"1344";2907558;"Caturama";"Bacia do Paramirim";1991;"Preta";9
"1345";2907608;"Central";"Irecê";1991;"Preta";10,1
"1346";2907707;"Chorrochó";"Itaparica";1991;"Preta";4,7
"1347";2907806;"Cícero Dantas";"Semiárido Nordeste II";1991;"Preta";6,1
"1348";2907905;"Cipó";"Semiárido Nordeste II";1991;"Preta";7,6
"1349";2908002;"Coaraci";"Litoral Sul";1991;"Preta";4,9
"1350";2908101;"Côcos";"Bacia do Rio Corrente";1991;"Preta";2,4
"1351";2908200;"Conceição da Feira";"Portal do Sertão";1991;"Preta";27,7
"1352";2908309;"Conceição do Almeida";"Recôncavo";1991;"Preta";23,9
"1353";2908408;"Conceição do Coité";"Sisal";1991;"Preta";4,7
"1354";2908507;"Conceição do Jacuípe";"Portal do Sertão";1991;"Preta";17,1
"1355";2908606;"Conde";"Litoral Norte e Agreste Baiano";1991;"Preta";14,5
"1356";2908705;"Condeúba";"Sudoeste Baiano";1991;"Preta";6,8
"1357";2908804;"Contendas do Sincorá";"Sertão Produtivo";1991;"Preta";6,8
"1358";2908903;"Coração de Maria";"Portal do Sertão";1991;"Preta";18,8
"1359";2909000;"Cordeiros";"Sudoeste Baiano";1991;"Preta";3,4
"1360";2909109;"Coribe";"Bacia do Rio Corrente";1991;"Preta";7,3
"1361";2909208;"Coronel João Sá";"Semiárido Nordeste II";1991;"Preta";4,4
"1362";2909307;"Correntina";"Bacia do Rio Corrente";1991;"Preta";4,2
"1363";2909406;"Cotegipe";"Bacia do Rio Grande";1991;"Preta";8,4
"1364";2909505;"Cravolândia";"Vale do Jiquiriçá";1991;"Preta";6
"1365";2909604;"Crisópolis";"Litoral Norte e Agreste Baiano";1991;"Preta";1,7
"1366";2909703;"Cristópolis";"Bacia do Rio Grande";1991;"Preta";2,2
"1367";2909802;"Cruz das Almas";"Recôncavo";1991;"Preta";23,3
"1368";2909901;"Curaçá";"Sertão do São Francisco";1991;"Preta";5,8
"1369";2910008;"Dário Meira";"Médio Rio de Contas";1991;"Preta";13,7
"1370";2910057;"Dias D'Ávila";"Metropolitano de Salvador";1991;"Preta";13,1
"1371";2910107;"Dom Basílio";"Sertão Produtivo";1991;"Preta";1,8
"1372";2910206;"Dom Macedo Costa";"Recôncavo";1991;"Preta";20,2
"1373";2910305;"Elísio Medrado";"Vale do Jiquiriçá";1991;"Preta";10,1
"1374";2910404;"Encruzilhada";"Sudoeste Baiano";1991;"Preta";3,9
"1375";2910503;"Entre Rios";"Litoral Norte e Agreste Baiano";1991;"Preta";30,1
"1376";2900504;"Érico Cardoso";"Bacia do Paramirim";1991;"Preta";26,2
"1377";2910602;"Esplanada";"Litoral Norte e Agreste Baiano";1991;"Preta";16,3
"1378";2910701;"Euclides da Cunha";"Semiárido Nordeste II";1991;"Preta";2,2
"1379";2910727;"Eunápolis";"Costa do Descobrimento";1991;"Preta";4,4
"1380";2910750;"Fátima";"Semiárido Nordeste II";1991;"Preta";1,8
"1381";2910776;"Feira da Mata";"Velho Chico";1991;"Preta";3
"1382";2910800;"Feira de Santana";"Portal do Sertão";1991;"Preta";14,1
"1383";2910859;"Filadélfia";"Piemonte Norte do Itapicuru";1991;"Preta";1,7
"1384";2910909;"Firmino Alves";"Médio Sudoeste da Bahia";1991;"Preta";6,3
"1385";2911006;"Floresta Azul";"Litoral Sul";1991;"Preta";6,1
"1386";2911105;"Formosa do Rio Preto";"Bacia do Rio Grande";1991;"Preta";5,4
"1387";2911204;"Gandu";"Baixo Sul";1991;"Preta";11,2
"1388";2911253;"Gavião";"Bacia do Jacuípe";1991;"Preta";10,1
"1389";2911303;"Gentio do Ouro";"Irecê";1991;"Preta";2,3
"1390";2911402;"Glória";"Itaparica";1991;"Preta";1,2
"1391";2911501;"Gongogi";"Médio Rio de Contas";1991;"Preta";8,8
"1392";2911600;"Governador Mangabeira";"Recôncavo";1991;"Preta";28,7
"1393";2911659;"Guajeru";"Sudoeste Baiano";1991;"Preta";3,3
"1394";2911709;"Guanambi";"Sertão Produtivo";1991;"Preta";9,6
"1395";2911808;"Guaratinga";"Costa do Descobrimento";1991;"Preta";8,2
"1396";2911857;"Heliópolis";"Semiárido Nordeste II";1991;"Preta";3,3
"1397";2911907;"Iaçu";"Piemonte do Paraguaçu";1991;"Preta";11,4
"1398";2912004;"Ibiassucê";"Sertão Produtivo";1991;"Preta";5,5
"1399";2912103;"Ibicaraí";"Litoral Sul";1991;"Preta";6,6
"1400";2912202;"Ibicoara";"Chapada Diamantina";1991;"Preta";6,3
"1401";2912301;"Ibicuí";"Médio Sudoeste da Bahia";1991;"Preta";5,3
"1402";2912400;"Ibipeba";"Irecê";1991;"Preta";13,8
"1403";2912509;"Ibipitanga";"Bacia do Paramirim";1991;"Preta";3
"1404";2912608;"Ibiquera";"Piemonte do Paraguaçu";1991;"Preta";3
"1405";2912707;"Ibirapitanga";"Baixo Sul";1991;"Preta";15,6
"1406";2912806;"Ibirapoã";"Extremo Sul";1991;"Preta";8,3
"1407";2912905;"Ibirataia";"Médio Rio de Contas";1991;"Preta";12,4
"1408";2913002;"Ibitiara";"Chapada Diamantina";1991;"Preta";6,2
"1409";2913101;"Ibititá";"Irecê";1991;"Preta";7
"1410";2913200;"Ibotirama";"Velho Chico";1991;"Preta";9
"1411";2913309;"Ichu";"Sisal";1991;"Preta";25,1
"1412";2913408;"Igaporã";"Velho Chico";1991;"Preta";12,1
"1413";2913457;"Igrapiúna";"Baixo Sul";1991;"Preta";30,4
"1414";2913507;"Iguaí";"Médio Sudoeste da Bahia";1991;"Preta";10
"1415";2913606;"Ilhéus";"Litoral Sul";1991;"Preta";7,6
"1416";2913705;"Inhambupe";"Litoral Norte e Agreste Baiano";1991;"Preta";8,6
"1417";2913804;"Ipecaetá";"Portal do Sertão";1991;"Preta";7,7
"1418";2913903;"Ipiaú";"Médio Rio de Contas";1991;"Preta";10,5
"1419";2914000;"Ipirá";"Bacia do Jacuípe";1991;"Preta";10,5
"1420";2914109;"Ipupiara";"Irecê";1991;"Preta";2,9
"1421";2914208;"Irajuba";"Vale do Jiquiriçá";1991;"Preta";5,7
"1422";2914307;"Iramaia";"Chapada Diamantina";1991;"Preta";10,4
"1423";2914406;"Iraquara";"Chapada Diamantina";1991;"Preta";10
"1424";2914505;"Irará";"Portal do Sertão";1991;"Preta";16,4
"1425";2914604;"Irecê";"Irecê";1991;"Preta";4,2
"1426";2914653;"Itabela";"Costa do Descobrimento";1991;"Preta";3,6
"1427";2914703;"Itaberaba";"Piemonte do Paraguaçu";1991;"Preta";6,1
"1428";2914802;"Itabuna";"Litoral Sul";1991;"Preta";8,9
"1429";2914901;"Itacaré";"Litoral Sul";1991;"Preta";15,9
"1430";2915007;"Itaeté";"Chapada Diamantina";1991;"Preta";12,8
"1431";2915106;"Itagi";"Médio Rio de Contas";1991;"Preta";7,8
"1432";2915205;"Itagibá";"Médio Rio de Contas";1991;"Preta";9,4
"1433";2915304;"Itagimirim";"Costa do Descobrimento";1991;"Preta";4,2
"1434";2915353;"Itaguaçu da Bahia";"Irecê";1991;"Preta";14,5
"1435";2915403;"Itaju do Colônia";"Litoral Sul";1991;"Preta";9,6
"1436";2915502;"Itajuípe";"Litoral Sul";1991;"Preta";7,4
"1437";2915601;"Itamaraju";"Extremo Sul";1991;"Preta";5,3
"1438";2915700;"Itamari";"Médio Rio de Contas";1991;"Preta";10,4
"1439";2915809;"Itambé";"Médio Sudoeste da Bahia";1991;"Preta";9,6
"1440";2915908;"Itanagra";"Litoral Norte e Agreste Baiano";1991;"Preta";3,6
"1441";2916005;"Itanhém";"Extremo Sul";1991;"Preta";3,7
"1442";2916104;"Itaparica";"Metropolitano de Salvador";1991;"Preta";12,9
"1443";2916203;"Itapé";"Litoral Sul";1991;"Preta";9,4
"1444";2916302;"Itapebi";"Costa do Descobrimento";1991;"Preta";2,2
"1445";2916401;"Itapetinga";"Médio Sudoeste da Bahia";1991;"Preta";6,7
"1446";2916500;"Itapicuru";"Litoral Norte e Agreste Baiano";1991;"Preta";7,4
"1447";2916609;"Itapitanga";"Litoral Sul";1991;"Preta";6,3
"1448";2916708;"Itaquara";"Vale do Jiquiriçá";1991;"Preta";8,8
"1449";2916807;"Itarantim";"Médio Sudoeste da Bahia";1991;"Preta";12,1
"1450";2916856;"Itatim";"Piemonte do Paraguaçu";1991;"Preta";3,3
"1451";2916906;"Itiruçu";"Vale do Jiquiriçá";1991;"Preta";3,1
"1452";2917003;"Itiúba";"Sisal";1991;"Preta";1,7
"1453";2917102;"Itororó";"Médio Sudoeste da Bahia";1991;"Preta";6,6
"1454";2917201;"Ituaçu";"Sertão Produtivo";1991;"Preta";6
"1455";2917300;"Ituberá";"Baixo Sul";1991;"Preta";26,8
"1456";2917334;"Iuiu";"Sertão Produtivo";1991;"Preta";12,6
"1457";2917359;"Jaborandi";"Bacia do Rio Corrente";1991;"Preta";1,6
"1458";2917409;"Jacaraci";"Sudoeste Baiano";1991;"Preta";6,9
"1459";2917508;"Jacobina";"Piemonte da Diamantina";1991;"Preta";8
"1460";2917607;"Jaguaquara";"Vale do Jiquiriçá";1991;"Preta";9,6
"1461";2917706;"Jaguarari";"Piemonte Norte do Itapicuru";1991;"Preta";1,2
"1462";2917805;"Jaguaripe";"Baixo Sul";1991;"Preta";21,9
"1463";2917904;"Jandaíra";"Litoral Norte e Agreste Baiano";1991;"Preta";8,6
"1464";2918001;"Jequié";"Médio Rio de Contas";1991;"Preta";9,9
"1465";2918100;"Jeremoabo";"Semiárido Nordeste II";1991;"Preta";5
"1466";2918209;"Jiquiriçá";"Vale do Jiquiriçá";1991;"Preta";13,3
"1467";2918308;"Jitaúna";"Médio Rio de Contas";1991;"Preta";12,1
"1468";2918357;"João Dourado";"Irecê";1991;"Preta";9,7
"1469";2918407;"Juazeiro";"Sertão do São Francisco";1991;"Preta";5,6
"1470";2918456;"Jucuruçu";"Extremo Sul";1991;"Preta";4,9
"1471";2918506;"Jussara";"Irecê";1991;"Preta";11,1
"1472";2918555;"Jussari";"Litoral Sul";1991;"Preta";6,2
"1473";2918605;"Jussiape";"Chapada Diamantina";1991;"Preta";8,2
"1474";2918704;"Lafayette Coutinho";"Vale do Jiquiriçá";1991;"Preta";3,7
"1475";2919058;"Lagedo do Tabocal";"Vale do Jiquiriçá";1991;"Preta";1,9
"1476";2918753;"Lagoa Real";"Sertão Produtivo";1991;"Preta";13
"1477";2918803;"Laje";"Vale do Jiquiriçá";1991;"Preta";15,7
"1478";2918902;"Lajedão";"Extremo Sul";1991;"Preta";5,2
"1479";2919009;"Lajedinho";"Piemonte do Paraguaçu";1991;"Preta";8,1
"1480";2919108;"Lamarão";"Sisal";1991;"Preta";18,8
"1481";2919157;"Lapão";"Irecê";1991;"Preta";8,7
"1482";2919207;"Lauro de Freitas";"Metropolitano de Salvador";1991;"Preta";14,1
"1483";2919306;"Lençóis";"Chapada Diamantina";1991;"Preta";7,2
"1484";2919405;"Licínio de Almeida";"Sudoeste Baiano";1991;"Preta";4,7
"1485";2919504;"Livramento de N. Senhora";"Sertão Produtivo";1991;"Preta";10
"1486";2919553;"Luís Eduardo Magalhães";"Bacia do Rio Grande";1991;"Preta";NA
"1487";2919603;"Macajuba";"Piemonte do Paraguaçu";1991;"Preta";7,8
"1488";2919702;"Macarani";"Médio Sudoeste da Bahia";1991;"Preta";6,7
"1489";2919801;"Macaúbas";"Bacia do Paramirim";1991;"Preta";6,7
"1490";2919900;"Macururé";"Itaparica";1991;"Preta";1,7
"1491";2919926;"Madre de Deus";"Metropolitano de Salvador";1991;"Preta";5,5
"1492";2919959;"Maetinga";"Sudoeste Baiano";1991;"Preta";4
"1493";2920007;"Maiquinique";"Médio Sudoeste da Bahia";1991;"Preta";6,3
"1494";2920106;"Mairi";"Bacia do Jacuípe";1991;"Preta";6,7
"1495";2920205;"Malhada";"Velho Chico";1991;"Preta";12,2
"1496";2920304;"Malhada de Pedras";"Sertão Produtivo";1991;"Preta";2,8
"1497";2920403;"Manoel Vitorino";"Médio Rio de Contas";1991;"Preta";5,4
"1498";2920452;"Mansidão";"Bacia do Rio Grande";1991;"Preta";3,4
"1499";2920502;"Maracás";"Vale do Jiquiriçá";1991;"Preta";5,6
"1500";2920601;"Maragogipe";"Recôncavo";1991;"Preta";12
"1501";2920700;"Maraú";"Litoral Sul";1991;"Preta";9
"1502";2920809;"Marcionílio Souza";"Chapada Diamantina";1991;"Preta";14,5
"1503";2920908;"Mascote";"Litoral Sul";1991;"Preta";4,9
"1504";2921005;"Mata de São João";"Metropolitano de Salvador";1991;"Preta";13,1
"1505";2921054;"Matina";"Velho Chico";1991;"Preta";17,7
"1506";2921104;"Medeiros Neto";"Extremo Sul";1991;"Preta";3,6
"1507";2921203;"Miguel Calmon";"Piemonte da Diamantina";1991;"Preta";12,4
"1508";2921302;"Milagres";"Vale do Jiquiriçá";1991;"Preta";9,9
"1509";2921401;"Mirangaba";"Piemonte da Diamantina";1991;"Preta";13
"1510";2921450;"Mirante";"Sudoeste Baiano";1991;"Preta";0,7
"1511";2921500;"Monte Santo";"Sisal";1991;"Preta";3,7
"1512";2921609;"Morpará";"Velho Chico";1991;"Preta";25,8
"1513";2921708;"Morro do Chapéu";"Chapada Diamantina";1991;"Preta";11,7
"1514";2921807;"Mortugaba";"Sudoeste Baiano";1991;"Preta";4,8
"1515";2921906;"Mucugê";"Chapada Diamantina";1991;"Preta";8,5
"1516";2922003;"Mucuri";"Extremo Sul";1991;"Preta";6,6
"1517";2922052;"Mulungu do Morro";"Irecê";1991;"Preta";3,2
"1518";2922102;"Mundo Novo";"Piemonte do Paraguaçu";1991;"Preta";10,7
"1519";2922201;"Muniz Ferreira";"Recôncavo";1991;"Preta";19,3
"1520";2922250;"Muquém do São Francisco";"Velho Chico";1991;"Preta";9
"1521";2922300;"Muritiba";"Recôncavo";1991;"Preta";12,5
"1522";2922409;"Mutuípe";"Vale do Jiquiriçá";1991;"Preta";14,1
"1523";2922508;"Nazaré";"Recôncavo";1991;"Preta";17,9
"1524";2922607;"Nilo Peçanha";"Baixo Sul";1991;"Preta";12,2
"1525";2922656;"Nordestina";"Sisal";1991;"Preta";1,6
"1526";2922706;"Nova Canaã";"Médio Sudoeste da Bahia";1991;"Preta";6,4
"1527";2922730;"Nova Fátima";"Bacia do Jacuípe";1991;"Preta";2
"1528";2922755;"Nova Ibiá";"Médio Rio de Contas";1991;"Preta";9,8
"1529";2922805;"Nova Itarana";"Vale do Jiquiriçá";1991;"Preta";4
"1530";2922854;"Nova Redenção";"Chapada Diamantina";1991;"Preta";11,4
"1531";2922904;"Nova Soure";"Semiárido Nordeste II";1991;"Preta";8,4
"1532";2923001;"Nova Viçosa";"Extremo Sul";1991;"Preta";13,2
"1533";2923035;"Novo Horizonte";"Chapada Diamantina";1991;"Preta";4,9
"1534";2923050;"Novo Triunfo";"Semiárido Nordeste II";1991;"Preta";8,5
"1535";2923100;"Olindina";"Litoral Norte e Agreste Baiano";1991;"Preta";3,3
"1536";2923209;"Oliveira dos Brejinhos";"Velho Chico";1991;"Preta";8,6
"1537";2923308;"Ouriçangas";"Litoral Norte e Agreste Baiano";1991;"Preta";56,4
"1538";2923357;"Ourolândia";"Piemonte da Diamantina";1991;"Preta";6,3
"1539";2923407;"Palmas de Monte Alto";"Sertão Produtivo";1991;"Preta";15,1
"1540";2923506;"Palmeiras";"Chapada Diamantina";1991;"Preta";9,8
"1541";2923605;"Paramirim";"Bacia do Paramirim";1991;"Preta";15,5
"1542";2923704;"Paratinga";"Velho Chico";1991;"Preta";8
"1543";2923803;"Paripiranga";"Semiárido Nordeste II";1991;"Preta";2
"1544";2923902;"Pau Brasil";"Litoral Sul";1991;"Preta";8,5
"1545";2924009;"Paulo Afonso";"Itaparica";1991;"Preta";2,1
"1546";2924058;"Pé de Serra";"Bacia do Jacuípe";1991;"Preta";8,1
"1547";2924108;"Pedrão";"Litoral Norte e Agreste Baiano";1991;"Preta";31,7
"1548";2924207;"Pedro Alexandre";"Semiárido Nordeste II";1991;"Preta";1,6
"1549";2924306;"Piatã";"Chapada Diamantina";1991;"Preta";9,3
"1550";2924405;"Pilão Arcado";"Sertão do São Francisco";1991;"Preta";4
"1551";2924504;"Pindaí";"Sertão Produtivo";1991;"Preta";6
"1552";2924603;"Pindobaçu";"Piemonte Norte do Itapicuru";1991;"Preta";3,9
"1553";2924652;"Pintadas";"Bacia do Jacuípe";1991;"Preta";8,5
"1554";2924678;"Piraí do Norte";"Baixo Sul";1991;"Preta";15,1
"1555";2924702;"Piripá";"Sudoeste Baiano";1991;"Preta";1,3
"1556";2924801;"Piritiba";"Piemonte do Paraguaçu";1991;"Preta";9,4
"1557";2924900;"Planaltino";"Vale do Jiquiriçá";1991;"Preta";7,3
"1558";2925006;"Planalto";"Sudoeste Baiano";1991;"Preta";9,8
"1559";2925105;"Poções";"Sudoeste Baiano";1991;"Preta";7,1
"1560";2925204;"Pojuca";"Metropolitano de Salvador";1991;"Preta";12,5
"1561";2925253;"Ponto Novo";"Piemonte Norte do Itapicuru";1991;"Preta";5,5
"1562";2925303;"Porto Seguro";"Costa do Descobrimento";1991;"Preta";7,1
"1563";2925402;"Potiraguá";"Médio Sudoeste da Bahia";1991;"Preta";15,6
"1564";2925501;"Prado";"Extremo Sul";1991;"Preta";12,1
"1565";2925600;"Presidente Dutra";"Irecê";1991;"Preta";4
"1566";2925709;"Presidente Jânio Quadros";"Sudoeste Baiano";1991;"Preta";2,1
"1567";2925758;"Presidente Tancredo Neves";"Baixo Sul";1991;"Preta";12,3
"1568";2925808;"Queimadas";"Sisal";1991;"Preta";4,5
"1569";2925907;"Quijingue";"Sisal";1991;"Preta";1,8
"1570";2925931;"Quixabeira";"Bacia do Jacuípe";1991;"Preta";11,7
"1571";2925956;"Rafael Jambeiro";"Piemonte do Paraguaçu";1991;"Preta";13
"1572";2926004;"Remanso";"Sertão do São Francisco";1991;"Preta";5
"1573";2926103;"Retirolândia";"Sisal";1991;"Preta";2,7
"1574";2926202;"Riachão das Neves";"Bacia do Rio Grande";1991;"Preta";5,2
"1575";2926301;"Riachão do Jacuípe";"Bacia do Jacuípe";1991;"Preta";12,6
"1576";2926400;"Riacho de Santana";"Velho Chico";1991;"Preta";15,7
"1577";2926509;"Ribeira do Amparo";"Semiárido Nordeste II";1991;"Preta";7,2
"1578";2926608;"Ribeira do Pombal";"Semiárido Nordeste II";1991;"Preta";8
"1579";2926657;"Ribeirão do Largo";"Sudoeste Baiano";1991;"Preta";13,3
"1580";2926707;"Rio de Contas";"Chapada Diamantina";1991;"Preta";15,1
"1581";2926806;"Rio do Antônio";"Sertão Produtivo";1991;"Preta";4,4
"1582";2926905;"Rio do Pires";"Bacia do Paramirim";1991;"Preta";5,7
"1583";2927002;"Rio Real";"Litoral Norte e Agreste Baiano";1991;"Preta";3,8
"1584";2927101;"Rodelas";"Itaparica";1991;"Preta";5,6
"1585";2927200;"Ruy Barbosa";"Piemonte do Paraguaçu";1991;"Preta";7,7
"1586";2927309;"Salinas da Margarida";"Recôncavo";1991;"Preta";28,4
"1587";2927408;"Salvador";"Metropolitano de Salvador";1991;"Preta";14,6
"1588";2927507;"Santa Bárbara";"Portal do Sertão";1991;"Preta";7,7
"1589";2927606;"Santa Brígida";"Semiárido Nordeste II";1991;"Preta";7,1
"1590";2927705;"Santa Cruz Cabrália";"Costa do Descobrimento";1991;"Preta";5,2
"1591";2927804;"Santa Cruz da Vitória";"Médio Sudoeste da Bahia";1991;"Preta";4,9
"1592";2927903;"Santa Inês";"Vale do Jiquiriçá";1991;"Preta";16,1
"1593";2928059;"Santa Luzia";"Litoral Sul";1991;"Preta";8,1
"1594";2928109;"Santa Maria da Vitória";"Bacia do Rio Corrente";1991;"Preta";5,3
"1595";2928406;"Santa Rita de Cássia";"Bacia do Rio Grande";1991;"Preta";8,1
"1596";2928505;"Santa Terezinha";"Piemonte do Paraguaçu";1991;"Preta";6,6
"1597";2928000;"Santaluz";"Sisal";1991;"Preta";5,4
"1598";2928208;"Santana";"Bacia do Rio Corrente";1991;"Preta";6,9
"1599";2928307;"Santanópolis";"Portal do Sertão";1991;"Preta";7,2
"1600";2928604;"Santo Amaro";"Recôncavo";1991;"Preta";19,8
"1601";2928703;"Santo Antônio de Jesus";"Recôncavo";1991;"Preta";16,9
"1602";2928802;"Santo Estevão";"Portal do Sertão";1991;"Preta";12,1
"1603";2928901;"São Desidério";"Bacia do Rio Grande";1991;"Preta";13,9
"1604";2928950;"São Domingos";"Sisal";1991;"Preta";1,6
"1605";2929107;"São Felipe";"Recôncavo";1991;"Preta";15,8
"1606";2929008;"São Félix";"Recôncavo";1991;"Preta";18,5
"1607";2929057;"São Félix do Coribe";"Bacia do Rio Corrente";1991;"Preta";5,9
"1608";2929206;"São Francisco do Conde";"Metropolitano de Salvador";1991;"Preta";18,7
"1609";2929255;"São Gabriel";"Irecê";1991;"Preta";2
"1610";2929305;"São Gonçalo dos Campos";"Portal do Sertão";1991;"Preta";25,2
"1611";2929354;"São José da Vitória";"Litoral Sul";1991;"Preta";8,6
"1612";2929370;"São José do Jacuípe";"Bacia do Jacuípe";1991;"Preta";11,1
"1613";2929404;"São Miguel das Matas";"Vale do Jiquiriçá";1991;"Preta";22,5
"1614";2929503;"São Sebastião do Passé";"Metropolitano de Salvador";1991;"Preta";13,6
"1615";2929602;"Sapeaçu";"Recôncavo";1991;"Preta";14,7
"1616";2929701;"Sátiro Dias";"Litoral Norte e Agreste Baiano";1991;"Preta";4,4
"1617";2929750;"Saubara";"Recôncavo";1991;"Preta";9,9
"1618";2929800;"Saúde";"Piemonte da Diamantina";1991;"Preta";7
"1619";2929909;"Seabra";"Chapada Diamantina";1991;"Preta";9,8
"1620";2930006;"Sebastião Laranjeiras";"Sertão Produtivo";1991;"Preta";6,6
"1621";2930105;"Senhor do Bonfim";"Piemonte Norte do Itapicuru";1991;"Preta";3,8
"1622";2930204;"Sento Sé";"Sertão do São Francisco";1991;"Preta";4,9
"1623";2930154;"Serra do Ramalho";"Velho Chico";1991;"Preta";4
"1624";2930303;"Serra Dourada";"Bacia do Rio Corrente";1991;"Preta";4,4
"1625";2930402;"Serra Preta";"Bacia do Jacuípe";1991;"Preta";10,7
"1626";2930501;"Serrinha";"Sisal";1991;"Preta";9,4
"1627";2930600;"Serrolândia";"Piemonte da Diamantina";1991;"Preta";6,6
"1628";2930709;"Simões Filho";"Metropolitano de Salvador";1991;"Preta";12
"1629";2930758;"Sítio do Mato";"Velho Chico";1991;"Preta";6,2
"1630";2930766;"Sítio do Quinto";"Semiárido Nordeste II";1991;"Preta";4,2
"1631";2930774;"Sobradinho";"Sertão do São Francisco";1991;"Preta";4
"1632";2930808;"Souto Soares";"Chapada Diamantina";1991;"Preta";4,9
"1633";2930907;"Tabocas do Brejo Velho";"Bacia do Rio Corrente";1991;"Preta";0,8
"1634";2931004;"Tanhaçu";"Sertão Produtivo";1991;"Preta";6,1
"1635";2931053;"Tanque Novo";"Sertão Produtivo";1991;"Preta";8,6
"1636";2931103;"Tanquinho";"Portal do Sertão";1991;"Preta";17,7
"1637";2931202;"Taperoá";"Baixo Sul";1991;"Preta";21,4
"1638";2931301;"Tapiramutá";"Piemonte do Paraguaçu";1991;"Preta";20,3
"1639";2931350;"Teixeira de Freitas";"Extremo Sul";1991;"Preta";6,1
"1640";2931400;"Teodoro Sampaio";"Portal do Sertão";1991;"Preta";10,3
"1641";2931509;"Teofilândia";"Sisal";1991;"Preta";13,4
"1642";2931608;"Teolândia";"Baixo Sul";1991;"Preta";7,7
"1643";2931707;"Terra Nova";"Portal do Sertão";1991;"Preta";16,8
"1644";2931806;"Tremedal";"Sudoeste Baiano";1991;"Preta";7,9
"1645";2931905;"Tucano";"Sisal";1991;"Preta";3,8
"1646";2932002;"Uauá";"Sertão do São Francisco";1991;"Preta";3,3
"1647";2932101;"Ubaíra";"Vale do Jiquiriçá";1991;"Preta";12,4
"1648";2932200;"Ubaitaba";"Litoral Sul";1991;"Preta";14,9
"1649";2932309;"Ubatã";"Médio Rio de Contas";1991;"Preta";7,8
"1650";2932408;"Uibaí";"Irecê";1991;"Preta";3,7
"1651";2932457;"Umburanas";"Piemonte da Diamantina";1991;"Preta";5,9
"1652";2932507;"Una";"Litoral Sul";1991;"Preta";13,6
"1653";2932606;"Urandi";"Sertão Produtivo";1991;"Preta";12,4
"1654";2932705;"Uruçuca";"Litoral Sul";1991;"Preta";10,4
"1655";2932804;"Utinga";"Chapada Diamantina";1991;"Preta";9,2
"1656";2932903;"Valença";"Baixo Sul";1991;"Preta";15,4
"1657";2933000;"Valente";"Sisal";1991;"Preta";4,5
"1658";2933059;"Várzea da Roça";"Bacia do Jacuípe";1991;"Preta";5,9
"1659";2933109;"Várzea do Poço";"Bacia do Jacuípe";1991;"Preta";4,3
"1660";2933158;"Várzea Nova";"Piemonte da Diamantina";1991;"Preta";4,8
"1661";2933174;"Varzedo";"Recôncavo";1991;"Preta";19,7
"1662";2933208;"Vera Cruz";"Metropolitano de Salvador";1991;"Preta";13,4
"1663";2933257;"Vereda";"Extremo Sul";1991;"Preta";5,1
"1664";2933307;"Vitória da Conquista";"Sudoeste Baiano";1991;"Preta";4,1
"1665";2933406;"Wagner";"Chapada Diamantina";1991;"Preta";9,4
"1666";2933455;"Wanderley";"Bacia do Rio Grande";1991;"Preta";4,1
"1667";2933505;"Wenceslau Guimarães";"Baixo Sul";1991;"Preta";12,6
