;Codigo.do.Municipio;Municipios;Territorios.de.Identidade;Ano;local_natural;total_natural
661;2920502;Maracás;Vale do Jiquiriçá;2000;natural.do.mun;27430
662;2920601;Maragogipe;Recôncavo;2000;natural.do.mun;38792
663;2920700;Maraú;Litoral Sul;2000;natural.do.mun;16516
664;2920809;Marcionílio Souza;Chapada Diamantina;2000;natural.do.mun;7761
665;2920908;Mascote;Litoral Sul;2000;natural.do.mun;9980
666;2921005;Mata de São João;Metropolitano de Salvador;2000;natural.do.mun;24473
667;2921054;Matina;Velho Chico;2000;natural.do.mun;9492
668;2921104;Medeiros Neto;Extremo Sul;2000;natural.do.mun;14081
669;2921203;Miguel Calmon;Piemonte da Diamantina;2000;natural.do.mun;24147
670;2921302;Milagres;Vale do Jiquiriçá;2000;natural.do.mun;9605
671;2921401;Mirangaba;Piemonte da Diamantina;2000;natural.do.mun;12374
672;2921450;Mirante;Sudoeste Baiano;2000;natural.do.mun;12244
673;2921500;Monte Santo;Sisal;2000;natural.do.mun;53455
674;2921609;Morpará;Velho Chico;2000;natural.do.mun;6215
675;2921708;Morro do Chapéu;Chapada Diamantina;2000;natural.do.mun;25242
676;2921807;Mortugaba;Sudoeste Baiano;2000;natural.do.mun;10207
677;2921906;Mucugê;Chapada Diamantina;2000;natural.do.mun;11333
678;2922003;Mucuri;Extremo Sul;2000;natural.do.mun;13452
679;2922052;Mulungu do Morro;Irecê;2000;natural.do.mun;13754
680;2922102;Mundo Novo;Piemonte do Paraguaçu;2000;natural.do.mun;17729
681;2922201;Muniz Ferreira;Recôncavo;2000;natural.do.mun;5603
682;2922250;Muquém do São Francisco;Velho Chico;2000;natural.do.mun;6588
683;2922300;Muritiba;Recôncavo;2000;natural.do.mun;25254
684;2922409;Mutuípe;Vale do Jiquiriçá;2000;natural.do.mun;16616
685;2922508;Nazaré;Recôncavo;2000;natural.do.mun;20323
686;2922607;Nilo Peçanha;Baixo Sul;2000;natural.do.mun;8910
687;2922656;Nordestina;Sisal;2000;natural.do.mun;10432
688;2922706;Nova Canaã;Médio Sudoeste da Bahia;2000;natural.do.mun;12619
689;2922730;Nova Fátima;Bacia do Jacuípe;2000;natural.do.mun;5592
690;2922755;Nova Ibiá;Médio Rio de Contas;2000;natural.do.mun;5318
691;2922805;Nova Itarana;Vale do Jiquiriçá;2000;natural.do.mun;5132
692;2922854;Nova Redenção;Chapada Diamantina;2000;natural.do.mun;6624
693;2922904;Nova Soure;Semiárido Nordeste II;2000;natural.do.mun;20869
694;2923001;Nova Viçosa;Extremo Sul;2000;natural.do.mun;19459
695;2923035;Novo Horizonte;Chapada Diamantina;2000;natural.do.mun;7961
696;2923050;Novo Triunfo;Semiárido Nordeste II;2000;natural.do.mun;13177
697;2923100;Olindina;Litoral Norte e Agreste Baiano;2000;natural.do.mun;18862
698;2923209;Oliveira dos Brejinhos;Velho Chico;2000;natural.do.mun;19136
699;2923308;Ouriçangas;Litoral Norte e Agreste Baiano;2000;natural.do.mun;6515
700;2923357;Ourolândia;Piemonte da Diamantina;2000;natural.do.mun;10654
701;2923407;Palmas de Monte Alto;Sertão Produtivo;2000;natural.do.mun;17122
702;2923506;Palmeiras;Chapada Diamantina;2000;natural.do.mun;6358
703;2923605;Paramirim;Bacia do Paramirim;2000;natural.do.mun;15929
704;2923704;Paratinga;Velho Chico;2000;natural.do.mun;24974
705;2923803;Paripiranga;Semiárido Nordeste II;2000;natural.do.mun;24242
706;2923902;Pau Brasil;Litoral Sul;2000;natural.do.mun;9182
707;2924009;Paulo Afonso;Itaparica;2000;natural.do.mun;56840
708;2924058;Pé de Serra;Bacia do Jacuípe;2000;natural.do.mun;11714
709;2924108;Pedrão;Litoral Norte e Agreste Baiano;2000;natural.do.mun;6463
710;2924207;Pedro Alexandre;Semiárido Nordeste II;2000;natural.do.mun;16162
711;2924306;Piatã;Chapada Diamantina;2000;natural.do.mun;17239
712;2924405;Pilão Arcado;Sertão do São Francisco;2000;natural.do.mun;28282
713;2924504;Pindaí;Sertão Produtivo;2000;natural.do.mun;14253
714;2924603;Pindobaçu;Piemonte Norte do Itapicuru;2000;natural.do.mun;13580
715;2924652;Pintadas;Bacia do Jacuípe;2000;natural.do.mun;9521
716;2924678;Piraí do Norte;Baixo Sul;2000;natural.do.mun;10033
717;2924702;Piripá;Sudoeste Baiano;2000;natural.do.mun;13450
718;2924801;Piritiba;Piemonte do Paraguaçu;2000;natural.do.mun;14912
719;2924900;Planaltino;Vale do Jiquiriçá;2000;natural.do.mun;6802
720;2925006;Planalto;Sudoeste Baiano;2000;natural.do.mun;16298
721;2925105;Poções;Sudoeste Baiano;2000;natural.do.mun;29039
722;2925204;Pojuca;Metropolitano de Salvador;2000;natural.do.mun;19600
723;2925253;Ponto Novo;Piemonte Norte do Itapicuru;2000;natural.do.mun;12041
724;2925303;Porto Seguro;Costa do Descobrimento;2000;natural.do.mun;37831
725;2925402;Potiraguá;Médio Sudoeste da Bahia;2000;natural.do.mun;11698
726;2925501;Prado;Extremo Sul;2000;natural.do.mun;16874
727;2925600;Presidente Dutra;Irecê;2000;natural.do.mun;10732
728;2925709;Presidente Jânio Quadros;Sudoeste Baiano;2000;natural.do.mun;15923
729;2925758;Presidente Tancredo Neves;Baixo Sul;2000;natural.do.mun;15193
730;2925808;Queimadas;Sisal;2000;natural.do.mun;18675
731;2925907;Quijingue;Sisal;2000;natural.do.mun;24195
732;2925931;Quixabeira;Bacia do Jacuípe;2000;natural.do.mun;6776
733;2925956;Rafael Jambeiro;Piemonte do Paraguaçu;2000;natural.do.mun;20100
734;2926004;Remanso;Sertão do São Francisco;2000;natural.do.mun;29946
735;2926103;Retirolândia;Sisal;2000;natural.do.mun;9118
736;2926202;Riachão das Neves;Bacia do Rio Grande;2000;natural.do.mun;18533
737;2926301;Riachão do Jacuípe;Bacia do Jacuípe;2000;natural.do.mun;27119
738;2926400;Riacho de Santana;Velho Chico;2000;natural.do.mun;26505
739;2926509;Ribeira do Amparo;Semiárido Nordeste II;2000;natural.do.mun;12317
740;2926608;Ribeira do Pombal;Semiárido Nordeste II;2000;natural.do.mun;36774
741;2926657;Ribeirão do Largo;Sudoeste Baiano;2000;natural.do.mun;12620
742;2926707;Rio de Contas;Chapada Diamantina;2000;natural.do.mun;12414
743;2926806;Rio do Antônio;Sertão Produtivo;2000;natural.do.mun;13620
744;2926905;Rio do Pires;Bacia do Paramirim;2000;natural.do.mun;11141
745;2927002;Rio Real;Litoral Norte e Agreste Baiano;2000;natural.do.mun;24762
746;2927101;Rodelas;Itaparica;2000;natural.do.mun;3943
747;2927200;Ruy Barbosa;Piemonte do Paraguaçu;2000;natural.do.mun;24190
748;2927309;Salinas da Margarida;Recôncavo;2000;natural.do.mun;8585
749;2927408;Salvador;Metropolitano de Salvador;2000;natural.do.mun;1689981
750;2927507;Santa Bárbara;Portal do Sertão;2000;natural.do.mun;15701
751;2927606;Santa Brígida;Semiárido Nordeste II;2000;natural.do.mun;12140
752;2927705;Santa Cruz Cabrália;Costa do Descobrimento;2000;natural.do.mun;10339
753;2927804;Santa Cruz da Vitória;Médio Sudoeste da Bahia;2000;natural.do.mun;5265
754;2927903;Santa Inês;Vale do Jiquiriçá;2000;natural.do.mun;7316
755;2928059;Santa Luzia;Litoral Sul;2000;natural.do.mun;11049
756;2928109;Santa Maria da Vitória;Bacia do Rio Corrente;2000;natural.do.mun;31424
757;2928406;Santa Rita de Cássia;Bacia do Rio Grande;2000;natural.do.mun;21151
758;2928505;Santa Terezinha;Piemonte do Paraguaçu;2000;natural.do.mun;7584
759;2928000;Santaluz;Sisal;2000;natural.do.mun;25045
760;2928208;Santana;Bacia do Rio Corrente;2000;natural.do.mun;20828
761;2928307;Santanópolis;Portal do Sertão;2000;natural.do.mun;7980
762;2928604;Santo Amaro;Recôncavo;2000;natural.do.mun;47799
763;2928703;Santo Antônio de Jesus;Recôncavo;2000;natural.do.mun;53571
764;2928802;Santo Estevão;Portal do Sertão;2000;natural.do.mun;33291
765;2928901;São Desidério;Bacia do Rio Grande;2000;natural.do.mun;16219
766;2928950;São Domingos;Sisal;2000;natural.do.mun;6797
767;2929107;São Felipe;Recôncavo;2000;natural.do.mun;17463
768;2929008;São Félix;Recôncavo;2000;natural.do.mun;11549
769;2929057;São Félix do Coribe;Bacia do Rio Corrente;2000;natural.do.mun;7587
770;2929206;São Francisco do Conde;Metropolitano de Salvador;2000;natural.do.mun;20119
771;2929255;São Gabriel;Irecê;2000;natural.do.mun;15061
772;2929305;São Gonçalo dos Campos;Portal do Sertão;2000;natural.do.mun;22189
773;2929354;São José da Vitória;Litoral Sul;2000;natural.do.mun;3398
774;2929370;São José do Jacuípe;Bacia do Jacuípe;2000;natural.do.mun;6770
775;2929404;São Miguel das Matas;Vale do Jiquiriçá;2000;natural.do.mun;8295
776;2929503;São Sebastião do Passé;Metropolitano de Salvador;2000;natural.do.mun;31873
777;2929602;Sapeaçu;Recôncavo;2000;natural.do.mun;13089
778;2929701;Sátiro Dias;Litoral Norte e Agreste Baiano;2000;natural.do.mun;15227
779;2929750;Saubara;Recôncavo;2000;natural.do.mun;8164
780;2929800;Saúde;Piemonte da Diamantina;2000;natural.do.mun;8855
781;2929909;Seabra;Chapada Diamantina;2000;natural.do.mun;31434
782;2930006;Sebastião Laranjeiras;Sertão Produtivo;2000;natural.do.mun;6761
783;2930105;Senhor do Bonfim;Piemonte Norte do Itapicuru;2000;natural.do.mun;48821
784;2930204;Sento Sé;Sertão do São Francisco;2000;natural.do.mun;28265
785;2930154;Serra do Ramalho;Velho Chico;2000;natural.do.mun;17450
786;2930303;Serra Dourada;Bacia do Rio Corrente;2000;natural.do.mun;15908
787;2930402;Serra Preta;Bacia do Jacuípe;2000;natural.do.mun;15870
788;2930501;Serrinha;Sisal;2000;natural.do.mun;69546
789;2930600;Serrolândia;Piemonte da Diamantina;2000;natural.do.mun;9745
790;2930709;Simões Filho;Metropolitano de Salvador;2000;natural.do.mun;48037
791;2930758;Sítio do Mato;Velho Chico;2000;natural.do.mun;8174
792;2930766;Sítio do Quinto;Semiárido Nordeste II;2000;natural.do.mun;14276
793;2930774;Sobradinho;Sertão do São Francisco;2000;natural.do.mun;10479
794;2930808;Souto Soares;Chapada Diamantina;2000;natural.do.mun;12915
795;2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;2000;natural.do.mun;10791
796;2931004;Tanhaçu;Sertão Produtivo;2000;natural.do.mun;18175
797;2931053;Tanque Novo;Sertão Produtivo;2000;natural.do.mun;14069
798;2931103;Tanquinho;Portal do Sertão;2000;natural.do.mun;6430
799;2931202;Taperoá;Baixo Sul;2000;natural.do.mun;13578
800;2931301;Tapiramutá;Piemonte do Paraguaçu;2000;natural.do.mun;12912
801;2931350;Teixeira de Freitas;Extremo Sul;2000;natural.do.mun;46659
802;2931400;Teodoro Sampaio;Portal do Sertão;2000;natural.do.mun;7485
803;2931509;Teofilândia;Sisal;2000;natural.do.mun;18066
804;2931608;Teolândia;Baixo Sul;2000;natural.do.mun;10504
805;2931707;Terra Nova;Portal do Sertão;2000;natural.do.mun;11197
806;2931806;Tremedal;Sudoeste Baiano;2000;natural.do.mun;18823
807;2931905;Tucano;Sisal;2000;natural.do.mun;44905
808;2932002;Uauá;Sertão do São Francisco;2000;natural.do.mun;24231
809;2932101;Ubaíra;Vale do Jiquiriçá;2000;natural.do.mun;18433
810;2932200;Ubaitaba;Litoral Sul;2000;natural.do.mun;13408
811;2932309;Ubatã;Médio Rio de Contas;2000;natural.do.mun;15383
812;2932408;Uibaí;Irecê;2000;natural.do.mun;10799
813;2932457;Umburanas;Piemonte da Diamantina;2000;natural.do.mun;12047
814;2932507;Una;Litoral Sul;2000;natural.do.mun;21981
815;2932606;Urandi;Sertão Produtivo;2000;natural.do.mun;13590
816;2932705;Uruçuca;Litoral Sul;2000;natural.do.mun;15632
817;2932804;Utinga;Chapada Diamantina;2000;natural.do.mun;11812
818;2932903;Valença;Baixo Sul;2000;natural.do.mun;57650
819;2933000;Valente;Sisal;2000;natural.do.mun;15604
820;2933059;Várzea da Roça;Bacia do Jacuípe;2000;natural.do.mun;11485
821;2933109;Várzea do Poço;Bacia do Jacuípe;2000;natural.do.mun;5991
822;2933158;Várzea Nova;Piemonte da Diamantina;2000;natural.do.mun;9744
823;2933174;Varzedo;Recôncavo;2000;natural.do.mun;7560
824;2933208;Vera Cruz;Metropolitano de Salvador;2000;natural.do.mun;19180
825;2933257;Vereda;Extremo Sul;2000;natural.do.mun;4672
826;2933307;Vitória da Conquista;Sudoeste Baiano;2000;natural.do.mun;178935
827;2933406;Wagner;Chapada Diamantina;2000;natural.do.mun;5481
828;2933455;Wanderley;Bacia do Rio Grande;2000;natural.do.mun;11882
829;2933505;Wenceslau Guimarães;Baixo Sul;2000;natural.do.mun;19602
830;2933604;Xique-Xique;Irecê;2000;natural.do.mun;35095
831;2900108;Abaíra;Chapada Diamantina;2010;natural.do.mun;6685
832;2900207;Abaré;Itaparica;2010;natural.do.mun;12343
833;2900306;Acajutiba;Litoral Norte e Agreste Baiano;2010;natural.do.mun;10655
834;2900355;Adustina;Semiárido Nordeste II;2010;natural.do.mun;12447
835;2900405;Água Fria;Portal do Sertão;2010;natural.do.mun;12460
836;2900603;Aiquara;Médio Rio de Contas;2010;natural.do.mun;2963
837;2900702;Alagoinhas;Litoral Norte e Agreste Baiano;2010;natural.do.mun;102831
838;2900801;Alcobaça;Extremo Sul;2010;natural.do.mun;14104
839;2900900;Almadina;Litoral Sul;2010;natural.do.mun;4282
840;2901007;Amargosa;Vale do Jiquiriçá;2010;natural.do.mun;25817
841;2901106;Amélia Rodrigues;Portal do Sertão;2010;natural.do.mun;18242
842;2901155;América Dourada;Irecê;2010;natural.do.mun;12365
843;2901205;Anagé;Sudoeste Baiano;2010;natural.do.mun;21370
844;2901304;Andaraí;Chapada Diamantina;2010;natural.do.mun;10395
845;2901353;Andorinha;Piemonte Norte do Itapicuru;2010;natural.do.mun;10635
846;2901403;Angical;Bacia do Rio Grande;2010;natural.do.mun;11346
847;2901502;Anguera;Portal do Sertão;2010;natural.do.mun;8841
848;2901601;Antas;Semiárido Nordeste II;2010;natural.do.mun;15134
849;2901700;Antônio Cardoso;Portal do Sertão;2010;natural.do.mun;10683
850;2901809;Antônio Gonçalves;Piemonte Norte do Itapicuru;2010;natural.do.mun;8089
851;2901908;Aporá;Litoral Norte e Agreste Baiano;2010;natural.do.mun;14427
852;2901957;Apuarema;Médio Rio de Contas;2010;natural.do.mun;5051
853;2902054;Araçás;Litoral Norte e Agreste Baiano;2010;natural.do.mun;9141
854;2902005;Aracatu;Sudoeste Baiano;2010;natural.do.mun;12196
855;2902104;Araci;Sisal;2010;natural.do.mun;43499
856;2902203;Aramari;Litoral Norte e Agreste Baiano;2010;natural.do.mun;8400
857;2902252;Arataca;Litoral Sul;2010;natural.do.mun;5989
858;2902302;Aratuípe;Baixo Sul;2010;natural.do.mun;6574
859;2902401;Aurelino Leal;Litoral Sul;2010;natural.do.mun;8804
860;2902500;Baianópolis;Bacia do Rio Grande;2010;natural.do.mun;11258
861;2902609;Baixa Grande;Bacia do Jacuípe;2010;natural.do.mun;16794
862;2902658;Banzaê;Semiárido Nordeste II;2010;natural.do.mun;10618
863;2902708;Barra;Velho Chico;2010;natural.do.mun;42017
864;2902807;Barra da Estiva;Chapada Diamantina;2010;natural.do.mun;17124
865;2902906;Barra do Choça;Sudoeste Baiano;2010;natural.do.mun;21913
866;2903003;Barra do Mendes;Irecê;2010;natural.do.mun;11611
867;2903102;Barra do Rocha;Médio Rio de Contas;2010;natural.do.mun;4288
868;2903201;Barreiras;Bacia do Rio Grande;2010;natural.do.mun;75441
869;2903235;Barro Alto;Irecê;2010;natural.do.mun;10420
870;2903300;Barro Preto/Lomanto Junior;Litoral Sul;2010;natural.do.mun;4656
871;2903276;Barrocas;Sisal;2010;natural.do.mun;12386
872;2903409;Belmonte;Costa do Descobrimento;2010;natural.do.mun;16315
873;2903508;Belo Campo;Sudoeste Baiano;2010;natural.do.mun;11480
874;2903607;Biritinga;Sisal;2010;natural.do.mun;12624
875;2903706;Boa Nova;Médio Rio de Contas;2010;natural.do.mun;12641
876;2903805;Boa Vista do Tupim;Piemonte do Paraguaçu;2010;natural.do.mun;14174
877;2903904;Bom Jesus da Lapa;Velho Chico;2010;natural.do.mun;45142
878;2903953;Bom Jesus da Serra;Sudoeste Baiano;2010;natural.do.mun;8503
879;2904001;Boninal;Chapada Diamantina;2010;natural.do.mun;11593
880;2904050;Bonito;Chapada Diamantina;2010;natural.do.mun;8611
881;2904100;Boquira;Bacia do Paramirim;2010;natural.do.mun;19676
882;2904209;Botuporã;Bacia do Paramirim;2010;natural.do.mun;10039
883;2904308;Brejões;Vale do Jiquiriçá;2010;natural.do.mun;10528
884;2904407;Brejolândia;Bacia do Rio Corrente;2010;natural.do.mun;9084
885;2904506;Brotas de Macaúbas;Velho Chico;2010;natural.do.mun;9676
886;2904605;Brumado;Sertão Produtivo;2010;natural.do.mun;51987
887;2904704;Buerarema;Litoral Sul;2010;natural.do.mun;14188
888;2904753;Buritirama;Bacia do Rio Grande;2010;natural.do.mun;16054
889;2904803;Caatiba;Médio Sudoeste da Bahia;2010;natural.do.mun;9659
890;2904852;Cabaceiras do Paraguaçu;Recôncavo;2010;natural.do.mun;14957
891;2904902;Cachoeira;Recôncavo;2010;natural.do.mun;23547
892;2905008;Caculé;Sertão Produtivo;2010;natural.do.mun;17280
893;2905107;Caém;Piemonte da Diamantina;2010;natural.do.mun;7464
894;2905156;Caetanos;Sudoeste Baiano;2010;natural.do.mun;12423
895;2905206;Caetité;Sertão Produtivo;2010;natural.do.mun;40509
896;2905305;Cafarnaum;Irecê;2010;natural.do.mun;13376
897;2905404;Cairu;Baixo Sul;2010;natural.do.mun;9479
898;2905503;Caldeirão Grande;Piemonte Norte do Itapicuru;2010;natural.do.mun;10296
899;2905602;Camacan;Litoral Sul;2010;natural.do.mun;19820
900;2905701;Camaçari;Metropolitano de Salvador;2010;natural.do.mun;101858
901;2905800;Camamu;Baixo Sul;2010;natural.do.mun;26198
902;2905909;Campo Alegre de Lourdes;Sertão do São Francisco;2010;natural.do.mun;23694
903;2906006;Campo Formoso;Piemonte Norte do Itapicuru;2010;natural.do.mun;57363
904;2906105;Canápolis;Bacia do Rio Corrente;2010;natural.do.mun;8564
905;2906204;Canarana;Irecê;2010;natural.do.mun;18101
906;2906303;Canavieiras;Litoral Sul;2010;natural.do.mun;24339
907;2906402;Candeal;Sisal;2010;natural.do.mun;7964
908;2906501;Candeias;Metropolitano de Salvador;2010;natural.do.mun;52432
909;2906600;Candiba;Sertão Produtivo;2010;natural.do.mun;11338
910;2906709;Cândido Sales;Sudoeste Baiano;2010;natural.do.mun;20607
911;2906808;Cansanção;Sisal;2010;natural.do.mun;26950
912;2906824;Canudos;Sertão do São Francisco;2010;natural.do.mun;10812
913;2906857;Capela do Alto Alegre;Bacia do Jacuípe;2010;natural.do.mun;8800
914;2906873;Capim Grosso;Bacia do Jacuípe;2010;natural.do.mun;14529
915;2906899;Caraíbas;Sudoeste Baiano;2010;natural.do.mun;8069
916;2906907;Caravelas;Extremo Sul;2010;natural.do.mun;15451
917;2907004;Cardeal da Silva;Litoral Norte e Agreste Baiano;2010;natural.do.mun;6177
918;2907103;Carinhanha;Velho Chico;2010;natural.do.mun;23607
919;2907202;Casa Nova;Sertão do São Francisco;2010;natural.do.mun;49615
920;2907301;Castro Alves;Recôncavo;2010;natural.do.mun;21808
921;2907400;Catolândia;Bacia do Rio Grande;2010;natural.do.mun;1746
922;2907509;Catu;Litoral Norte e Agreste Baiano;2010;natural.do.mun;39886
923;2907558;Caturama;Bacia do Paramirim;2010;natural.do.mun;8307
924;2907608;Central;Irecê;2010;natural.do.mun;13573
925;2907707;Chorrochó;Itaparica;2010;natural.do.mun;9466
926;2907806;Cícero Dantas;Semiárido Nordeste II;2010;natural.do.mun;27382
927;2907905;Cipó;Semiárido Nordeste II;2010;natural.do.mun;11906
928;2908002;Coaraci;Litoral Sul;2010;natural.do.mun;14694
929;2908101;Côcos;Bacia do Rio Corrente;2010;natural.do.mun;15603
930;2908200;Conceição da Feira;Portal do Sertão;2010;natural.do.mun;15957
931;2908309;Conceição do Almeida;Recôncavo;2010;natural.do.mun;15158
932;2908408;Conceição do Coité;Sisal;2010;natural.do.mun;52629
933;2908507;Conceição do Jacuípe;Portal do Sertão;2010;natural.do.mun;19642
934;2908606;Conde;Litoral Norte e Agreste Baiano;2010;natural.do.mun;19172
935;2908705;Condeúba;Sudoeste Baiano;2010;natural.do.mun;14652
936;2908804;Contendas do Sincorá;Sertão Produtivo;2010;natural.do.mun;3241
937;2908903;Coração de Maria;Portal do Sertão;2010;natural.do.mun;20221
938;2909000;Cordeiros;Sudoeste Baiano;2010;natural.do.mun;6937
939;2909109;Coribe;Bacia do Rio Corrente;2010;natural.do.mun;10714
940;2909208;Coronel João Sá;Semiárido Nordeste II;2010;natural.do.mun;13745
941;2909307;Correntina;Bacia do Rio Corrente;2010;natural.do.mun;24517
942;2909406;Cotegipe;Bacia do Rio Grande;2010;natural.do.mun;11090
943;2909505;Cravolândia;Vale do Jiquiriçá;2010;natural.do.mun;3668
944;2909604;Crisópolis;Litoral Norte e Agreste Baiano;2010;natural.do.mun;17324
945;2909703;Cristópolis;Bacia do Rio Grande;2010;natural.do.mun;10479
946;2909802;Cruz das Almas;Recôncavo;2010;natural.do.mun;42176
947;2909901;Curaçá;Sertão do São Francisco;2010;natural.do.mun;25679
948;2910008;Dário Meira;Médio Rio de Contas;2010;natural.do.mun;10013
949;2910057;Dias d'Ávila;Metropolitano de Salvador;2010;natural.do.mun;19774
950;2910107;Dom Basílio;Sertão Produtivo;2010;natural.do.mun;10258
951;2910206;Dom Macedo Costa;Recôncavo;2010;natural.do.mun;3028
952;2910305;Elísio Medrado;Vale do Jiquiriçá;2010;natural.do.mun;6498
953;2910404;Encruzilhada;Sudoeste Baiano;2010;natural.do.mun;16486
954;2910503;Entre Rios;Litoral Norte e Agreste Baiano;2010;natural.do.mun;29513
955;2900504;Érico Cardoso;Bacia do Paramirim;2010;natural.do.mun;10272
956;2910602;Esplanada;Litoral Norte e Agreste Baiano;2010;natural.do.mun;23181
957;2910701;Euclides da Cunha;Semiárido Nordeste II;2010;natural.do.mun;46531
958;2910727;Eunápolis;Costa do Descobrimento;2010;natural.do.mun;52816
959;2910750;Fátima;Semiárido Nordeste II;2010;natural.do.mun;14167
960;2910776;Feira da Mata;Velho Chico;2010;natural.do.mun;5305
961;2910800;Feira de Santana;Portal do Sertão;2010;natural.do.mun;371443
962;2910859;Filadélfia;Piemonte Norte do Itapicuru;2010;natural.do.mun;11821
963;2910909;Firmino Alves;Médio Sudoeste da Bahia;2010;natural.do.mun;3353
964;2911006;Floresta Azul;Litoral Sul;2010;natural.do.mun;8251
965;2911105;Formosa do Rio Preto;Bacia do Rio Grande;2010;natural.do.mun;17408
966;2911204;Gandu;Baixo Sul;2010;natural.do.mun;19816
967;2911253;Gavião;Bacia do Jacuípe;2010;natural.do.mun;3678
968;2911303;Gentio do Ouro;Irecê;2010;natural.do.mun;8613
969;2911402;Glória;Itaparica;2010;natural.do.mun;10803
970;2911501;Gongogi;Médio Rio de Contas;2010;natural.do.mun;5097
971;2911600;Governador Mangabeira;Recôncavo;2010;natural.do.mun;14155
972;2911659;Guajeru;Sudoeste Baiano;2010;natural.do.mun;9436
973;2911709;Guanambi;Sertão Produtivo;2010;natural.do.mun;57266
974;2911808;Guaratinga;Costa do Descobrimento;2010;natural.do.mun;15931
975;2911857;Heliópolis;Semiárido Nordeste II;2010;natural.do.mun;10801
976;2911907;Iaçu;Piemonte do Paraguaçu;2010;natural.do.mun;18555
977;2912004;Ibiassucê;Sertão Produtivo;2010;natural.do.mun;8783
978;2912103;Ibicaraí;Litoral Sul;2010;natural.do.mun;17028
979;2912202;Ibicoara;Chapada Diamantina;2010;natural.do.mun;8879
980;2912301;Ibicuí;Médio Sudoeste da Bahia;2010;natural.do.mun;11161
981;2912400;Ibipeba;Irecê;2010;natural.do.mun;13539
982;2912509;Ibipitanga;Bacia do Paramirim;2010;natural.do.mun;11545
983;2912608;Ibiquera;Piemonte do Paraguaçu;2010;natural.do.mun;3746
984;2912707;Ibirapitanga;Baixo Sul;2010;natural.do.mun;14332
985;2912806;Ibirapoã;Extremo Sul;2010;natural.do.mun;4547
986;2912905;Ibirataia;Médio Rio de Contas;2010;natural.do.mun;13765
987;2913002;Ibitiara;Chapada Diamantina;2010;natural.do.mun;14152
988;2913101;Ibititá;Irecê;2010;natural.do.mun;14034
989;2913200;Ibotirama;Velho Chico;2010;natural.do.mun;16615
990;2913309;Ichu;Sisal;2010;natural.do.mun;4169
991;2913408;Igaporã;Velho Chico;2010;natural.do.mun;12608
992;2913457;Igrapiúna;Baixo Sul;2010;natural.do.mun;9122
993;2913507;Iguaí;Médio Sudoeste da Bahia;2010;natural.do.mun;20867
994;2913606;Ilhéus;Litoral Sul;2010;natural.do.mun;121771
995;2913705;Inhambupe;Litoral Norte e Agreste Baiano;2010;natural.do.mun;29135
996;2913804;Ipecaetá;Portal do Sertão;2010;natural.do.mun;14197
997;2913903;Ipiaú;Médio Rio de Contas;2010;natural.do.mun;28323
998;2914000;Ipirá;Bacia do Jacuípe;2010;natural.do.mun;53270
999;2914109;Ipupiara;Irecê;2010;natural.do.mun;7441
1000;2914208;Irajuba;Vale do Jiquiriçá;2010;natural.do.mun;5521
1001;2914307;Iramaia;Chapada Diamantina;2010;natural.do.mun;9541
1002;2914406;Iraquara;Chapada Diamantina;2010;natural.do.mun;19254
1003;2914505;Irará;Portal do Sertão;2010;natural.do.mun;22655
1004;2914604;Irecê;Irecê;2010;natural.do.mun;38066
1005;2914653;Itabela;Costa do Descobrimento;2010;natural.do.mun;15281
1006;2914703;Itaberaba;Piemonte do Paraguaçu;2010;natural.do.mun;43273
1007;2914802;Itabuna;Litoral Sul;2010;natural.do.mun;130704
1008;2914901;Itacaré;Litoral Sul;2010;natural.do.mun;15075
1009;2915007;Itaeté;Chapada Diamantina;2010;natural.do.mun;10600
1010;2915106;Itagi;Médio Rio de Contas;2010;natural.do.mun;10170
1011;2915205;Itagibá;Médio Rio de Contas;2010;natural.do.mun;10814
1012;2915304;Itagimirim;Costa do Descobrimento;2010;natural.do.mun;3617
1013;2915353;Itaguaçu da Bahia;Irecê;2010;natural.do.mun;8679
1014;2915403;Itaju do Colônia;Litoral Sul;2010;natural.do.mun;4284
1015;2915502;Itajuípe;Litoral Sul;2010;natural.do.mun;13147
1016;2915601;Itamaraju;Extremo Sul;2010;natural.do.mun;41201
1017;2915700;Itamari;Médio Rio de Contas;2010;natural.do.mun;5448
1018;2915809;Itambé;Médio Sudoeste da Bahia;2010;natural.do.mun;18546
1019;2915908;Itanagra;Litoral Norte e Agreste Baiano;2010;natural.do.mun;4941
1020;2916005;Itanhém;Extremo Sul;2010;natural.do.mun;14376
1021;2916104;Itaparica;Metropolitano de Salvador;2010;natural.do.mun;12966
1022;2916203;Itapé;Litoral Sul;2010;natural.do.mun;7927
1023;2916302;Itapebi;Costa do Descobrimento;2010;natural.do.mun;6096
1024;2916401;Itapetinga;Médio Sudoeste da Bahia;2010;natural.do.mun;44762
1025;2916500;Itapicuru;Litoral Norte e Agreste Baiano;2010;natural.do.mun;25428
1026;2916609;Itapitanga;Litoral Sul;2010;natural.do.mun;8489
1027;2916708;Itaquara;Vale do Jiquiriçá;2010;natural.do.mun;5934
1028;2916807;Itarantim;Médio Sudoeste da Bahia;2010;natural.do.mun;12736
1029;2916856;Itatim;Piemonte do Paraguaçu;2010;natural.do.mun;11268
