;Codigo.do.Municipio;Municipios;Territorios.de.Identidade;Ano;situacao_conjugal;total_civil
1115;2923001;Nova Viçosa;Extremo Sul;2000;separado_jud;281
1116;2923035;Novo Horizonte;Chapada Diamantina;2000;separado_jud;39
1117;2923050;Novo Triunfo;Semiárido Nordeste II;2000;separado_jud;20
1118;2923100;Olindina;Litoral Norte e Agreste Baiano;2000;separado_jud;168
1119;2923209;Oliveira dos Brejinhos;Velho Chico;2000;separado_jud;100
1120;2923308;Ouriçangas;Litoral Norte e Agreste Baiano;2000;separado_jud;18
1121;2923357;Ourolândia;Piemonte da Diamantina;2000;separado_jud;76
1122;2923407;Palmas de Monte Alto;Sertão Produtivo;2000;separado_jud;141
1123;2923506;Palmeiras;Chapada Diamantina;2000;separado_jud;44
1124;2923605;Paramirim;Bacia do Paramirim;2000;separado_jud;159
1125;2923704;Paratinga;Velho Chico;2000;separado_jud;180
1126;2923803;Paripiranga;Semiárido Nordeste II;2000;separado_jud;101
1127;2923902;Pau Brasil;Litoral Sul;2000;separado_jud;57
1128;2924009;Paulo Afonso;Itaparica;2000;separado_jud;1233
1129;2924058;Pé de Serra;Bacia do Jacuípe;2000;separado_jud;111
1130;2924108;Pedrão;Litoral Norte e Agreste Baiano;2000;separado_jud;25
1131;2924207;Pedro Alexandre;Semiárido Nordeste II;2000;separado_jud;48
1132;2924306;Piatã;Chapada Diamantina;2000;separado_jud;151
1133;2924405;Pilão Arcado;Sertão do São Francisco;2000;separado_jud;122
1134;2924504;Pindaí;Sertão Produtivo;2000;separado_jud;102
1135;2924603;Pindobaçu;Piemonte Norte do Itapicuru;2000;separado_jud;188
1136;2924652;Pintadas;Bacia do Jacuípe;2000;separado_jud;58
1137;2924678;Piraí do Norte;Baixo Sul;2000;separado_jud;NA
1138;2924702;Piripá;Sudoeste Baiano;2000;separado_jud;19
1139;2924801;Piritiba;Piemonte do Paraguaçu;2000;separado_jud;114
1140;2924900;Planaltino;Vale do Jiquiriçá;2000;separado_jud;45
1141;2925006;Planalto;Sudoeste Baiano;2000;separado_jud;226
1142;2925105;Poções;Sudoeste Baiano;2000;separado_jud;377
1143;2925204;Pojuca;Metropolitano de Salvador;2000;separado_jud;235
1144;2925253;Ponto Novo;Piemonte Norte do Itapicuru;2000;separado_jud;165
1145;2925303;Porto Seguro;Costa do Descobrimento;2000;separado_jud;737
1146;2925402;Potiraguá;Médio Sudoeste da Bahia;2000;separado_jud;95
1147;2925501;Prado;Extremo Sul;2000;separado_jud;234
1148;2925600;Presidente Dutra;Irecê;2000;separado_jud;43
1149;2925709;Presidente Jânio Quadros;Sudoeste Baiano;2000;separado_jud;121
1150;2925758;Presidente Tancredo Neves;Baixo Sul;2000;separado_jud;45
1151;2925808;Queimadas;Sisal;2000;separado_jud;175
1152;2925907;Quijingue;Sisal;2000;separado_jud;80
1153;2925931;Quixabeira;Bacia do Jacuípe;2000;separado_jud;21
1154;2925956;Rafael Jambeiro;Piemonte do Paraguaçu;2000;separado_jud;29
1155;2926004;Remanso;Sertão do São Francisco;2000;separado_jud;223
1156;2926103;Retirolândia;Sisal;2000;separado_jud;85
1157;2926202;Riachão das Neves;Bacia do Rio Grande;2000;separado_jud;95
1158;2926301;Riachão do Jacuípe;Bacia do Jacuípe;2000;separado_jud;345
1159;2926400;Riacho de Santana;Velho Chico;2000;separado_jud;125
1160;2926509;Ribeira do Amparo;Semiárido Nordeste II;2000;separado_jud;49
1161;2926608;Ribeira do Pombal;Semiárido Nordeste II;2000;separado_jud;381
1162;2926657;Ribeirão do Largo;Sudoeste Baiano;2000;separado_jud;59
1163;2926707;Rio de Contas;Chapada Diamantina;2000;separado_jud;75
1164;2926806;Rio do Antônio;Sertão Produtivo;2000;separado_jud;53
1165;2926905;Rio do Pires;Bacia do Paramirim;2000;separado_jud;105
1166;2927002;Rio Real;Litoral Norte e Agreste Baiano;2000;separado_jud;237
1167;2927101;Rodelas;Itaparica;2000;separado_jud;69
1168;2927200;Ruy Barbosa;Piemonte do Paraguaçu;2000;separado_jud;330
1169;2927309;Salinas da Margarida;Recôncavo;2000;separado_jud;65
1170;2927408;Salvador;Metropolitano de Salvador;2000;separado_jud;30947
1171;2927507;Santa Bárbara;Portal do Sertão;2000;separado_jud;135
1172;2927606;Santa Brígida;Semiárido Nordeste II;2000;separado_jud;98
1173;2927705;Santa Cruz Cabrália;Costa do Descobrimento;2000;separado_jud;139
1174;2927804;Santa Cruz da Vitória;Médio Sudoeste da Bahia;2000;separado_jud;25
1175;2927903;Santa Inês;Vale do Jiquiriçá;2000;separado_jud;65
1176;2928059;Santa Luzia;Litoral Sul;2000;separado_jud;38
1177;2928109;Santa Maria da Vitória;Bacia do Rio Corrente;2000;separado_jud;272
1178;2928406;Santa Rita de Cássia;Bacia do Rio Grande;2000;separado_jud;117
1179;2928505;Santa Terezinha;Piemonte do Paraguaçu;2000;separado_jud;40
1180;2928000;Santaluz;Sisal;2000;separado_jud;209
1181;2928208;Santana;Bacia do Rio Corrente;2000;separado_jud;269
1182;2928307;Santanópolis;Portal do Sertão;2000;separado_jud;39
1183;2928604;Santo Amaro;Recôncavo;2000;separado_jud;346
1184;2928703;Santo Antônio de Jesus;Recôncavo;2000;separado_jud;649
1185;2928802;Santo Estevão;Portal do Sertão;2000;separado_jud;155
1186;2928901;São Desidério;Bacia do Rio Grande;2000;separado_jud;92
1187;2928950;São Domingos;Sisal;2000;separado_jud;51
1188;2929107;São Felipe;Recôncavo;2000;separado_jud;47
1189;2929008;São Félix;Recôncavo;2000;separado_jud;67
1190;2929057;São Félix do Coribe;Bacia do Rio Corrente;2000;separado_jud;124
1191;2929206;São Francisco do Conde;Metropolitano de Salvador;2000;separado_jud;161
1192;2929255;São Gabriel;Irecê;2000;separado_jud;115
1193;2929305;São Gonçalo dos Campos;Portal do Sertão;2000;separado_jud;137
1194;2929354;São José da Vitória;Litoral Sul;2000;separado_jud;33
1195;2929370;São José do Jacuípe;Bacia do Jacuípe;2000;separado_jud;37
1196;2929404;São Miguel das Matas;Vale do Jiquiriçá;2000;separado_jud;83
1197;2929503;São Sebastião do Passé;Metropolitano de Salvador;2000;separado_jud;224
1198;2929602;Sapeaçu;Recôncavo;2000;separado_jud;111
1199;2929701;Sátiro Dias;Litoral Norte e Agreste Baiano;2000;separado_jud;61
1200;2929750;Saubara;Recôncavo;2000;separado_jud;33
1201;2929800;Saúde;Piemonte da Diamantina;2000;separado_jud;48
1202;2929909;Seabra;Chapada Diamantina;2000;separado_jud;223
1203;2930006;Sebastião Laranjeiras;Sertão Produtivo;2000;separado_jud;38
1204;2930105;Senhor do Bonfim;Piemonte Norte do Itapicuru;2000;separado_jud;967
1205;2930204;Sento Sé;Sertão do São Francisco;2000;separado_jud;86
1206;2930154;Serra do Ramalho;Velho Chico;2000;separado_jud;125
1207;2930303;Serra Dourada;Bacia do Rio Corrente;2000;separado_jud;126
1208;2930402;Serra Preta;Bacia do Jacuípe;2000;separado_jud;55
1209;2930501;Serrinha;Sisal;2000;separado_jud;884
1210;2930600;Serrolândia;Piemonte da Diamantina;2000;separado_jud;102
1211;2930709;Simões Filho;Metropolitano de Salvador;2000;separado_jud;559
1212;2930758;Sítio do Mato;Velho Chico;2000;separado_jud;81
1213;2930766;Sítio do Quinto;Semiárido Nordeste II;2000;separado_jud;36
1214;2930774;Sobradinho;Sertão do São Francisco;2000;separado_jud;183
1215;2930808;Souto Soares;Chapada Diamantina;2000;separado_jud;9
1216;2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;2000;separado_jud;79
1217;2931004;Tanhaçu;Sertão Produtivo;2000;separado_jud;196
1218;2931053;Tanque Novo;Sertão Produtivo;2000;separado_jud;25
1219;2931103;Tanquinho;Portal do Sertão;2000;separado_jud;55
1220;2931202;Taperoá;Baixo Sul;2000;separado_jud;40
1221;2931301;Tapiramutá;Piemonte do Paraguaçu;2000;separado_jud;14
1222;2931350;Teixeira de Freitas;Extremo Sul;2000;separado_jud;950
1223;2931400;Teodoro Sampaio;Portal do Sertão;2000;separado_jud;49
1224;2931509;Teofilândia;Sisal;2000;separado_jud;127
1225;2931608;Teolândia;Baixo Sul;2000;separado_jud;49
1226;2931707;Terra Nova;Portal do Sertão;2000;separado_jud;56
1227;2931806;Tremedal;Sudoeste Baiano;2000;separado_jud;80
1228;2931905;Tucano;Sisal;2000;separado_jud;275
1229;2932002;Uauá;Sertão do São Francisco;2000;separado_jud;105
1230;2932101;Ubaíra;Vale do Jiquiriçá;2000;separado_jud;70
1231;2932200;Ubaitaba;Litoral Sul;2000;separado_jud;201
1232;2932309;Ubatã;Médio Rio de Contas;2000;separado_jud;108
1233;2932408;Uibaí;Irecê;2000;separado_jud;55
1234;2932457;Umburanas;Piemonte da Diamantina;2000;separado_jud;22
1235;2932507;Una;Litoral Sul;2000;separado_jud;116
1236;2932606;Urandi;Sertão Produtivo;2000;separado_jud;79
1237;2932705;Uruçuca;Litoral Sul;2000;separado_jud;99
1238;2932804;Utinga;Chapada Diamantina;2000;separado_jud;109
1239;2932903;Valença;Baixo Sul;2000;separado_jud;502
1240;2933000;Valente;Sisal;2000;separado_jud;157
1241;2933059;Várzea da Roça;Bacia do Jacuípe;2000;separado_jud;230
1242;2933109;Várzea do Poço;Bacia do Jacuípe;2000;separado_jud;17
1243;2933158;Várzea Nova;Piemonte da Diamantina;2000;separado_jud;94
1244;2933174;Varzedo;Recôncavo;2000;separado_jud;33
1245;2933208;Vera Cruz;Metropolitano de Salvador;2000;separado_jud;240
1246;2933257;Vereda;Extremo Sul;2000;separado_jud;75
1247;2933307;Vitória da Conquista;Sudoeste Baiano;2000;separado_jud;2965
1248;2933406;Wagner;Chapada Diamantina;2000;separado_jud;50
1249;2933455;Wanderley;Bacia do Rio Grande;2000;separado_jud;37
1250;2933505;Wenceslau Guimarães;Baixo Sul;2000;separado_jud;78
1251;2933604;Xique-Xique;Irecê;2000;separado_jud;226
1252;2900108;Abaíra;Chapada Diamantina;2010;separado_jud;54
1253;2900207;Abaré;Itaparica;2010;separado_jud;122
1254;2900306;Acajutiba;Litoral Norte e Agreste Baiano;2010;separado_jud;85
1255;2900355;Adustina;Semiárido Nordeste II;2010;separado_jud;83
1256;2900405;Água Fria;Portal do Sertão;2010;separado_jud;76
1257;2900603;Aiquara;Médio Rio de Contas;2010;separado_jud;23
1258;2900702;Alagoinhas;Litoral Norte e Agreste Baiano;2010;separado_jud;1577
1259;2900801;Alcobaça;Extremo Sul;2010;separado_jud;94
1260;2900900;Almadina;Litoral Sul;2010;separado_jud;14
1261;2901007;Amargosa;Vale do Jiquiriçá;2010;separado_jud;214
1262;2901106;Amélia Rodrigues;Portal do Sertão;2010;separado_jud;241
1263;2901155;América Dourada;Irecê;2010;separado_jud;87
1264;2901205;Anagé;Sudoeste Baiano;2010;separado_jud;271
1265;2901304;Andaraí;Chapada Diamantina;2010;separado_jud;82
1266;2901353;Andorinha;Piemonte Norte do Itapicuru;2010;separado_jud;139
1267;2901403;Angical;Bacia do Rio Grande;2010;separado_jud;90
1268;2901502;Anguera;Portal do Sertão;2010;separado_jud;23
1269;2901601;Antas;Semiárido Nordeste II;2010;separado_jud;109
1270;2901700;Antônio Cardoso;Portal do Sertão;2010;separado_jud;26
1271;2901809;Antônio Gonçalves;Piemonte Norte do Itapicuru;2010;separado_jud;47
1272;2901908;Aporá;Litoral Norte e Agreste Baiano;2010;separado_jud;128
1273;2901957;Apuarema;Médio Rio de Contas;2010;separado_jud;33
1274;2902054;Araçás;Litoral Norte e Agreste Baiano;2010;separado_jud;52
1275;2902005;Aracatu;Sudoeste Baiano;2010;separado_jud;136
1276;2902104;Araci;Sisal;2010;separado_jud;269
1277;2902203;Aramari;Litoral Norte e Agreste Baiano;2010;separado_jud;58
1278;2902252;Arataca;Litoral Sul;2010;separado_jud;26
1279;2902302;Aratuípe;Baixo Sul;2010;separado_jud;33
1280;2902401;Aurelino Leal;Litoral Sul;2010;separado_jud;70
1281;2902500;Baianópolis;Bacia do Rio Grande;2010;separado_jud;96
1282;2902609;Baixa Grande;Bacia do Jacuípe;2010;separado_jud;130
1283;2902658;Banzaê;Semiárido Nordeste II;2010;separado_jud;73
1284;2902708;Barra;Velho Chico;2010;separado_jud;265
1285;2902807;Barra da Estiva;Chapada Diamantina;2010;separado_jud;157
1286;2902906;Barra do Choça;Sudoeste Baiano;2010;separado_jud;502
1287;2903003;Barra do Mendes;Irecê;2010;separado_jud;71
1288;2903102;Barra do Rocha;Médio Rio de Contas;2010;separado_jud;26
1289;2903201;Barreiras;Bacia do Rio Grande;2010;separado_jud;1432
1290;2903235;Barro Alto;Irecê;2010;separado_jud;54
1291;2903300;Barro Preto/Lomanto Junior;Litoral Sul;2010;separado_jud;3
1292;2903276;Barrocas;Sisal;2010;separado_jud;155
1293;2903409;Belmonte;Costa do Descobrimento;2010;separado_jud;121
1294;2903508;Belo Campo;Sudoeste Baiano;2010;separado_jud;318
1295;2903607;Biritinga;Sisal;2010;separado_jud;109
1296;2903706;Boa Nova;Médio Rio de Contas;2010;separado_jud;115
1297;2903805;Boa Vista do Tupim;Piemonte do Paraguaçu;2010;separado_jud;99
1298;2903904;Bom Jesus da Lapa;Velho Chico;2010;separado_jud;553
1299;2903953;Bom Jesus da Serra;Sudoeste Baiano;2010;separado_jud;95
1300;2904001;Boninal;Chapada Diamantina;2010;separado_jud;67
1301;2904050;Bonito;Chapada Diamantina;2010;separado_jud;84
1302;2904100;Boquira;Bacia do Paramirim;2010;separado_jud;75
1303;2904209;Botuporã;Bacia do Paramirim;2010;separado_jud;108
1304;2904308;Brejões;Vale do Jiquiriçá;2010;separado_jud;94
1305;2904407;Brejolândia;Bacia do Rio Corrente;2010;separado_jud;93
1306;2904506;Brotas de Macaúbas;Velho Chico;2010;separado_jud;69
1307;2904605;Brumado;Sertão Produtivo;2010;separado_jud;550
1308;2904704;Buerarema;Litoral Sul;2010;separado_jud;125
1309;2904753;Buritirama;Bacia do Rio Grande;2010;separado_jud;89
1310;2904803;Caatiba;Médio Sudoeste da Bahia;2010;separado_jud;62
1311;2904852;Cabaceiras do Paraguaçu;Recôncavo;2010;separado_jud;133
1312;2904902;Cachoeira;Recôncavo;2010;separado_jud;196
1313;2905008;Caculé;Sertão Produtivo;2010;separado_jud;276
1314;2905107;Caém;Piemonte da Diamantina;2010;separado_jud;55
1315;2905156;Caetanos;Sudoeste Baiano;2010;separado_jud;72
1316;2905206;Caetité;Sertão Produtivo;2010;separado_jud;539
1317;2905305;Cafarnaum;Irecê;2010;separado_jud;99
1318;2905404;Cairu;Baixo Sul;2010;separado_jud;61
1319;2905503;Caldeirão Grande;Piemonte Norte do Itapicuru;2010;separado_jud;71
1320;2905602;Camacan;Litoral Sul;2010;separado_jud;184
1321;2905701;Camaçari;Metropolitano de Salvador;2010;separado_jud;2076
1322;2905800;Camamu;Baixo Sul;2010;separado_jud;101
1323;2905909;Campo Alegre de Lourdes;Sertão do São Francisco;2010;separado_jud;335
1324;2906006;Campo Formoso;Piemonte Norte do Itapicuru;2010;separado_jud;468
1325;2906105;Canápolis;Bacia do Rio Corrente;2010;separado_jud;37
1326;2906204;Canarana;Irecê;2010;separado_jud;179
1327;2906303;Canavieiras;Litoral Sul;2010;separado_jud;390
1328;2906402;Candeal;Sisal;2010;separado_jud;81
1329;2906501;Candeias;Metropolitano de Salvador;2010;separado_jud;748
1330;2906600;Candiba;Sertão Produtivo;2010;separado_jud;196
1331;2906709;Cândido Sales;Sudoeste Baiano;2010;separado_jud;313
1332;2906808;Cansanção;Sisal;2010;separado_jud;115
1333;2906824;Canudos;Sertão do São Francisco;2010;separado_jud;145
1334;2906857;Capela do Alto Alegre;Bacia do Jacuípe;2010;separado_jud;117
1335;2906873;Capim Grosso;Bacia do Jacuípe;2010;separado_jud;252
1336;2906899;Caraíbas;Sudoeste Baiano;2010;separado_jud;62
1337;2906907;Caravelas;Extremo Sul;2010;separado_jud;123
1338;2907004;Cardeal da Silva;Litoral Norte e Agreste Baiano;2010;separado_jud;34
1339;2907103;Carinhanha;Velho Chico;2010;separado_jud;160
1340;2907202;Casa Nova;Sertão do São Francisco;2010;separado_jud;297
1341;2907301;Castro Alves;Recôncavo;2010;separado_jud;218
1342;2907400;Catolândia;Bacia do Rio Grande;2010;separado_jud;27
1343;2907509;Catu;Litoral Norte e Agreste Baiano;2010;separado_jud;202
1344;2907558;Caturama;Bacia do Paramirim;2010;separado_jud;104
1345;2907608;Central;Irecê;2010;separado_jud;104
1346;2907707;Chorrochó;Itaparica;2010;separado_jud;93
1347;2907806;Cícero Dantas;Semiárido Nordeste II;2010;separado_jud;161
1348;2907905;Cipó;Semiárido Nordeste II;2010;separado_jud;106
1349;2908002;Coaraci;Litoral Sul;2010;separado_jud;93
1350;2908101;Côcos;Bacia do Rio Corrente;2010;separado_jud;149
1351;2908200;Conceição da Feira;Portal do Sertão;2010;separado_jud;208
1352;2908309;Conceição do Almeida;Recôncavo;2010;separado_jud;118
1353;2908408;Conceição do Coité;Sisal;2010;separado_jud;688
1354;2908507;Conceição do Jacuípe;Portal do Sertão;2010;separado_jud;389
1355;2908606;Conde;Litoral Norte e Agreste Baiano;2010;separado_jud;102
1356;2908705;Condeúba;Sudoeste Baiano;2010;separado_jud;125
1357;2908804;Contendas do Sincorá;Sertão Produtivo;2010;separado_jud;15
1358;2908903;Coração de Maria;Portal do Sertão;2010;separado_jud;140
1359;2909000;Cordeiros;Sudoeste Baiano;2010;separado_jud;68
1360;2909109;Coribe;Bacia do Rio Corrente;2010;separado_jud;89
1361;2909208;Coronel João Sá;Semiárido Nordeste II;2010;separado_jud;56
1362;2909307;Correntina;Bacia do Rio Corrente;2010;separado_jud;324
1363;2909406;Cotegipe;Bacia do Rio Grande;2010;separado_jud;44
1364;2909505;Cravolândia;Vale do Jiquiriçá;2010;separado_jud;12
1365;2909604;Crisópolis;Litoral Norte e Agreste Baiano;2010;separado_jud;181
1366;2909703;Cristópolis;Bacia do Rio Grande;2010;separado_jud;120
1367;2909802;Cruz das Almas;Recôncavo;2010;separado_jud;680
1368;2909901;Curaçá;Sertão do São Francisco;2010;separado_jud;274
1369;2910008;Dário Meira;Médio Rio de Contas;2010;separado_jud;60
1370;2910057;Dias D'Ávila;Metropolitano de Salvador;2010;separado_jud;435
1371;2910107;Dom Basílio;Sertão Produtivo;2010;separado_jud;41
1372;2910206;Dom Macedo Costa;Recôncavo;2010;separado_jud;21
1373;2910305;Elísio Medrado;Vale do Jiquiriçá;2010;separado_jud;48
1374;2910404;Encruzilhada;Sudoeste Baiano;2010;separado_jud;275
1375;2910503;Entre Rios;Litoral Norte e Agreste Baiano;2010;separado_jud;261
1376;2900504;Érico Cardoso;Bacia do Paramirim;2010;separado_jud;54
1377;2910602;Esplanada;Litoral Norte e Agreste Baiano;2010;separado_jud;189
1378;2910701;Euclides da Cunha;Semiárido Nordeste II;2010;separado_jud;381
1379;2910727;Eunápolis;Costa do Descobrimento;2010;separado_jud;911
1380;2910750;Fátima;Semiárido Nordeste II;2010;separado_jud;98
1381;2910776;Feira da Mata;Velho Chico;2010;separado_jud;32
1382;2910800;Feira de Santana;Portal do Sertão;2010;separado_jud;5488
1383;2910859;Filadélfia;Piemonte Norte do Itapicuru;2010;separado_jud;134
1384;2910909;Firmino Alves;Médio Sudoeste da Bahia;2010;separado_jud;18
1385;2911006;Floresta Azul;Litoral Sul;2010;separado_jud;40
1386;2911105;Formosa do Rio Preto;Bacia do Rio Grande;2010;separado_jud;108
1387;2911204;Gandu;Baixo Sul;2010;separado_jud;199
1388;2911253;Gavião;Bacia do Jacuípe;2010;separado_jud;30
1389;2911303;Gentio do Ouro;Irecê;2010;separado_jud;44
1390;2911402;Glória;Itaparica;2010;separado_jud;140
1391;2911501;Gongogi;Médio Rio de Contas;2010;separado_jud;27
1392;2911600;Governador Mangabeira;Recôncavo;2010;separado_jud;86
1393;2911659;Guajeru;Sudoeste Baiano;2010;separado_jud;42
1394;2911709;Guanambi;Sertão Produtivo;2010;separado_jud;1008
1395;2911808;Guaratinga;Costa do Descobrimento;2010;separado_jud;152
1396;2911857;Heliópolis;Semiárido Nordeste II;2010;separado_jud;69
1397;2911907;Iaçu;Piemonte do Paraguaçu;2010;separado_jud;195
1398;2912004;Ibiassucê;Sertão Produtivo;2010;separado_jud;70
1399;2912103;Ibicaraí;Litoral Sul;2010;separado_jud;201
1400;2912202;Ibicoara;Chapada Diamantina;2010;separado_jud;34
1401;2912301;Ibicuí;Médio Sudoeste da Bahia;2010;separado_jud;273
1402;2912400;Ibipeba;Irecê;2010;separado_jud;121
1403;2912509;Ibipitanga;Bacia do Paramirim;2010;separado_jud;100
1404;2912608;Ibiquera;Piemonte do Paraguaçu;2010;separado_jud;50
1405;2912707;Ibirapitanga;Baixo Sul;2010;separado_jud;81
1406;2912806;Ibirapoã;Extremo Sul;2010;separado_jud;96
1407;2912905;Ibirataia;Médio Rio de Contas;2010;separado_jud;182
1408;2913002;Ibitiara;Chapada Diamantina;2010;separado_jud;139
1409;2913101;Ibititá;Irecê;2010;separado_jud;247
1410;2913200;Ibotirama;Velho Chico;2010;separado_jud;290
1411;2913309;Ichu;Sisal;2010;separado_jud;56
1412;2913408;Igaporã;Velho Chico;2010;separado_jud;80
1413;2913457;Igrapiúna;Baixo Sul;2010;separado_jud;35
1414;2913507;Iguaí;Médio Sudoeste da Bahia;2010;separado_jud;205
1415;2913606;Ilhéus;Litoral Sul;2010;separado_jud;2039
1416;2913705;Inhambupe;Litoral Norte e Agreste Baiano;2010;separado_jud;326
1417;2913804;Ipecaetá;Portal do Sertão;2010;separado_jud;86
1418;2913903;Ipiaú;Médio Rio de Contas;2010;separado_jud;477
1419;2914000;Ipirá;Bacia do Jacuípe;2010;separado_jud;736
1420;2914109;Ipupiara;Irecê;2010;separado_jud;60
1421;2914208;Irajuba;Vale do Jiquiriçá;2010;separado_jud;18
1422;2914307;Iramaia;Chapada Diamantina;2010;separado_jud;45
1423;2914406;Iraquara;Chapada Diamantina;2010;separado_jud;135
1424;2914505;Irará;Portal do Sertão;2010;separado_jud;200
1425;2914604;Irecê;Irecê;2010;separado_jud;667
1426;2914653;Itabela;Costa do Descobrimento;2010;separado_jud;174
1427;2914703;Itaberaba;Piemonte do Paraguaçu;2010;separado_jud;559
1428;2914802;Itabuna;Litoral Sul;2010;separado_jud;2113
1429;2914901;Itacaré;Litoral Sul;2010;separado_jud;58
1430;2915007;Itaeté;Chapada Diamantina;2010;separado_jud;87
1431;2915106;Itagi;Médio Rio de Contas;2010;separado_jud;51
1432;2915205;Itagibá;Médio Rio de Contas;2010;separado_jud;64
1433;2915304;Itagimirim;Costa do Descobrimento;2010;separado_jud;82
1434;2915353;Itaguaçu da Bahia;Irecê;2010;separado_jud;44
1435;2915403;Itaju do Colônia;Litoral Sul;2010;separado_jud;23
1436;2915502;Itajuípe;Litoral Sul;2010;separado_jud;104
1437;2915601;Itamaraju;Extremo Sul;2010;separado_jud;498
1438;2915700;Itamari;Médio Rio de Contas;2010;separado_jud;27
1439;2915809;Itambé;Médio Sudoeste da Bahia;2010;separado_jud;231
1440;2915908;Itanagra;Litoral Norte e Agreste Baiano;2010;separado_jud;4
1441;2916005;Itanhém;Extremo Sul;2010;separado_jud;284
1442;2916104;Itaparica;Metropolitano de Salvador;2010;separado_jud;210
1443;2916203;Itapé;Litoral Sul;2010;separado_jud;38
1444;2916302;Itapebi;Costa do Descobrimento;2010;separado_jud;43
1445;2916401;Itapetinga;Médio Sudoeste da Bahia;2010;separado_jud;772
1446;2916500;Itapicuru;Litoral Norte e Agreste Baiano;2010;separado_jud;191
1447;2916609;Itapitanga;Litoral Sul;2010;separado_jud;43
1448;2916708;Itaquara;Vale do Jiquiriçá;2010;separado_jud;64
1449;2916807;Itarantim;Médio Sudoeste da Bahia;2010;separado_jud;255
1450;2916856;Itatim;Piemonte do Paraguaçu;2010;separado_jud;104
1451;2916906;Itiruçu;Vale do Jiquiriçá;2010;separado_jud;124
1452;2917003;Itiúba;Sisal;2010;separado_jud;296
1453;2917102;Itororó;Médio Sudoeste da Bahia;2010;separado_jud;215
1454;2917201;Ituaçu;Sertão Produtivo;2010;separado_jud;120
1455;2917300;Ituberá;Baixo Sul;2010;separado_jud;75
1456;2917334;Iuiu;Sertão Produtivo;2010;separado_jud;63
1457;2917359;Jaborandi;Bacia do Rio Corrente;2010;separado_jud;30
1458;2917409;Jacaraci;Sudoeste Baiano;2010;separado_jud;93
1459;2917508;Jacobina;Piemonte da Diamantina;2010;separado_jud;921
1460;2917607;Jaguaquara;Vale do Jiquiriçá;2010;separado_jud;446
1461;2917706;Jaguarari;Piemonte Norte do Itapicuru;2010;separado_jud;354
1462;2917805;Jaguaripe;Baixo Sul;2010;separado_jud;59
1463;2917904;Jandaíra;Litoral Norte e Agreste Baiano;2010;separado_jud;30
1464;2918001;Jequié;Médio Rio de Contas;2010;separado_jud;1615
1465;2918100;Jeremoabo;Semiárido Nordeste II;2010;separado_jud;162
1466;2918209;Jiquiriçá;Vale do Jiquiriçá;2010;separado_jud;48
1467;2918308;Jitaúna;Médio Rio de Contas;2010;separado_jud;70
1468;2918357;João Dourado;Irecê;2010;separado_jud;125
1469;2918407;Juazeiro;Sertão do São Francisco;2010;separado_jud;1708
1470;2918456;Jucuruçu;Extremo Sul;2010;separado_jud;58
1471;2918506;Jussara;Irecê;2010;separado_jud;105
1472;2918555;Jussari;Litoral Sul;2010;separado_jud;36
1473;2918605;Jussiape;Chapada Diamantina;2010;separado_jud;85
1474;2918704;Lafayette Coutinho;Vale do Jiquiriçá;2010;separado_jud;15
1475;2919058;Lagedo do Tabocal;Vale do Jiquiriçá;2010;separado_jud;35
1476;2918753;Lagoa Real;Sertão Produtivo;2010;separado_jud;117
1477;2918803;Laje;Vale do Jiquiriçá;2010;separado_jud;106
1478;2918902;Lajedão;Extremo Sul;2010;separado_jud;39
1479;2919009;Lajedinho;Piemonte do Paraguaçu;2010;separado_jud;11
1480;2919108;Lamarão;Sisal;2010;separado_jud;57
1481;2919157;Lapão;Irecê;2010;separado_jud;147
1482;2919207;Lauro de Freitas;Metropolitano de Salvador;2010;separado_jud;1937
1483;2919306;Lençóis;Chapada Diamantina;2010;separado_jud;108
1484;2919405;Licínio de Almeida;Sudoeste Baiano;2010;separado_jud;74
1485;2919504;Livramento de N. Senhora;Sertão Produtivo;2010;separado_jud;513
1486;2919553;Luís Eduardo Magalhães;Bacia do Rio Grande;2010;separado_jud;500
1487;2919603;Macajuba;Piemonte do Paraguaçu;2010;separado_jud;54
1488;2919702;Macarani;Médio Sudoeste da Bahia;2010;separado_jud;280
1489;2919801;Macaúbas;Bacia do Paramirim;2010;separado_jud;337
1490;2919900;Macururé;Itaparica;2010;separado_jud;55
1491;2919926;Madre de Deus;Metropolitano de Salvador;2010;separado_jud;198
1492;2919959;Maetinga;Sudoeste Baiano;2010;separado_jud;46
1493;2920007;Maiquinique;Médio Sudoeste da Bahia;2010;separado_jud;82
1494;2920106;Mairi;Bacia do Jacuípe;2010;separado_jud;169
1495;2920205;Malhada;Velho Chico;2010;separado_jud;63
1496;2920304;Malhada de Pedras;Sertão Produtivo;2010;separado_jud;63
1497;2920403;Manoel Vitorino;Médio Rio de Contas;2010;separado_jud;111
1498;2920452;Mansidão;Bacia do Rio Grande;2010;separado_jud;85
1499;2920502;Maracás;Vale do Jiquiriçá;2010;separado_jud;215
1500;2920601;Maragogipe;Recôncavo;2010;separado_jud;145
1501;2920700;Maraú;Litoral Sul;2010;separado_jud;34
1502;2920809;Marcionílio Souza;Chapada Diamantina;2010;separado_jud;55
1503;2920908;Mascote;Litoral Sul;2010;separado_jud;28
1504;2921005;Mata de São João;Metropolitano de Salvador;2010;separado_jud;338
