;Codigo.do.Municipio;Municipios;Territorios.de.Identidade;Ano;situacao_conjugal;total_civil
3423;2907004;Cardeal da Silva;Litoral Norte e Agreste Baiano;2000;Solteiro;4579
3424;2907103;Carinhanha;Velho Chico;2000;Solteiro;14194
3425;2907202;Casa Nova;Sertão do São Francisco;2000;Solteiro;23167
3426;2907301;Castro Alves;Recôncavo;2000;Solteiro;13490
3427;2907400;Catolândia;Bacia do Rio Grande;2000;Solteiro;1209
3428;2907509;Catu;Litoral Norte e Agreste Baiano;2000;Solteiro;26733
3429;2907558;Caturama;Bacia do Paramirim;2000;Solteiro;4980
3430;2907608;Central;Irecê;2000;Solteiro;7744
3431;2907707;Chorrochó;Itaparica;2000;Solteiro;4596
3432;2907806;Cícero Dantas;Semiárido Nordeste II;2000;Solteiro;19269
3433;2907905;Cipó;Semiárido Nordeste II;2000;Solteiro;7938
3434;2908002;Coaraci;Litoral Sul;2000;Solteiro;17390
3435;2908101;Côcos;Bacia do Rio Corrente;2000;Solteiro;6996
3436;2908200;Conceição da Feira;Portal do Sertão;2000;Solteiro;8707
3437;2908309;Conceição do Almeida;Recôncavo;2000;Solteiro;10263
3438;2908408;Conceição do Coité;Sisal;2000;Solteiro;28425
3439;2908507;Conceição do Jacuípe;Portal do Sertão;2000;Solteiro;15047
3440;2908606;Conde;Litoral Norte e Agreste Baiano;2000;Solteiro;10273
3441;2908705;Condeúba;Sudoeste Baiano;2000;Solteiro;9254
3442;2908804;Contendas do Sincorá;Sertão Produtivo;2000;Solteiro;1992
3443;2908903;Coração de Maria;Portal do Sertão;2000;Solteiro;13417
3444;2909000;Cordeiros;Sudoeste Baiano;2000;Solteiro;3983
3445;2909109;Coribe;Bacia do Rio Corrente;2000;Solteiro;6545
3446;2909208;Coronel João Sá;Semiárido Nordeste II;2000;Solteiro;10656
3447;2909307;Correntina;Bacia do Rio Corrente;2000;Solteiro;13487
3448;2909406;Cotegipe;Bacia do Rio Grande;2000;Solteiro;5960
3449;2909505;Cravolândia;Vale do Jiquiriçá;2000;Solteiro;3089
3450;2909604;Crisópolis;Litoral Norte e Agreste Baiano;2000;Solteiro;10719
3451;2909703;Cristópolis;Bacia do Rio Grande;2000;Solteiro;5414
3452;2909802;Cruz das Almas;Recôncavo;2000;Solteiro;28195
3453;2909901;Curaçá;Sertão do São Francisco;2000;Solteiro;12330
3454;2910008;Dário Meira;Médio Rio de Contas;2000;Solteiro;9751
3455;2910057;Dias D'Ávila;Metropolitano de Salvador;2000;Solteiro;24923
3456;2910107;Dom Basílio;Sertão Produtivo;2000;Solteiro;4429
3457;2910206;Dom Macedo Costa;Recôncavo;2000;Solteiro;1909
3458;2910305;Elísio Medrado;Vale do Jiquiriçá;2000;Solteiro;3852
3459;2910404;Encruzilhada;Sudoeste Baiano;2000;Solteiro;16790
3460;2910503;Entre Rios;Litoral Norte e Agreste Baiano;2000;Solteiro;20573
3461;2900504;Érico Cardoso;Bacia do Paramirim;2000;Solteiro;5490
3462;2910602;Esplanada;Litoral Norte e Agreste Baiano;2000;Solteiro;13410
3463;2910701;Euclides da Cunha;Semiárido Nordeste II;2000;Solteiro;33874
3464;2910727;Eunápolis;Costa do Descobrimento;2000;Solteiro;45815
3465;2910750;Fátima;Semiárido Nordeste II;2000;Solteiro;9926
3466;2910776;Feira da Mata;Velho Chico;2000;Solteiro;3062
3467;2910800;Feira de Santana;Portal do Sertão;2000;Solteiro;247174
3468;2910859;Filadélfia;Piemonte Norte do Itapicuru;2000;Solteiro;7450
3469;2910909;Firmino Alves;Médio Sudoeste da Bahia;2000;Solteiro;3418
3470;2911006;Floresta Azul;Litoral Sul;2000;Solteiro;7051
3471;2911105;Formosa do Rio Preto;Bacia do Rio Grande;2000;Solteiro;8441
3472;2911204;Gandu;Baixo Sul;2000;Solteiro;16794
3473;2911253;Gavião;Bacia do Jacuípe;2000;Solteiro;2711
3474;2911303;Gentio do Ouro;Irecê;2000;Solteiro;4714
3475;2911402;Glória;Itaparica;2000;Solteiro;6222
3476;2911501;Gongogi;Médio Rio de Contas;2000;Solteiro;6821
3477;2911600;Governador Mangabeira;Recôncavo;2000;Solteiro;8877
3478;2911659;Guajeru;Sudoeste Baiano;2000;Solteiro;6133
3479;2911709;Guanambi;Sertão Produtivo;2000;Solteiro;31799
3480;2911808;Guaratinga;Costa do Descobrimento;2000;Solteiro;14023
3481;2911857;Heliópolis;Semiárido Nordeste II;2000;Solteiro;7974
3482;2911907;Iaçu;Piemonte do Paraguaçu;2000;Solteiro;13515
3483;2912004;Ibiassucê;Sertão Produtivo;2000;Solteiro;6277
3484;2912103;Ibicaraí;Litoral Sul;2000;Solteiro;17972
3485;2912202;Ibicoara;Chapada Diamantina;2000;Solteiro;7644
3486;2912301;Ibicuí;Médio Sudoeste da Bahia;2000;Solteiro;9545
3487;2912400;Ibipeba;Irecê;2000;Solteiro;6847
3488;2912509;Ibipitanga;Bacia do Paramirim;2000;Solteiro;5865
3489;2912608;Ibiquera;Piemonte do Paraguaçu;2000;Solteiro;2243
3490;2912707;Ibirapitanga;Baixo Sul;2000;Solteiro;13599
3491;2912806;Ibirapoã;Extremo Sul;2000;Solteiro;3760
3492;2912905;Ibirataia;Médio Rio de Contas;2000;Solteiro;15470
3493;2913002;Ibitiara;Chapada Diamantina;2000;Solteiro;6808
3494;2913101;Ibititá;Irecê;2000;Solteiro;8254
3495;2913200;Ibotirama;Velho Chico;2000;Solteiro;10796
3496;2913309;Ichu;Sisal;2000;Solteiro;2598
3497;2913408;Igaporã;Velho Chico;2000;Solteiro;7687
3498;2913457;Igrapiúna;Baixo Sul;2000;Solteiro;8729
3499;2913507;Iguaí;Médio Sudoeste da Bahia;2000;Solteiro;15143
3500;2913606;Ilhéus;Litoral Sul;2000;Solteiro;131875
3501;2913705;Inhambupe;Litoral Norte e Agreste Baiano;2000;Solteiro;15124
3502;2913804;Ipecaetá;Portal do Sertão;2000;Solteiro;8990
3503;2913903;Ipiaú;Médio Rio de Contas;2000;Solteiro;27017
3504;2914000;Ipirá;Bacia do Jacuípe;2000;Solteiro;34504
3505;2914109;Ipupiara;Irecê;2000;Solteiro;3488
3506;2914208;Irajuba;Vale do Jiquiriçá;2000;Solteiro;3569
3507;2914307;Iramaia;Chapada Diamantina;2000;Solteiro;8062
3508;2914406;Iraquara;Chapada Diamantina;2000;Solteiro;8833
3509;2914505;Irará;Portal do Sertão;2000;Solteiro;15267
3510;2914604;Irecê;Irecê;2000;Solteiro;28337
3511;2914653;Itabela;Costa do Descobrimento;2000;Solteiro;14443
3512;2914703;Itaberaba;Piemonte do Paraguaçu;2000;Solteiro;30171
3513;2914802;Itabuna;Litoral Sul;2000;Solteiro;107733
3514;2914901;Itacaré;Litoral Sul;2000;Solteiro;10833
3515;2915007;Itaeté;Chapada Diamantina;2000;Solteiro;7195
3516;2915106;Itagi;Médio Rio de Contas;2000;Solteiro;8590
3517;2915205;Itagibá;Médio Rio de Contas;2000;Solteiro;10833
3518;2915304;Itagimirim;Costa do Descobrimento;2000;Solteiro;4742
3519;2915353;Itaguaçu da Bahia;Irecê;2000;Solteiro;5683
3520;2915403;Itaju do Colônia;Litoral Sul;2000;Solteiro;5647
3521;2915502;Itajuípe;Litoral Sul;2000;Solteiro;14826
3522;2915601;Itamaraju;Extremo Sul;2000;Solteiro;37252
3523;2915700;Itamari;Médio Rio de Contas;2000;Solteiro;5678
3524;2915809;Itambé;Médio Sudoeste da Bahia;2000;Solteiro;15860
3525;2915908;Itanagra;Litoral Norte e Agreste Baiano;2000;Solteiro;3746
3526;2916005;Itanhém;Extremo Sul;2000;Solteiro;9577
3527;2916104;Itaparica;Metropolitano de Salvador;2000;Solteiro;10730
3528;2916203;Itapé;Litoral Sul;2000;Solteiro;9270
3529;2916302;Itapebi;Costa do Descobrimento;2000;Solteiro;6563
3530;2916401;Itapetinga;Médio Sudoeste da Bahia;2000;Solteiro;31444
3531;2916500;Itapicuru;Litoral Norte e Agreste Baiano;2000;Solteiro;15247
3532;2916609;Itapitanga;Litoral Sul;2000;Solteiro;6794
3533;2916708;Itaquara;Vale do Jiquiriçá;2000;Solteiro;4911
3534;2916807;Itarantim;Médio Sudoeste da Bahia;2000;Solteiro;7659
3535;2916856;Itatim;Piemonte do Paraguaçu;2000;Solteiro;6965
3536;2916906;Itiruçu;Vale do Jiquiriçá;2000;Solteiro;8087
3537;2917003;Itiúba;Sisal;2000;Solteiro;16447
3538;2917102;Itororó;Médio Sudoeste da Bahia;2000;Solteiro;12426
3539;2917201;Ituaçu;Sertão Produtivo;2000;Solteiro;8274
3540;2917300;Ituberá;Baixo Sul;2000;Solteiro;15381
3541;2917334;Iuiu;Sertão Produtivo;2000;Solteiro;5262
3542;2917359;Jaborandi;Bacia do Rio Corrente;2000;Solteiro;4066
3543;2917409;Jacaraci;Sudoeste Baiano;2000;Solteiro;5791
3544;2917508;Jacobina;Piemonte da Diamantina;2000;Solteiro;39373
3545;2917607;Jaguaquara;Vale do Jiquiriçá;2000;Solteiro;27216
3546;2917706;Jaguarari;Piemonte Norte do Itapicuru;2000;Solteiro;12151
3547;2917805;Jaguaripe;Baixo Sul;2000;Solteiro;8043
3548;2917904;Jandaíra;Litoral Norte e Agreste Baiano;2000;Solteiro;5749
3549;2918001;Jequié;Médio Rio de Contas;2000;Solteiro;78387
3550;2918100;Jeremoabo;Semiárido Nordeste II;2000;Solteiro;17069
3551;2918209;Jiquiriçá;Vale do Jiquiriçá;2000;Solteiro;8005
3552;2918308;Jitaúna;Médio Rio de Contas;2000;Solteiro;11386
3553;2918357;João Dourado;Irecê;2000;Solteiro;9400
3554;2918407;Juazeiro;Sertão do São Francisco;2000;Solteiro;81287
3555;2918456;Jucuruçu;Extremo Sul;2000;Solteiro;7222
3556;2918506;Jussara;Irecê;2000;Solteiro;7787
3557;2918555;Jussari;Litoral Sul;2000;Solteiro;4336
3558;2918605;Jussiape;Chapada Diamantina;2000;Solteiro;5698
3559;2918704;Lafayette Coutinho;Vale do Jiquiriçá;2000;Solteiro;2270
3560;2919058;Lagedo do Tabocal;Vale do Jiquiriçá;2000;Solteiro;4790
3561;2918753;Lagoa Real;Sertão Produtivo;2000;Solteiro;5188
3562;2918803;Laje;Vale do Jiquiriçá;2000;Solteiro;10044
3563;2918902;Lajedão;Extremo Sul;2000;Solteiro;1800
3564;2919009;Lajedinho;Piemonte do Paraguaçu;2000;Solteiro;2161
3565;2919108;Lamarão;Sisal;2000;Solteiro;5425
3566;2919157;Lapão;Irecê;2000;Solteiro;12057
3567;2919207;Lauro de Freitas;Metropolitano de Salvador;2000;Solteiro;61969
3568;2919306;Lençóis;Chapada Diamantina;2000;Solteiro;5250
3569;2919405;Licínio de Almeida;Sudoeste Baiano;2000;Solteiro;5002
3570;2919504;Livramento de N. Senhora;Sertão Produtivo;2000;Solteiro;15702
3571;2919553;Luís Eduardo Magalhães;Bacia do Rio Grande;2000;Solteiro;NA
3572;2919603;Macajuba;Piemonte do Paraguaçu;2000;Solteiro;6043
3573;2919702;Macarani;Médio Sudoeste da Bahia;2000;Solteiro;7472
3574;2919801;Macaúbas;Bacia do Paramirim;2000;Solteiro;21184
3575;2919900;Macururé;Itaparica;2000;Solteiro;3871
3576;2919926;Madre de Deus;Metropolitano de Salvador;2000;Solteiro;6120
3577;2919959;Maetinga;Sudoeste Baiano;2000;Solteiro;5646
3578;2920007;Maiquinique;Médio Sudoeste da Bahia;2000;Solteiro;3459
3579;2920106;Mairi;Bacia do Jacuípe;2000;Solteiro;10347
3580;2920205;Malhada;Velho Chico;2000;Solteiro;6855
3581;2920304;Malhada de Pedras;Sertão Produtivo;2000;Solteiro;4013
3582;2920403;Manoel Vitorino;Médio Rio de Contas;2000;Solteiro;9948
3583;2920452;Mansidão;Bacia do Rio Grande;2000;Solteiro;4791
3584;2920502;Maracás;Vale do Jiquiriçá;2000;Solteiro;19571
3585;2920601;Maragogipe;Recôncavo;2000;Solteiro;22490
3586;2920700;Maraú;Litoral Sul;2000;Solteiro;12166
3587;2920809;Marcionílio Souza;Chapada Diamantina;2000;Solteiro;5178
3588;2920908;Mascote;Litoral Sul;2000;Solteiro;9403
3589;2921005;Mata de São João;Metropolitano de Salvador;2000;Solteiro;19530
3590;2921054;Matina;Velho Chico;2000;Solteiro;3642
3591;2921104;Medeiros Neto;Extremo Sul;2000;Solteiro;10796
3592;2921203;Miguel Calmon;Piemonte da Diamantina;2000;Solteiro;13045
3593;2921302;Milagres;Vale do Jiquiriçá;2000;Solteiro;7007
3594;2921401;Mirangaba;Piemonte da Diamantina;2000;Solteiro;7262
3595;2921450;Mirante;Sudoeste Baiano;2000;Solteiro;7457
3596;2921500;Monte Santo;Sisal;2000;Solteiro;29001
3597;2921609;Morpará;Velho Chico;2000;Solteiro;3889
3598;2921708;Morro do Chapéu;Chapada Diamantina;2000;Solteiro;16499
3599;2921807;Mortugaba;Sudoeste Baiano;2000;Solteiro;6135
3600;2921906;Mucugê;Chapada Diamantina;2000;Solteiro;5543
3601;2922003;Mucuri;Extremo Sul;2000;Solteiro;13999
3602;2922052;Mulungu do Morro;Irecê;2000;Solteiro;9223
3603;2922102;Mundo Novo;Piemonte do Paraguaçu;2000;Solteiro;10557
3604;2922201;Muniz Ferreira;Recôncavo;2000;Solteiro;4139
3605;2922250;Muquém do São Francisco;Velho Chico;2000;Solteiro;4506
3606;2922300;Muritiba;Recôncavo;2000;Solteiro;15320
3607;2922409;Mutuípe;Vale do Jiquiriçá;2000;Solteiro;10622
3608;2922508;Nazaré;Recôncavo;2000;Solteiro;15259
3609;2922607;Nilo Peçanha;Baixo Sul;2000;Solteiro;7045
3610;2922656;Nordestina;Sisal;2000;Solteiro;6395
3611;2922706;Nova Canaã;Médio Sudoeste da Bahia;2000;Solteiro;8593
3612;2922730;Nova Fátima;Bacia do Jacuípe;2000;Solteiro;3655
3613;2922755;Nova Ibiá;Médio Rio de Contas;2000;Solteiro;4483
3614;2922805;Nova Itarana;Vale do Jiquiriçá;2000;Solteiro;4130
3615;2922854;Nova Redenção;Chapada Diamantina;2000;Solteiro;4345
3616;2922904;Nova Soure;Semiárido Nordeste II;2000;Solteiro;13088
3617;2923001;Nova Viçosa;Extremo Sul;2000;Solteiro;14444
3618;2923035;Novo Horizonte;Chapada Diamantina;2000;Solteiro;3545
3619;2923050;Novo Triunfo;Semiárido Nordeste II;2000;Solteiro;6577
3620;2923100;Olindina;Litoral Norte e Agreste Baiano;2000;Solteiro;12799
3621;2923209;Oliveira dos Brejinhos;Velho Chico;2000;Solteiro;10622
3622;2923308;Ouriçangas;Litoral Norte e Agreste Baiano;2000;Solteiro;4597
3623;2923357;Ourolândia;Piemonte da Diamantina;2000;Solteiro;8829
3624;2923407;Palmas de Monte Alto;Sertão Produtivo;2000;Solteiro;9088
3625;2923506;Palmeiras;Chapada Diamantina;2000;Solteiro;3781
3626;2923605;Paramirim;Bacia do Paramirim;2000;Solteiro;10152
3627;2923704;Paratinga;Velho Chico;2000;Solteiro;11784
3628;2923803;Paripiranga;Semiárido Nordeste II;2000;Solteiro;14595
3629;2923902;Pau Brasil;Litoral Sul;2000;Solteiro;8401
3630;2924009;Paulo Afonso;Itaparica;2000;Solteiro;43857
3631;2924058;Pé de Serra;Bacia do Jacuípe;2000;Solteiro;6163
3632;2924108;Pedrão;Litoral Norte e Agreste Baiano;2000;Solteiro;4022
3633;2924207;Pedro Alexandre;Semiárido Nordeste II;2000;Solteiro;7872
3634;2924306;Piatã;Chapada Diamantina;2000;Solteiro;8052
3635;2924405;Pilão Arcado;Sertão do São Francisco;2000;Solteiro;11683
3636;2924504;Pindaí;Sertão Produtivo;2000;Solteiro;6743
3637;2924603;Pindobaçu;Piemonte Norte do Itapicuru;2000;Solteiro;9205
3638;2924652;Pintadas;Bacia do Jacuípe;2000;Solteiro;5855
3639;2924678;Piraí do Norte;Baixo Sul;2000;Solteiro;7584
3640;2924702;Piripá;Sudoeste Baiano;2000;Solteiro;7733
3641;2924801;Piritiba;Piemonte do Paraguaçu;2000;Solteiro;8804
3642;2924900;Planaltino;Vale do Jiquiriçá;2000;Solteiro;5011
3643;2925006;Planalto;Sudoeste Baiano;2000;Solteiro;9871
3644;2925105;Poções;Sudoeste Baiano;2000;Solteiro;24175
3645;2925204;Pojuca;Metropolitano de Salvador;2000;Solteiro;14647
3646;2925253;Ponto Novo;Piemonte Norte do Itapicuru;2000;Solteiro;7992
3647;2925303;Porto Seguro;Costa do Descobrimento;2000;Solteiro;55947
3648;2925402;Potiraguá;Médio Sudoeste da Bahia;2000;Solteiro;8807
3649;2925501;Prado;Extremo Sul;2000;Solteiro;14754
3650;2925600;Presidente Dutra;Irecê;2000;Solteiro;7185
3651;2925709;Presidente Jânio Quadros;Sudoeste Baiano;2000;Solteiro;8415
3652;2925758;Presidente Tancredo Neves;Baixo Sul;2000;Solteiro;12360
3653;2925808;Queimadas;Sisal;2000;Solteiro;13001
3654;2925907;Quijingue;Sisal;2000;Solteiro;16721
3655;2925931;Quixabeira;Bacia do Jacuípe;2000;Solteiro;4726
3656;2925956;Rafael Jambeiro;Piemonte do Paraguaçu;2000;Solteiro;12148
3657;2926004;Remanso;Sertão do São Francisco;2000;Solteiro;15055
3658;2926103;Retirolândia;Sisal;2000;Solteiro;5330
3659;2926202;Riachão das Neves;Bacia do Rio Grande;2000;Solteiro;10651
3660;2926301;Riachão do Jacuípe;Bacia do Jacuípe;2000;Solteiro;15921
3661;2926400;Riacho de Santana;Velho Chico;2000;Solteiro;11319
3662;2926509;Ribeira do Amparo;Semiárido Nordeste II;2000;Solteiro;8239
3663;2926608;Ribeira do Pombal;Semiárido Nordeste II;2000;Solteiro;26641
3664;2926657;Ribeirão do Largo;Sudoeste Baiano;2000;Solteiro;7921
3665;2926707;Rio de Contas;Chapada Diamantina;2000;Solteiro;5484
3666;2926806;Rio do Antônio;Sertão Produtivo;2000;Solteiro;6612
3667;2926905;Rio do Pires;Bacia do Paramirim;2000;Solteiro;4951
3668;2927002;Rio Real;Litoral Norte e Agreste Baiano;2000;Solteiro;16064
3669;2927101;Rodelas;Itaparica;2000;Solteiro;2911
3670;2927200;Ruy Barbosa;Piemonte do Paraguaçu;2000;Solteiro;14752
3671;2927309;Salinas da Margarida;Recôncavo;2000;Solteiro;6042
3672;2927408;Salvador;Metropolitano de Salvador;2000;Solteiro;1348448
3673;2927507;Santa Bárbara;Portal do Sertão;2000;Solteiro;9996
3674;2927606;Santa Brígida;Semiárido Nordeste II;2000;Solteiro;8232
3675;2927705;Santa Cruz Cabrália;Costa do Descobrimento;2000;Solteiro;13602
3676;2927804;Santa Cruz da Vitória;Médio Sudoeste da Bahia;2000;Solteiro;2794
3677;2927903;Santa Inês;Vale do Jiquiriçá;2000;Solteiro;6608
3678;2928059;Santa Luzia;Litoral Sul;2000;Solteiro;10296
3679;2928109;Santa Maria da Vitória;Bacia do Rio Corrente;2000;Solteiro;18676
3680;2928406;Santa Rita de Cássia;Bacia do Rio Grande;2000;Solteiro;10611
3681;2928505;Santa Terezinha;Piemonte do Paraguaçu;2000;Solteiro;4779
3682;2928000;Santaluz;Sisal;2000;Solteiro;15053
3683;2928208;Santana;Bacia do Rio Corrente;2000;Solteiro;8988
3684;2928307;Santanópolis;Portal do Sertão;2000;Solteiro;5152
3685;2928604;Santo Amaro;Recôncavo;2000;Solteiro;36675
3686;2928703;Santo Antônio de Jesus;Recôncavo;2000;Solteiro;37587
3687;2928802;Santo Estevão;Portal do Sertão;2000;Solteiro;21156
3688;2928901;São Desidério;Bacia do Rio Grande;2000;Solteiro;7493
3689;2928950;São Domingos;Sisal;2000;Solteiro;4643
3690;2929107;São Felipe;Recôncavo;2000;Solteiro;11750
3691;2929008;São Félix;Recôncavo;2000;Solteiro;7635
3692;2929057;São Félix do Coribe;Bacia do Rio Corrente;2000;Solteiro;5192
3693;2929206;São Francisco do Conde;Metropolitano de Salvador;2000;Solteiro;16033
3694;2929255;São Gabriel;Irecê;2000;Solteiro;7982
3695;2929305;São Gonçalo dos Campos;Portal do Sertão;2000;Solteiro;15062
3696;2929354;São José da Vitória;Litoral Sul;2000;Solteiro;3899
3697;2929370;São José do Jacuípe;Bacia do Jacuípe;2000;Solteiro;5285
3698;2929404;São Miguel das Matas;Vale do Jiquiriçá;2000;Solteiro;5228
3699;2929503;São Sebastião do Passé;Metropolitano de Salvador;2000;Solteiro;24374
3700;2929602;Sapeaçu;Recôncavo;2000;Solteiro;8186
3701;2929701;Sátiro Dias;Litoral Norte e Agreste Baiano;2000;Solteiro;8392
3702;2929750;Saubara;Recôncavo;2000;Solteiro;6724
3703;2929800;Saúde;Piemonte da Diamantina;2000;Solteiro;6534
3704;2929909;Seabra;Chapada Diamantina;2000;Solteiro;20522
3705;2930006;Sebastião Laranjeiras;Sertão Produtivo;2000;Solteiro;3811
3706;2930105;Senhor do Bonfim;Piemonte Norte do Itapicuru;2000;Solteiro;31557
3707;2930204;Sento Sé;Sertão do São Francisco;2000;Solteiro;15981
3708;2930154;Serra do Ramalho;Velho Chico;2000;Solteiro;15815
3709;2930303;Serra Dourada;Bacia do Rio Corrente;2000;Solteiro;7548
3710;2930402;Serra Preta;Bacia do Jacuípe;2000;Solteiro;9622
3711;2930501;Serrinha;Sisal;2000;Solteiro;41396
3712;2930600;Serrolândia;Piemonte da Diamantina;2000;Solteiro;6062
3713;2930709;Simões Filho;Metropolitano de Salvador;2000;Solteiro;51840
3714;2930758;Sítio do Mato;Velho Chico;2000;Solteiro;6309
3715;2930766;Sítio do Quinto;Semiárido Nordeste II;2000;Solteiro;8905
3716;2930774;Sobradinho;Sertão do São Francisco;2000;Solteiro;10082
3717;2930808;Souto Soares;Chapada Diamantina;2000;Solteiro;9391
3718;2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;2000;Solteiro;4759
3719;2931004;Tanhaçu;Sertão Produtivo;2000;Solteiro;10083
3720;2931053;Tanque Novo;Sertão Produtivo;2000;Solteiro;7401
3721;2931103;Tanquinho;Portal do Sertão;2000;Solteiro;4160
3722;2931202;Taperoá;Baixo Sul;2000;Solteiro;9544
3723;2931301;Tapiramutá;Piemonte do Paraguaçu;2000;Solteiro;9148
3724;2931350;Teixeira de Freitas;Extremo Sul;2000;Solteiro;54323
3725;2931400;Teodoro Sampaio;Portal do Sertão;2000;Solteiro;5466
3726;2931509;Teofilândia;Sisal;2000;Solteiro;10064
3727;2931608;Teolândia;Baixo Sul;2000;Solteiro;7964
3728;2931707;Terra Nova;Portal do Sertão;2000;Solteiro;7707
3729;2931806;Tremedal;Sudoeste Baiano;2000;Solteiro;9720
3730;2931905;Tucano;Sisal;2000;Solteiro;31881
3731;2932002;Uauá;Sertão do São Francisco;2000;Solteiro;15068
3732;2932101;Ubaíra;Vale do Jiquiriçá;2000;Solteiro;12954
3733;2932200;Ubaitaba;Litoral Sul;2000;Solteiro;15209
3734;2932309;Ubatã;Médio Rio de Contas;2000;Solteiro;13767
3735;2932408;Uibaí;Irecê;2000;Solteiro;7009
3736;2932457;Umburanas;Piemonte da Diamantina;2000;Solteiro;7709
3737;2932507;Una;Litoral Sul;2000;Solteiro;19889
3738;2932606;Urandi;Sertão Produtivo;2000;Solteiro;7909
3739;2932705;Uruçuca;Litoral Sul;2000;Solteiro;11725
3740;2932804;Utinga;Chapada Diamantina;2000;Solteiro;8868
3741;2932903;Valença;Baixo Sul;2000;Solteiro;47157
3742;2933000;Valente;Sisal;2000;Solteiro;8813
3743;2933059;Várzea da Roça;Bacia do Jacuípe;2000;Solteiro;6393
3744;2933109;Várzea do Poço;Bacia do Jacuípe;2000;Solteiro;3383
3745;2933158;Várzea Nova;Piemonte da Diamantina;2000;Solteiro;6641
3746;2933174;Varzedo;Recôncavo;2000;Solteiro;3849
3747;2933208;Vera Cruz;Metropolitano de Salvador;2000;Solteiro;16703
3748;2933257;Vereda;Extremo Sul;2000;Solteiro;3868
3749;2933307;Vitória da Conquista;Sudoeste Baiano;2000;Solteiro;127170
3750;2933406;Wagner;Chapada Diamantina;2000;Solteiro;5063
3751;2933455;Wanderley;Bacia do Rio Grande;2000;Solteiro;5881
3752;2933505;Wenceslau Guimarães;Baixo Sul;2000;Solteiro;14610
3753;2933604;Xique-Xique;Irecê;2000;Solteiro;21930
3754;2900108;Abaíra;Chapada Diamantina;2010;Solteiro;3376
3755;2900207;Abaré;Itaparica;2010;Solteiro;7339
3756;2900306;Acajutiba;Litoral Norte e Agreste Baiano;2010;Solteiro;7768
3757;2900355;Adustina;Semiárido Nordeste II;2010;Solteiro;9676
3758;2900405;Água Fria;Portal do Sertão;2010;Solteiro;9305
3759;2900603;Aiquara;Médio Rio de Contas;2010;Solteiro;2818
3760;2900702;Alagoinhas;Litoral Norte e Agreste Baiano;2010;Solteiro;75358
3761;2900801;Alcobaça;Extremo Sul;2010;Solteiro;11489
3762;2900900;Almadina;Litoral Sul;2010;Solteiro;4339
3763;2901007;Amargosa;Vale do Jiquiriçá;2010;Solteiro;19897
3764;2901106;Amélia Rodrigues;Portal do Sertão;2010;Solteiro;14403
3765;2901155;América Dourada;Irecê;2010;Solteiro;7925
3766;2901205;Anagé;Sudoeste Baiano;2010;Solteiro;11129
3767;2901304;Andaraí;Chapada Diamantina;2010;Solteiro;8755
3768;2901353;Andorinha;Piemonte Norte do Itapicuru;2010;Solteiro;7949
3769;2901403;Angical;Bacia do Rio Grande;2010;Solteiro;6090
3770;2901502;Anguera;Portal do Sertão;2010;Solteiro;5575
3771;2901601;Antas;Semiárido Nordeste II;2010;Solteiro;10431
3772;2901700;Antônio Cardoso;Portal do Sertão;2010;Solteiro;6572
3773;2901809;Antônio Gonçalves;Piemonte Norte do Itapicuru;2010;Solteiro;5737
3774;2901908;Aporá;Litoral Norte e Agreste Baiano;2010;Solteiro;9233
3775;2901957;Apuarema;Médio Rio de Contas;2010;Solteiro;4944
3776;2902054;Araçás;Litoral Norte e Agreste Baiano;2010;Solteiro;7409
3777;2902005;Aracatu;Sudoeste Baiano;2010;Solteiro;6217
3778;2902104;Araci;Sisal;2010;Solteiro;30350
3779;2902203;Aramari;Litoral Norte e Agreste Baiano;2010;Solteiro;6184
3780;2902252;Arataca;Litoral Sul;2010;Solteiro;6878
3781;2902302;Aratuípe;Baixo Sul;2010;Solteiro;4955
3782;2902401;Aurelino Leal;Litoral Sul;2010;Solteiro;9116
3783;2902500;Baianópolis;Bacia do Rio Grande;2010;Solteiro;5590
3784;2902609;Baixa Grande;Bacia do Jacuípe;2010;Solteiro;10221
3785;2902658;Banzaê;Semiárido Nordeste II;2010;Solteiro;7157
3786;2902708;Barra;Velho Chico;2010;Solteiro;25229
3787;2902807;Barra da Estiva;Chapada Diamantina;2010;Solteiro;10433
3788;2902906;Barra do Choça;Sudoeste Baiano;2010;Solteiro;18240
3789;2903003;Barra do Mendes;Irecê;2010;Solteiro;6697
3790;2903102;Barra do Rocha;Médio Rio de Contas;2010;Solteiro;4065
3791;2903201;Barreiras;Bacia do Rio Grande;2010;Solteiro;69492
3792;2903235;Barro Alto;Irecê;2010;Solteiro;6517
3793;2903300;Barro Preto/Lomanto Junior;Litoral Sul;2010;Solteiro;4569
3794;2903276;Barrocas;Sisal;2010;Solteiro;6347
3795;2903409;Belmonte;Costa do Descobrimento;2010;Solteiro;12867
3796;2903508;Belo Campo;Sudoeste Baiano;2010;Solteiro;7449
3797;2903607;Biritinga;Sisal;2010;Solteiro;8506
3798;2903706;Boa Nova;Médio Rio de Contas;2010;Solteiro;8227
3799;2903805;Boa Vista do Tupim;Piemonte do Paraguaçu;2010;Solteiro;10662
3800;2903904;Bom Jesus da Lapa;Velho Chico;2010;Solteiro;32614
3801;2903953;Bom Jesus da Serra;Sudoeste Baiano;2010;Solteiro;5224
