codigo_ibge;nome;latitude;longitude;lat_teste;long_teste
2929057;São Félix do Coribe;-134.019;-441.837;-1,34019E+17;-4,41837E+17
2929206;São Francisco do Conde;-126.183;-386.786;-1,26183E+17;-3,86786E+17
2929255;São Gabriel;-112.175;-418.843;-1,12175E+17;-4,18843E+17
2929305;São Gonçalo dos Campos;-124.331;-389.663;-1,24331E+17;-3,89663E+17
2929354;São José da Vitória;-150.787;-393.437;-1,50787E+17;-3,93437E+17
2929370;São José do Jacuípe;-114.137;-398.669;-1,14137E+17;-3,98669E+17
2929404;São Miguel das Matas;-130.434;-394.578;-1,30434E+17;-3,94578E+17
2929503;São Sebastião do Passé;-125.123;-384.905;-1,25123E+17;-3,84905E+17
2929602;Sapeaçu;-127.208;-391.824;-1,27208E+17;-3,91824E+17
2929701;Sátiro Dias;-115.929;-385.938;-1,15929E+17;-3,85938E+17
2929750;Saubara;-127.387;-387.625;-1,27387E+17;-3,87625E+17
2929800;Saúde;-109.428;-404.155;-1,09428E+17;-4,04155E+17
2929909;Seabra;-124.169;-417.722;-1,24169E+17;-4,17722E+17
2930006;Sebastião Laranjeiras;-14.571;-429.434;-1,4571E+16;-4,29434E+17
2930105;Senhor do Bonfim;-104.594;-401.865;-1,04594E+17;-4,01865E+17
2930204;Sento Sé;-974.138;-418.786;-9,74138E+17;-4,18786E+17
2930154;Serra do Ramalho;-135.659;-435.929;-1,35659E+17;-4,35929E+17
2930303;Serra Dourada;-12.759;-439.504;-1,2759E+16;-4,39504E+17
2930402;Serra Preta;-12.156;-393.305;-1,2156E+16;-3,93305E+17
2930501;Serrinha;-116.584;-39.01;-1,16584E+17;#VALOR!
2930600;Serrolândia;-114.085;-402.983;-1,14085E+17;-4,02983E+17
2930709;Simões Filho;-127.866;-384.029;-1,27866E+17;-3,84029E+17
2930758;Sítio do Mato;-130.801;-434.689;-1,30801E+17;-4,34689E+17
2930766;Sítio do Quinto;-103.545;-382.213;-1,03545E+17;-3,82213E+17
2930774;Sobradinho;-945.024;-408.145;-9,45024E+17;-4,08145E+17
2930808;Souto Soares;-12.088;-416.427;-1,2088E+16;-4,16427E+17
2930907;Tabocas do Brejo Velho;-127.026;-440.075;-1,27026E+17;-4,40075E+17
2931004;Tanhaçu;-140.197;-412.473;-1,40197E+17;-4,12473E+17
2931053;Tanque Novo;-135.485;-424.934;-1,35485E+17;-4,24934E+17
2931103;Tanquinho;-11.968;-391.033;-1,1968E+16;-3,91033E+17
2931202;Taperoá;-135.321;-391.009;-1,35321E+17;-3,91009E+17
2931301;Tapiramutá;-118.475;-407.927;-1,18475E+17;-4,07927E+17
2931350;Teixeira de Freitas;-175.399;-39.74;-1,75399E+17;#VALOR!
2931400;Teodoro Sampaio;-12.295;-386.347;-1,2295E+16;-3,86347E+17
2931509;Teofilândia;-114.827;-389.913;-1,14827E+17;-3,89913E+17
2931608;Teolândia;-135.896;-39.484;-1,35896E+17;-3,9484E+16
2931707;Terra Nova;-123.888;-386.238;-1,23888E+17;-3,86238E+17
2931806;Tremedal;-149.736;-414.142;-1,49736E+17;-4,14142E+17
2931905;Tucano;-109.584;-387.894;-1,09584E+17;-3,87894E+17
2932002;Uauá;-983.325;-394.794;-9,83325E+17;-3,94794E+17
2932101;Ubaíra;-132.714;-39.666;-1,32714E+17;-3,9666E+16
2932200;Ubaitaba;-14.303;-393.222;-1,4303E+16;-3,93222E+17
2932309;Ubatã;-142.063;-395.207;-1,42063E+17;-3,95207E+17
2932408;Uibaí;-113.394;-421.354;-1,13394E+17;-4,21354E+17
2932457;Umburanas;-107.339;-413.234;-1,07339E+17;-4,13234E+17
2932507;Una;-152.791;-390.765;-1,52791E+17;-3,90765E+17
2932606;Urandi;-147.678;-426.498;-1,47678E+17;-4,26498E+17
2932705;Uruçuca;-145.963;-392.851;-1,45963E+17;-3,92851E+17
2932804;Utinga;-120.783;-410.954;-1,20783E+17;-4,10954E+17
2932903;Valença;-133.669;-39.073;-1,33669E+17;-3,9073E+16
2933000;Valente;-114.062;-39.457;-1,14062E+17;-3,9457E+16
2933059;Várzea da Roça;-116.005;-401.328;-1,16005E+17;-4,01328E+17
2933109;Várzea do Poço;-115.273;-403.149;-1,15273E+17;-4,03149E+17
2933158;Várzea Nova;-112.557;-409.432;-1,12557E+17;-4,09432E+17
2933174;Varzedo;-129.672;-393.919;-1,29672E+17;-3,93919E+17
2933208;Vera Cruz;-129.568;-386.153;-1,29568E+17;-3,86153E+17
2933257;Vereda;-172.183;-400.974;-1,72183E+17;-4,00974E+17
2933307;Vitória da Conquista;-148.615;-408.442;-1,48615E+17;-4,08442E+17
2933406;Wagner;-122.819;-411.715;-1,22819E+17;-4,11715E+17
2933455;Wanderley;-121.144;-438.958;-1,21144E+17;-4,38958E+17
2933505;Wenceslau Guimarães;-136.908;-394.762;-1,36908E+17;-3,94762E+17
2933604;Xique-Xique;-10.823;-427.245;-1,0823E+16;-4,27245E+17
